"word_combo","da_cue","da_target","type","cue_type","target_type","da_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"softersøgelseadkomstkide","softersøgelse","adkomstkide","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"softersøgelsemedaljon","softersøgelse","medaljon","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"softvaneabdomistisk","softvane","abdomistisk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"softvanekunstig","softvane","kunstig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"softwarecomputer","software","computer","related","word","word",0.501134260202171,-0.615668077474486,0.545478432583148,0.0804264071403666,46,55,56,0,0.982142857142857,53,56,0,0.946428571428571,TRUE,TRUE,FALSE
"softwareolja","software","olja","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"softwaresulten","software","sulten","unrelated","word","word",0.0678192163390613,-0.641153266903375,0.458127956194755,0.0596431797068657,59,63,64,0,0.984375,60,64,0,0.9375,TRUE,TRUE,TRUE
"søgefinde","søge","finde","related","word","word",0.376771582874406,-0.427794341386263,0.74186237097188,0.103881510316172,51,54,55,1,0.981818181818182,51,55,1,0.927272727272727,FALSE,TRUE,TRUE
"søgesmør","søge","smør","unrelated","word","word",0.0597672401217688,-0.806515846977266,0.316786586676691,0.0405603661626754,61,70,71,2,0.985915492957746,67,71,2,0.943661971830986,TRUE,TRUE,TRUE
"søgeudsprande","søge","udsprande","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sojemcirpyr","sojem","cirpyr","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sojemlitteratur","sojem","litteratur","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soldataktivitet","soldat","aktivitet","unrelated","word","word",0.146406593785922,-0.412243291486337,0.451270868883237,0.0614101869192412,54,55,56,0,0.982142857142857,56,56,0,1,TRUE,TRUE,TRUE
"soldatkriger","soldat","kriger","related","word","word",0.496437023257155,-0.591695836485408,0.458058749252161,0.0496834470915561,85,90,95,1,0.947368421052632,88,95,1,0.926315789473684,TRUE,TRUE,TRUE
"soldatrealivendt","soldat","realivendt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"søligtafpreste","søligt","afpreste","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"søligtnyligt","søligt","nyligt","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solnedgangdaggry","solnedgang","daggry","related","word","word",0.466238642765091,-0.223241562561829,0.819345058775477,0.110480465187273,55,56,60,0,0.933333333333333,53,59,1,0.898305084745763,FALSE,TRUE,TRUE
"solnedgangministerifinger","solnedgang","ministerifinger","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solnedgangtakke","solnedgang","takke","unrelated","word","word",0.0487804015344552,-0.4665289195443,0.486630143660513,0.0702390111095459,48,49,50,1,0.98,48,50,1,0.96,TRUE,TRUE,FALSE
"solnednisksalat","solnednisk","salat","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solnedniskvæste","solnednisk","væste","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"somervertchauffør","somervert","chauffør","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"somervertskildparere","somervert","skildparere","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"somlemfødster","somlem","fødster","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"somlemkonge","somlem","konge","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sommerfuglfugl","sommerfugl","fugl","related","word","word",0.558974966810097,-0.727970151292783,0.479549886032872,0.0739961538888115,42,52,54,0,0.962962962962963,50,54,0,0.925925925925926,TRUE,TRUE,FALSE
"sommerfuglhebi","sommerfugl","hebi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sommerfuglpolitisk","sommerfugl","politisk","unrelated","word","word",0.0806454332192216,-0.498946172550889,0.469231951080203,0.0670331358686004,49,51,51,0,1,51,51,0,1,TRUE,TRUE,FALSE
"sommerguddommelig","sommer","guddommelig","unrelated","word","word",0.114261175380943,0.182938457144177,1.06691157592222,0.159045787316235,45,50,51,1,0.980392156862745,51,51,1,1,FALSE,TRUE,FALSE
"sommersøtisk","sommer","søtisk","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sommervinter","sommer","vinter","related","word","word",0.54407367903753,-0.663178891437481,0.514531917690842,0.0720488796939226,51,56,56,0,1,54,56,0,0.964285714285714,TRUE,TRUE,TRUE
"sommetiderindsprøjtning","sommetider","indsprøjtning","unrelated","word","word",0.115462372349294,0.155323334890365,0.786734090400498,0.114756961407372,47,49,51,0,0.96078431372549,50,51,0,0.980392156862745,FALSE,TRUE,FALSE
"sommetideroffiseksuel","sommetider","offiseksuel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sommetiderofte","sommetider","ofte","related","word","word",0.385952213414175,-0.522921751127903,0.593734191853551,0.0839666946563921,50,59,62,0,0.951612903225806,55,61,1,0.901639344262295,TRUE,TRUE,TRUE
"somskabfiol","somskab","fiol","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"somskabmørk","somskab","mørk","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"somteparanorkring","somte","paranorkring","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"somtepolitisk","somte","politisk","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sønbeltoktober","sønbelt","oktober","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sønbeltskyldemi","sønbelt","skyldemi","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sondflygfelse","sond","flygfelse","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sondservitrice","sond","servitrice","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sonsertfange","sonsert","fange","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sonsertregestus","sonsert","regestus","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sønvogræjk","sønvo","græjk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sønvolægge","sønvo","lægge","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"søspakteksplodel","søspakt","eksplodel","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"søspaktstatue","søspakt","statue","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"søsterbror","søster","bror","related","word","word",0.653578567936961,-0.783106737340109,0.452725683410967,0.0522762590372758,75,87,89,1,0.97752808988764,86,90,0,0.955555555555556,TRUE,TRUE,TRUE
"søsterjad","søster","jad","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"søstermesterskab","søster","mesterskab","unrelated","word","word",0.0878500680858462,-0.187101807935588,0.713030880325431,0.0952827592988419,56,64,65,1,0.984615384615385,65,65,1,1,FALSE,TRUE,TRUE
"sotærbrint","sotær","brint","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sotærskyve","sotær","skyve","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spændendefibrødri","spændende","fibrødri","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spændendeinteressant","spændende","interessant","related","word","word",0.60963806521826,-0.430214392190842,0.930827804104384,0.134353420817214,48,50,52,0,0.961538461538462,52,52,0,1,FALSE,TRUE,FALSE
"spændendestatue","spændende","statue","unrelated","word","word",0.0700084747737583,-0.469401344459529,0.609228858539352,0.0861579714335432,50,54,55,1,0.981818181818182,55,55,1,1,TRUE,TRUE,TRUE
"sparderinfektion","sparder","infektion","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spardervir","sparder","vir","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"specielkampagdersøgelse","speciel","kampagdersøgelse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"specielsabotage","speciel","sabotage","unrelated","word","word",0.136269280540111,-0.0502892007215714,0.758725337261354,0.107299966207111,50,54,54,1,1,54,55,0,0.981818181818182,FALSE,TRUE,TRUE
"specielunik","speciel","unik","related","word","word",0.440580948592914,-0.496866226871104,0.570614257394475,0.0891149751645685,41,49,50,2,0.98,44,49,3,0.897959183673469,TRUE,TRUE,FALSE
"speknegade","spekne","gade","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spekneskræmrettelse","spekne","skræmrettelse","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spildebruge","spilde","bruge","related","word","word",0.353663765564158,-0.656360745446904,0.519794768259527,0.0530513313835029,96,105,109,2,0.963302752293578,95,108,3,0.87962962962963,TRUE,TRUE,TRUE
"spilderettsag","spilde","rettsag","unrelated","word","word",NA,0.0347446522867335,1.07368793517974,0.202907947298288,28,29,51,1,0.568627450980392,45,50,2,0.9,FALSE,TRUE,FALSE
"spildesandnado","spilde","sandnado","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spilskaffenåde","spilskaffe","nåde","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spilskaffeståmegive","spilskaffe","ståmegive","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spinalabdominal","spinal","abdominal","related","word","word",0.567321956549837,1.16375425185558,1.69986367020147,0.275754300308636,38,40,62,2,0.645161290322581,32,61,3,0.524590163934426,FALSE,TRUE,FALSE
"spinalimponere","spinal","imponere","unrelated","word","word",0.10209485129579,0.183721027571706,1.04672356600817,0.149531938001167,49,51,52,0,0.980769230769231,34,52,0,0.653846153846154,FALSE,TRUE,FALSE
"spinalmålnens","spinal","målnens","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spionagebeløb","spionage","beløb","unrelated","word","word",0.127048784036112,-0.696363366969505,0.460018654982709,0.0620289027839736,55,55,56,0,0.982142857142857,47,56,0,0.839285714285714,TRUE,TRUE,TRUE
"spionagesabotage","spionage","sabotage","related","word","word",0.432808486246013,-0.294804226229989,0.446575638548071,0.0644576412823145,48,52,53,0,0.981132075471698,40,53,0,0.754716981132076,TRUE,TRUE,FALSE
"spionagespiv","spionage","spiv","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spionforræder","spion","forræder","related","word","word",0.467464573556867,-0.213323780984591,0.715711802254854,0.104397295950847,47,50,53,2,0.943396226415094,52,54,1,0.962962962962963,FALSE,TRUE,FALSE
"spionfystol","spion","fystol","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spionmiddag","spion","middag","unrelated","word","word",0.106795963479147,-0.614860074252151,0.538033863720332,0.0820493950078781,43,51,52,0,0.980769230769231,46,52,0,0.884615384615385,TRUE,TRUE,FALSE
"spøndholdhip","spønd","holdhip","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spøndkriger","spønd","kriger","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spørgskenbataljon","spørgsken","bataljon","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spørgskenstopstændig","spørgsken","stopstændig","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spørgsmåldjævel","spørgsmål","djævel","unrelated","word","word",0.0722350889832995,-0.096030435713409,0.784827356740583,0.090025872004167,76,83,88,0,0.943181818181818,88,88,0,1,FALSE,TRUE,TRUE
"spørgsmålfremtikel","spørgsmål","fremtikel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spørgsmålspørge","spørgsmål","spørge","related","word","word",0.465742396505024,-0.547014798682258,0.584888435876993,0.0853147467264145,47,51,52,0,0.980769230769231,50,51,1,0.980392156862745,TRUE,TRUE,FALSE
"sprækkehul","sprække","hul","related","word","word",0.421462828896909,-0.656807849760266,0.552334271107379,0.0744767379228659,55,59,60,0,0.983333333333333,59,60,0,0.983333333333333,TRUE,TRUE,TRUE
"sprækkepenjekt","sprække","penjekt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sprækkepsykologi","sprække","psykologi","unrelated","word","word",0.0960284303475788,-0.325134181829365,0.595995261004608,0.0869348436792227,47,52,52,0,1,47,51,1,0.92156862745098,TRUE,TRUE,FALSE
"sprængeeksplodere","sprænge","eksplodere","related","word","word",0.546233564213022,-0.256293847025061,0.653126401480729,0.0897138108371709,53,57,57,0,1,53,57,0,0.929824561403509,TRUE,TRUE,TRUE
"sprængeløsemarsyge","sprænge","løsemarsyge","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sprængemysterium","sprænge","mysterium","unrelated","word","word",0.0659635683463303,-0.191818501418134,0.496128438474005,0.0708754912105721,49,50,51,0,0.980392156862745,49,51,0,0.96078431372549,TRUE,TRUE,FALSE
"spubbobred","spub","bobred","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spubskrald","spub","skrald","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spurnpublistre","spurn","publistre","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spurnulykke","spurn","ulykke","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stadionbaseball","stadion","baseball","related","word","word",0.372175319243712,-0.140505028383543,0.883453254382111,0.127515493558491,48,48,50,0,0.96,50,50,0,1,FALSE,TRUE,FALSE
"stadionødelægge","stadion","ødelægge","unrelated","word","word",0.107024722601706,-0.195107822682189,1.02987782207214,0.140148620082533,54,60,61,0,0.983606557377049,58,61,0,0.950819672131147,FALSE,TRUE,TRUE
"stadionsullig","stadion","sullig","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stædigrom","stædig","rom","unrelated","word","word",0.0505595912970559,-0.426426005722054,0.583576379329432,0.0548982478330939,113,126,134,2,0.940298507462687,124,133,3,0.932330827067669,TRUE,TRUE,TRUE
"stædigselvisk","stædig","selvisk","related","word","word",0.459100887039014,0.00283545849727902,0.785677929369163,0.106917223840049,54,57,59,0,0.966101694915254,57,59,0,0.966101694915254,FALSE,TRUE,TRUE
"stædiguegvel","stædig","uegvel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stægerbeskrivelse","stæger","beskrivelse","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stægerstilveri","stæger","stilveri","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stærkoverflade","stærk","overflade","unrelated","word","word",0.136433564238008,-0.373111422152846,0.443259431676391,0.0646560332328384,47,50,51,0,0.980392156862745,50,51,0,0.980392156862745,TRUE,TRUE,FALSE
"stærksandvede","stærk","sandvede","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stærksvag","stærk","svag","related","word","word",0.530073735374459,-0.555878094324862,0.708877360536509,0.0930801575470645,58,67,69,0,0.971014492753623,68,69,0,0.985507246376812,FALSE,TRUE,TRUE
"ståinvestere","stå","investere","unrelated","word","word",0.107606741160224,0.106839853479904,0.965185647600207,0.148931378760043,42,47,51,1,0.92156862745098,49,51,1,0.96078431372549,FALSE,TRUE,FALSE
"stanshedomstand","stanshed","omstand","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stanshedskønhed","stanshed","skønhed","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"staraihamburger","starai","hamburger","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"staraiskre","starai","skre","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ståsidde","stå","sidde","related","word","word",0.440674170497841,-0.563547170970509,0.620805113166413,0.0852741404467682,53,54,54,1,1,53,54,1,0.981481481481482,TRUE,TRUE,TRUE
"ståskyldemi","stå","skyldemi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"statusbeskidt","status","beskidt","unrelated","word","word",0.0397675079804599,-0.543366910536794,0.422857416122887,0.0509060507735978,69,71,72,0,0.986111111111111,71,72,0,0.986111111111111,TRUE,TRUE,TRUE
"statusnutkant","status","nutkant","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"statusstilling","status","stilling","related","word","word",0.367280913706203,-0.530637409035683,0.503422876826055,0.055257839536693,83,92,94,2,0.978723404255319,89,94,2,0.946808510638298,TRUE,TRUE,TRUE
"stavognhustru","stavogn","hustru","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stavognmumad","stavogn","mumad","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stebunsalg","stebun","salg","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stebuntiltor","stebun","tiltor","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stedanholde","sted","anholde","unrelated","word","word",0.0932442248841434,-0.338651188619904,0.849537479543249,0.115607407902837,54,55,57,1,0.964912280701754,57,58,0,0.982758620689655,FALSE,TRUE,TRUE
"stedbeliggenhed","sted","beliggenhed","related","word","word",0.313657164339573,-0.127464102776167,0.760632770771293,0.101643829477812,56,63,64,0,0.984375,63,64,0,0.984375,FALSE,TRUE,TRUE
"stedurka","sted","urka","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stemmeaccent","stemme","accent","related","word","word",0.384900712637446,-0.375160241987858,0.87324705900747,0.1199497084918,53,58,58,0,1,57,58,0,0.982758620689655,FALSE,TRUE,TRUE
"stemmefetiv","stemme","fetiv","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stemmevidenskab","stemme","videnskab","unrelated","word","word",0.0679535018093106,-0.446428207131442,0.819657845956663,0.0952832891703073,74,81,83,0,0.975903614457831,79,83,0,0.951807228915663,FALSE,TRUE,TRUE
"stemsætteanmodning","stemsætte","anmodning","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stemsættearan","stemsætte","aran","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stereatmosfære","stere","atmosfære","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"steresværdig","stere","sværdig","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stilkommealfa","stilkomme","alfa","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stilkommedrongelig","stilkomme","drongelig","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stilladebevis","stillade","bevis","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stilladedemokrakomst","stillade","demokrakomst","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stillebrærn","stille","brærn","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stillefiskeri","stille","fiskeri","unrelated","word","word",0.140342410004631,-0.516976740122002,0.443916880263902,0.0661752213753146,45,48,50,0,0.96,47,50,0,0.94,TRUE,TRUE,FALSE
"stillehavetatlanterhavet","stillehavet","atlanterhavet","related","word","word",0.577044674651247,0.0211462887975887,0.810039196780337,0.113428175453355,51,55,58,1,0.948275862068966,56,58,1,0.96551724137931,FALSE,TRUE,TRUE
"stillehavetelentesløs","stillehavet","elentesløs","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stillehavetforfatning","stillehavet","forfatning","unrelated","word","word",0.141942858420192,-0.190808197243626,0.655912953132003,0.0927600994055467,50,51,55,1,0.927272727272727,53,55,1,0.963636363636364,FALSE,TRUE,TRUE
"stillestilhed","stille","stilhed","related","word","word",0.393213205294438,-0.487051000849763,0.862827299859935,0.123261042837134,49,52,52,0,1,52,52,0,1,FALSE,TRUE,FALSE
"stilstilleegerst","stilstille","egerst","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stilstilleeksternt","stilstille","eksternt","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stiltasiefterbelt","stiltasi","efterbelt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stiltasikomplet","stiltasi","komplet","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stirdethurtig","stirdet","hurtig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stirdetomsteds","stirdet","omsteds","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stjælehundrede","stjæle","hundrede","unrelated","word","word",0.109397513559894,-0.306321949758738,0.923467477598933,0.113670988688576,66,73,74,0,0.986486486486487,70,74,0,0.945945945945946,FALSE,TRUE,TRUE
"stjælerøve","stjæle","røve","related","word","word",0.398712290150782,-0.507740637287407,0.673697308296193,0.0962424726137419,49,52,53,0,0.981132075471698,49,52,1,0.942307692307692,FALSE,TRUE,FALSE
"stjælesymkum","stjæle","symkum","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"støjdrenlig","støj","drenlig","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"støjkøkkenchef","støj","køkkenchef","unrelated","word","word",0.10680280655052,-0.00186853256718198,0.85666733072317,0.106256504997494,65,69,72,0,0.958333333333333,69,72,0,0.958333333333333,FALSE,TRUE,TRUE
"støjlyd","støj","lyd","related","word","word",0.450106409667434,-0.751110695574473,0.450508781080998,0.0637115628172919,50,54,54,0,1,49,54,0,0.907407407407407,TRUE,TRUE,TRUE
"stoltbegejstret","stolt","begejstret","related","word","word",0.369439977516455,0.21773107984899,1.07652615806959,0.152243789299141,50,53,58,0,0.913793103448276,57,58,0,0.982758620689655,FALSE,TRUE,TRUE
"stoltgamsk","stolt","gamsk","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stolthedkalkun","stolthed","kalkun","unrelated","word","word",0.126076703870363,-0.14081030451207,0.841840642981912,0.120262948997416,49,51,57,0,0.894736842105263,56,57,0,0.982456140350877,FALSE,TRUE,FALSE
"stolthedmarald","stolthed","marald","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stolthedværdighed","stolthed","værdighed","related","word","word",0.47534602161259,-0.514806151564311,0.514319196623548,0.0742355816549994,48,50,51,0,0.980392156862745,50,51,0,0.980392156862745,TRUE,TRUE,FALSE
"stoltheroin","stolt","heroin","unrelated","word","word",0.119636040440947,-0.186215433606144,0.48814399246896,0.0690339854540554,50,55,58,0,0.948275862068966,53,58,0,0.913793103448276,TRUE,TRUE,TRUE
"stoltningkømme","stoltning","kømme","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stoltningsende","stoltning","sende","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stoplebosert","stople","bosert","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
