"word_combo","he_cue","he_target","type","cue_type","target_type","he_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"להחמיאלהרשים","להחמיא","להרשים","related","word","word",0.418150736948866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להחמיאלשקמח","להחמיא","לשקמח","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להטביעאויא","להטביע","אויא","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להטביעאשף","להטביע","אשף","unrelated","word","word",0.0228906209986052,-0.923904886159363,NA,NA,1,1,2,1,0.5,1,2,1,0.5,FALSE,FALSE,FALSE
"להטביעלשחות","להטביע","לשחות","related","word","word",0.431378287383675,-0.631012093463246,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להיכדבולק","להיכדב","ולק","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להיכדברוזנת","להיכדב","רוזנת","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להיכנסללכת","להיכנס","ללכת","related","word","word",0.486567473313875,-1.08058074911043,0.321431385747116,0.185578497087092,3,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"להיכנסצוואר","להיכנס","צוואר","unrelated","word","word",0.108326912616713,-1.11731593600838,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להיכנסקבלט","להיכנס","קבלט","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להכיידלתפוס","להכייד","לתפוס","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להכיידמלז אל","להכייד","מלז אל","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להכילהרפוש","להכיל","הרפוש","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להכילנשיא","להכיל","נשיא","unrelated","word","word",0.086320476236899,-0.346166377109766,0.312515119839406,0.180430688565109,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"להכילתוכן","להכיל","תוכן","related","word","word",0.310845831262117,-0.58782870536498,0.53350887405752,0.188623871334636,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"להכיןהעדרמה","להכין","העדרמה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להכיןלעשות","להכין","לעשות","related","word","word",0.34458511373101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להכיןמשרת","להכין","משרת","unrelated","word","word",0.133959374898218,-0.618730997303783,0.960747184154224,0.679350848921333,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"להכניסוצץ","להכניס","וצץ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להכניסלשים","להכניס","לשים","related","word","word",0.439733037288316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להכניסמת","להכניס","מת","unrelated","word","word",0.0948470909418862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להכפילחנויוני","להכפיל","חנויוני","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להכפילייחודי","להכפיל","ייחודי","unrelated","word","word",0.121218822848994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להכפיללשלש","להכפיל","לשלש","related","word","word",0.607118349025263,0.248639176086546,0.409390479796024,0.289482784416983,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"להלפילהעיכה","להלפיל","העיכה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להלפילידע","להלפיל","ידע","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להמייבגבינה","להמייב","גבינה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להמייברופית","להמייב","רופית","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להמיסגדר","להמיס","גדר","unrelated","word","word",0.0473743355378116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להמיסדועי","להמיס","דועי","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להמיסלהקפיא","להמיס","להקפיא","related","word","word",0.454224789758852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להמלטארוך","להמלט","ארוך","unrelated","word","word",0.0829275640883955,0.199273575911711,0.6444425187271,0.455689675076871,2,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"להמלטלא ירבע","להמלט","לא ירבע","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להמלטלברוח","להמלט","לברוח","related","word","word",0.585974136994072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להמעיט בערךלהגזים","להמעיט בערך","להגזים","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להמעיט בערךלובסחד","להמעיט בערך","לובסחד","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להמעיט בערךמיקרופון","להמעיט בערך","מיקרופון","unrelated","word","word",NA,-0.215726436290469,1.07908849169864,0.623012031161637,3,3,3,1,1,2,3,1,0.666666666666667,FALSE,FALSE,FALSE
"להנדילאנרגיה","להנדיל","אנרגיה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להנדילקנין","להנדיל","קנין","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להנורזכארת","להנור","זכארת","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להנורחיבור","להנור","חיבור","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להנקיגאבק","להנקיג","אבק","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להנקיגמסוס","להנקיג","מסוס","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להסייאשיקון","להסייא","שיקון","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להסייאתרנגול הודו","להסייא","תרנגול הודו","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להסתדראחורפץ הצרדים","להסתדר","אחורפץ הצרדים","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להסתדרהצליח","להסתדר","הצליח","related","word","word",0.221864634501861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להסתדרחזה","להסתדר","חזה","unrelated","word","word",0.0681374985051714,-0.521913514260064,0.465543200264457,0.329188753842285,2,2,3,0,0.666666666666667,3,3,0,1,FALSE,FALSE,FALSE
"להסתיץאדריכל","להסתיץ","אדריכל","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להסתיץמדתון","להסתיץ","מדתון","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להעליבבפנים","להעליב","בפנים","unrelated","word","word",0.148486428535105,-0.435023569024639,0.304348084603406,0.215206594464205,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"להעליבברנוי","להעליב","ברנוי","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להעליבלפגוע","להעליב","לפגוע","related","word","word",0.326360210185872,-0.622697140389255,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להענישלאסור","להעניש","לאסור","related","word","word",0.291518136540701,NA,NA,NA,NA,0,0,1,NA,0,0,1,NA,FALSE,FALSE,NA
"להענישמרוץ","להעניש","מרוץ","unrelated","word","word",0.045156276287552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להענישרולן","להעניש","רולן","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להעסיקלשכור","להעסיק","לשכור","related","word","word",0.561152168083576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להעסיקסיים","להעסיק","סיים","unrelated","word","word",0.096111182206249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להעסיקציויליאשה","להעסיק","ציויליאשה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להפחידחלש","להפחיד","חלש","unrelated","word","word",0.109364828441049,-1.07539384435426,0.0894380500201748,0.0632422516653672,2,3,3,1,1,3,3,1,1,FALSE,FALSE,FALSE
"להפחידלהבהיל","להפחיד","להבהיל","related","word","word",0.637444009729855,-0.148236829281492,0.336512964996221,0.194285850926367,3,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"להפחידקיקץ","להפחיד","קיקץ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להפעישסוחר","להפעיש","סוחר","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להפעישפררל","להפעיש","פררל","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להפשןאלגנטי","להפשן","אלגנטי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להפשןלגשף","להפשן","לגשף","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להפשעאדמיניסטרטיבי","להפשע","אדמיניסטרטיבי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להפשעקצגש","להפשע","קצגש","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להצטיט עברךאחרון","להצטיט עברך","אחרון","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להצטיט עברךתאעקה","להצטיט עברך","תאעקה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להצילטיימה","להציל","טיימה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להציללשמור","להציל","לשמור","related","word","word",0.288988647684706,-0.589488697773573,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להצילצלף","להציל","צלף","unrelated","word","word",0.114786735096517,NA,NA,NA,NA,0,0,1,NA,0,0,1,NA,FALSE,FALSE,NA
"להציעגרם","להציע","גרם","unrelated","word","word",0.144327980090406,0.449230931711338,0.068164851170381,0.0481998285011482,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"להציעלהמליץ","להציע","להמליץ","related","word","word",0.449502076372749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להציעלתת","להציע","לתת","related","word","word",0.473657379148786,0.36240809369161,2.44799782912596,1.73099586530491,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"להציערכטמן","להציע","רכטמן","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להציערשד","להציע","רשד","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להציעתאונה","להציע","תאונה","unrelated","word","word",0.0851234283394997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להקפוכךמצספק","להקפוכך","מצספק","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להקפוכךשמיימי","להקפוכך","שמיימי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להקשיבאסטרקניה","להקשיב","אסטרקניה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להקשיבהר","להקשיב","הר","unrelated","word","word",0.0750693516346796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להקשיבלשמוע","להקשיב","לשמוע","related","word","word",0.391604047797466,-0.679642218288918,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להרבעאבזיל","להרבע","אבזיל","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להרבעתרומה","להרבע","תרומה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להרואלהעניא","להרוא","להעניא","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להרואלחץ","להרוא","לחץ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להרעילדרר","להרעיל","דרר","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להרעילהצהרה","להרעיל","הצהרה","unrelated","word","word",0.10460579107392,-0.729647384427727,NA,NA,1,1,1,0,1,0,1,0,0,FALSE,FALSE,FALSE
"להרעיללהרוג","להרעיל","להרוג","related","word","word",0.497866876409444,-0.127888711586155,1.58700609235309,0.647892524158884,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"להרעירארנב","להרעיר","ארנב","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להרעירמשיאט","להרעיר","משיאט","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להשאטהנלב","להשאט","הנלב","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להשאטלשמור","להשאט","לשמור","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להשביבחסטור","להשביב","חסטור","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להשביבלשטוף","להשביב","לשטוף","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להשבעדרירות","להשבע","דרירות","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להשבערוטב","להשבע","רוטב","unrelated","word","word",0.124812890253309,NA,NA,NA,NA,0,0,1,NA,0,0,1,NA,FALSE,FALSE,NA
"להשבעשבועה","להשבע","שבועה","related","word","word",0.381168248302279,-0.795968583561445,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להשיגכנראה","להשיג","כנראה","unrelated","word","word",0.121146659889454,-1.02695550618666,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להשיגלנצח","להשיג","לנצח","related","word","word",0.199772255706171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להשיגמדכון","להשיג","מדכון","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להשפיעהשפעה","להשפיע","השפעה","related","word","word",0.547657432221663,-1.04231017482605,0.427649986007927,0.213824993003964,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"להשפיעטיא","להשפיע","טיא","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להשפיעמאסר","להשפיע","מאסר","unrelated","word","word",0.107880664387739,0.073871854158611,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להתודרלר","להתודר","לר","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתודרמידע","להתודר","מידע","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתחיףגלובלי","להתחיף","גלובלי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתחיףכנבר","להתחיף","כנבר","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתירליכבר","להתיר","ליכבר","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתירלתת","להתיר","לתת","related","word","word",0.294338507713354,0.00642976243592963,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להתירמסיבה","להתיר","מסיבה","unrelated","word","word",0.125316938506999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתמקדלאסור","להתמקד","לאסור","unrelated","word","word",0.149107048305218,-0.639557095625974,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להתמקדלהתרכז","להתמקד","להתרכז","related","word","word",0.767075629936172,-1.20017203518506,0.0635345482586302,0.0449257099133014,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"להתמקדמיוע","להתמקד","מיוע","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתפסרמזסי","להתפסר","מזסי","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתפסרמעיד","להתפסר","מעיד","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתפעלאלנוך","להתפעל","אלנוך","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתפעלטלפון","להתפעל","טלפון","unrelated","word","word",0.105901952303212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתפעללהעריך","להתפעל","להעריך","related","word","word",0.316922763045327,-1.21535341686561,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להתפש לתונהויטמין","להתפש לתונה","ויטמין","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתפש לתונהמפס","להתפש לתונה","מפס","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתקדםהתסורדי","להתקדם","התסורדי","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתקדםלהמשיך","להתקדם","להמשיך","related","word","word",0.496492701697226,-0.831934709488535,0.219376652124357,0.155122718351135,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"להתקדםמיונז","להתקדם","מיונז","unrelated","word","word",0.0823744181923971,-0.940352124495126,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להתקשרחיצוני","להתקשר","חיצוני","unrelated","word","word",0.137504935277812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתקשרטלפון","להתקשר","טלפון","related","word","word",0.390897392889096,-0.102030415516168,1.18497249423987,0.684144188531693,3,3,4,1,0.75,4,4,1,1,FALSE,FALSE,FALSE
"להתקשרלאתאונה","להתקשר","לאתאונה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתשקךבונל","להתשקך","בונל","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להתשקךסכנה","להתשקך","סכנה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לוח שנהלוח זמנים","לוח שנה","לוח זמנים","related","word","word",NA,-1.09637286018998,NA,NA,1,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"לוח שנהנסיך","לוח שנה","נסיך","unrelated","word","word",NA,-0.305556883723441,NA,NA,1,1,1,1,1,0,1,1,0,FALSE,FALSE,FALSE
"לוח שנהסודינל","לוח שנה","סודינל","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לורמושלה","לור","מושלה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לורפנטזיה","לור","פנטזיה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לזהותבסופו של דבר","לזהות","בסופו של דבר","unrelated","word","word",NA,-0.584104657196736,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"לזהותהיח","לזהות","היח","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לזהותהכיר","לזהות","הכיר","related","word","word",0.24853673723531,-1.01577778270501,NA,NA,1,2,3,0,0.666666666666667,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"לזניאמיתי","לזני","אמיתי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לזניהנתיב","לזניה","נתיב","unrelated","word","word",0.0885867230791914,0.20886603120867,0.403660888067388,0.285431351252234,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"לזניהספגטי","לזניה","ספגטי","related","word","word",0.488355409895498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לזניהשראית","לזניה","שראית","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לזניסקוויה","לזני","סקוויה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לחבשהטח","לחבשה","טח","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לחבשהלאסוף","לחבשה","לאסוף","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לחטוףדומש","לחטוף","דומש","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לחטוףלתפוס","לחטוף","לתפוס","related","word","word",0.460019938849424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לחטוףמדע","לחטוף","מדע","unrelated","word","word",0.0523611424969911,-0.359014365486844,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"לחיותלשרוד","לחיות","לשרוד","related","word","word",0.446237517182734,-1.18459930825441,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"לחיותמנחק","לחיות","מנחק","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לחיותספינה","לחיות","ספינה","unrelated","word","word",0.0905957863912165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לחימהאיטירור","לחימה","איטירור","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לחימהמאבק","לחימה","מאבק","related","word","word",0.3870378114825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לחימהמושך","לחימה","מושך","unrelated","word","word",0.119323740190225,-0.587488602504724,0.929511017588345,0.657263543724327,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"לחכותאעי","לחכות","אעי","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לחכותלצפות","לחכות","לצפות","related","word","word",0.329541579213566,-0.256121501776134,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"לחכותפסיכולוגי","לחכות","פסיכולוגי","unrelated","word","word",0.111010047842344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
