"url_lab","timestamp","uuid","url_special_code","keep","n_trials","correct.y","n_answered","start","end","study_length"
"1594",2023-01-06 19:08:52,"0a09066f-c0cf-4bd8-8160-e5b8a5340b1c",NA,"keep",800,0.98375,795,2023-01-06 19:11:45,2023-01-06 19:35:46,24.0296666661898
"101",2023-01-02 09:31:15,"eef6abe0-607d-427a-8126-e2ffe5a831d3",NA,"keep",800,0.96375,800,2023-01-02 09:32:53,2023-01-02 09:52:05,19.1993833303452
"101",2023-01-02 13:30:39,"9eb4a880-5d1c-42db-a203-819324d8149a",NA,"keep",402,0.922885572139303,394,2023-01-02 13:31:52,2023-01-02 13:42:18,10.4446999986966
"101",2023-01-04 16:21:40,"7a2d09fe-8f8c-4b32-ae0b-ca887bc345a0",NA,"keep",1600,0.979375,1599,2022-12-22 12:13:45,2023-01-04 16:40:29,18986.7352333307
"101",2023-01-04 16:21:40,"7a2d09fe-8f8c-4b32-ae0b-ca887bc345a0",NA,"keep",1600,0.979375,1599,2022-12-22 12:13:45,2023-01-04 16:40:29,18986.7352333307
"101",2023-01-04 16:21:40,"7a2d09fe-8f8c-4b32-ae0b-ca887bc345a0",NA,"keep",1600,0.979375,1599,2022-12-22 12:13:45,2023-01-04 16:40:29,18986.7352333307
"101",2023-01-04 16:21:40,"7a2d09fe-8f8c-4b32-ae0b-ca887bc345a0",NA,"keep",1600,0.979375,1599,2022-12-22 12:13:45,2023-01-04 16:40:29,18986.7352333307
"1594",2023-01-05 08:11:31,"0eaef49a-9c75-4acc-8342-a3ec882cefd0",NA,"keep",600,0.98,599,2023-01-05 08:12:46,2023-01-05 08:26:22,13.6004499991735
"101",2023-01-06 14:22:07,"de3ca6fc-5d77-479b-885f-09ae7ba4f61d",NA,"keep",800,0.9525,800,2023-01-06 14:24:32,2023-01-06 14:39:58,15.4216333309809
"101",2023-01-07 21:19:41,"8c7da621-f1a9-4466-875f-e62f7ca787d3",NA,"keep",800,0.95375,800,2023-01-07 21:21:17,2023-01-07 21:38:20,17.0508499979973
"365",2023-01-06 20:52:49,"438d4b17-8b13-42bd-a416-a502574fca27",NA,"keep",800,0.97,800,2023-01-06 20:55:32,2023-01-06 21:13:29,17.95303333203
"101",2023-01-03 14:48:04,"6a518322-4add-443f-b8d5-f22d715cacb1",NA,"keep",800,0.9675,791,2023-01-03 14:50:08,2023-01-03 15:10:10,20.0337166666985
"365",2023-01-01 21:02:37,"948709bf-7d02-4168-8dde-2d51160d7bdd",NA,"keep",800,0.98125,799,2023-01-01 21:04:22,2023-01-01 21:24:36,20.2228499968847
"365",2023-01-04 15:59:57,"e1756d09-a8b5-468f-8404-f30b0ae9df34",NA,"keep",800,0.95,796,2023-01-04 16:02:16,2023-01-04 16:23:34,21.3107666691144
"1594",2023-01-04 13:22:40,"25d3d916-25c3-4edd-9a1c-78a6fa615882",NA,"keep",800,0.98875,800,2023-01-04 13:23:49,2023-01-04 13:40:00,16.1862333337466
"1594",2023-01-04 13:27:04,"1bee9aa9-573d-44c5-a2c2-a7a44da7e57c",NA,"keep",300,0.936666666666667,285,2023-01-04 13:30:12,2023-01-04 13:37:49,7.61833333174388
"101",2023-01-02 12:28:37,"61ad319f-7685-4ac0-ac0d-899e0dc15b16",NA,"keep",800,0.9725,800,2023-01-02 12:29:55,2023-01-02 12:45:32,15.6135666648547
