"word_combo","ur_cue","ur_target","type","cue_type","target_type","ur_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"اندھیراروشنی","اندھیرا","روشنی","related","word","word",0.46391834649906,-0.801596726161288,0.288042927858548,0.0868482104747466,11,19,19,2,1,19,19,2,1,FALSE,FALSE,FALSE
"اندھیراسصاد","اندھیرا","سصاد","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اندھیراکتاب","اندھیرا","کتاب","unrelated","word","word",0.110965209717774,-0.771192351675512,0.56122262933126,0.149993056904429,14,24,25,2,0.96,24,26,1,0.923076923076923,FALSE,FALSE,FALSE
"انسانی ہنرکا نمونہابلنا","انسانی ہنرکا نمونہ","ابلنا","unrelated","word","word",NA,0.338515461339655,1.03442822837431,0.422303555841373,6,11,17,0,0.647058823529412,12,15,2,0.8,FALSE,FALSE,FALSE
"انسانی ہنرکا نمونہبڑا تمغہ","انسانی ہنرکا نمونہ","بڑا تمغہ","related","word","word",NA,1.11973398669996,0.811615849117659,0.286949535314787,8,13,18,1,0.722222222222222,15,19,0,0.789473684210526,FALSE,FALSE,FALSE
"انسانی ہنرکا نمونہپردھون","انسانی ہنرکا نمونہ","پردھون","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انسپکٹربند وق","انسپکٹر","بند وق","unrelated","word","word",NA,-0.607325099312555,0.483344989710636,0.124799139708139,15,23,23,0,1,20,23,0,0.869565217391304,FALSE,FALSE,FALSE
"انسپکٹرپرائیشی","انسپکٹر","پرائیشی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انسپکٹرکمشنر","انسپکٹر","کمشنر","related","word","word",0.397542522744589,-0.235107249217923,0.532575926430805,0.168415295449561,10,14,17,0,0.823529411764706,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"انسپلارجھیل","انسپلار","جھیل","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انسپلارچینپی ذیٹر","انسپلار","چینپی ذیٹر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انشہابتخلیقی صلاوتت","انشہاب","تخلیقی صلاوتت","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انشہابسواری کرنا","انشہاب","سواری کرنا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انکار کرنااونچا","انکار کرنا","اونچا","unrelated","word","word",NA,-0.976023993060116,0.234774954841873,0.0627462460009724,14,33,36,0,0.916666666666667,32,36,0,0.888888888888889,FALSE,FALSE,FALSE
"انکار کرناخنگ خلی","انکار کرنا","خنگ خلی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انکار کرناقبول کرنا","انکار کرنا","قبول کرنا","related","word","word",NA,-0.866731551100388,0.110352677792451,0.0390155633945682,8,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"انکیوااقرار نامہ","انکیوا","اقرار نامہ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انکیواگاگکن","انکیوا","گاگکن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انگرکسیشخصیت","انگرکسی","شخصیت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انگرکسیعدمائش","انگرکسی","عدمائش","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انگریزیتق","انگریزی","تق","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انگریزیفرانسیسی","انگریزی","فرانسیسی","related","word","word",0.419048200445239,-0.322763715816288,0.617445955257687,0.195253555067271,10,21,23,0,0.91304347826087,20,23,0,0.869565217391304,FALSE,FALSE,FALSE
"انگریزیکمی","انگریزی","کمی","unrelated","word","word",0.14757324276322,-0.550725506704528,0.327206215301077,0.123672324731615,7,11,14,0,0.785714285714286,12,14,0,0.857142857142857,FALSE,FALSE,FALSE
"انگلیانگوٹھا","انگلی","انگوٹھا","related","word","word",0.608638349066563,-0.918195004420523,0.222387849233102,0.0594356527722718,14,24,26,0,0.923076923076923,21,26,0,0.807692307692308,FALSE,FALSE,FALSE
"انگلیٹکسٹن","انگلی","ٹکسٹن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انگلیگیراج","انگلی","گیراج","unrelated","word","word",NA,-0.258091768239266,0.406240549067829,0.0931979736923759,19,40,46,2,0.869565217391304,43,46,2,0.934782608695652,FALSE,FALSE,FALSE
"انگوٹھیتکبر","انگوٹھی","تکبر","unrelated","word","word",0.137672376768691,-0.692497456921719,0.355249403700513,0.118416467900171,9,18,18,1,1,18,18,1,1,FALSE,FALSE,FALSE
"انگوٹھیگازگرڈکی","انگوٹھی","گازگرڈکی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انگوٹھیہار","انگوٹھی","ہار","related","word","word",0.287546596194271,-0.656561704172855,0.596407348744497,0.159396568711151,14,29,31,0,0.935483870967742,28,31,0,0.903225806451613,FALSE,FALSE,FALSE
"اننیونیٹیم","اننیونی","ٹیم","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اننیونیغاط","اننیونی","غاط","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انہیام ثروادروازہ","انہیام ثروا","دروازہ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انہیام ثرواگگبنڈی","انہیام ثروا","گگبنڈی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انوکھارگیس","انوکھا","رگیس","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انوکھاعجیب","انوکھا","عجیب","related","word","word",0.368632232345955,-0.530833122211397,0.93250373820349,0.2261653769939,17,27,30,0,0.9,27,29,1,0.931034482758621,FALSE,FALSE,FALSE
"انوکھاقتل کرنا","انوکھا","قتل کرنا","unrelated","word","word",NA,-0.961500682062978,0.260274324832841,0.072187109528583,13,21,21,0,1,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"انیچیروشن","انیچی","روشن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"انیچیشرکاطہ گار","انیچی","شرکاطہ گار","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اواسپطاء","اواس","پطاء","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اواسپلیٹ","اواس","پلیٹ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اوپربینڈ","اوپر","بینڈ","unrelated","word","word",0.0202507014405391,-0.427336801091938,0.60003852792667,0.226793245993036,7,10,14,1,0.714285714285714,13,14,1,0.928571428571429,FALSE,FALSE,FALSE
"اوپرشریکاق","اوپر","شریکاق","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اوپرنیچے","اوپر","نیچے","related","word","word",0.643419760361622,-0.655088717235864,0.497894864089591,0.248947432044795,4,9,10,0,0.9,9,10,0,0.9,FALSE,FALSE,FALSE
"اوزارآلہ","اوزار","آلہ","related","word","word",0.303776831339934,-0.66848684423284,0.859656850576604,0.238425911850602,13,20,22,1,0.909090909090909,19,22,1,0.863636363636364,FALSE,FALSE,FALSE
"اوزارنشے میں مدہوش","اوزار","نشے میں مدہوش","unrelated","word","word",NA,0.735581004905578,0.754074198073173,0.201534806671152,14,22,30,0,0.733333333333333,20,29,1,0.689655172413793,FALSE,FALSE,FALSE
"اوزارہیرونگ","اوزار","ہیرونگ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اوونچولہا","اوون","چولہا","related","word","word",NA,-0.746595884968643,0.253965532504085,0.103680994481538,6,13,14,2,0.928571428571429,11,15,1,0.733333333333333,FALSE,FALSE,FALSE
"اوونساخت","اوون","ساخت","unrelated","word","word",0.100323021057035,-0.36822196301059,0.938718560674484,0.242376090151205,15,20,24,0,0.833333333333333,14,24,0,0.583333333333333,FALSE,FALSE,FALSE
"اوونویشعائر","اوون","ویشعائر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ایجنٹجاسوس","ایجنٹ","جاسوس","related","word","word",0.432767737532602,-0.657067470492458,0.648394947011745,0.1732908387881,14,21,24,0,0.875,21,24,0,0.875,FALSE,FALSE,FALSE
"ایجنٹجیبانبی","ایجنٹ","جیبانبی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ایجنٹمغربی","ایجنٹ","مغربی","unrelated","word","word",0.0823224350643891,-0.649616852761028,0.361946302160566,0.127967342341566,8,18,21,0,0.857142857142857,21,21,0,1,FALSE,FALSE,FALSE
"ایڈحتعلیم","ایڈح","تعلیم","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ایڈحہزیقت پسندانہ","ایڈح","ہزیقت پسندانہ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ایڈزاچسائی","ایڈز","اچسائی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ایڈزایچ آئی وی","ایڈز","ایچ آئی وی","related","word","word",NA,0.441982704747435,0.997411135669437,0.407191391026668,6,13,17,0,0.764705882352941,13,17,0,0.764705882352941,FALSE,FALSE,FALSE
"ایڈزبہترین","ایڈز","بہترین","unrelated","word","word",0.128841602557947,-0.906966903974262,0.241959802223644,0.108207713118894,5,8,9,0,0.888888888888889,5,9,0,0.555555555555556,FALSE,FALSE,FALSE
"ایق رسکم گا درگدصوطنا","ایق رسکم گا درگد","صوطنا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ایق رسکم گا درگدمصنوعی","ایق رسکم گا درگد","مصنوعی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ایک جیسابیٹا","ایک جیسا","بیٹا","unrelated","word","word",NA,-0.792850343569608,0.31490856831961,0.111336992056272,8,12,12,1,1,11,12,1,0.916666666666667,FALSE,FALSE,FALSE
"ایک جیساخننا","ایک جیسا","خننا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ایک جیسامختلف","ایک جیسا","مختلف","related","word","word",NA,-0.737524275747912,0.543565315280444,0.118615676305961,21,34,34,1,1,31,34,1,0.911764705882353,FALSE,FALSE,FALSE
"ایک قسم کا درختاوبنائی","ایک قسم کا درخت","اوبنائی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ایک قسم کا درختایک قسم کی جھاڑی","ایک قسم کا درخت","ایک قسم کی جھاڑی","related","word","word",NA,0.0635799258310206,0.869840027096453,0.275067568560737,10,15,15,0,1,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"ایک قسم کا درختگھٹنے","ایک قسم کا درخت","گھٹنے","unrelated","word","word",NA,-0.326058326180597,0.656289821246174,0.189454552481445,12,23,25,0,0.92,24,25,0,0.96,FALSE,FALSE,FALSE
"ایکتشدد","ایک","تشدد","unrelated","word","word",0.134526606453055,-0.574184176838622,0.329069459144284,0.109689819714761,9,11,13,0,0.846153846153846,10,13,0,0.769230769230769,FALSE,FALSE,FALSE
"ایکتین","ایک","تین","related","word","word",0.302461940225486,-0.632068647781703,0.669575391692745,0.185706800579775,13,18,22,0,0.818181818181818,18,22,0,0.818181818181818,FALSE,FALSE,FALSE
"ایکڈوعر","ایک","ڈوعر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ایمبولواسکارڈنل","ایمبولواس","کارڈنل","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ایمبولواسمطالفض","ایمبولواس","مطالفض","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ایمبولینساسٹرابیری","ایمبولینس","اسٹرابیری","unrelated","word","word",NA,0.248638779815983,1.18816516062367,0.288172379878258,17,22,28,0,0.785714285714286,25,28,0,0.892857142857143,FALSE,FALSE,FALSE
"ایمبولینسشکتیٹی","ایمبولینس","شکتیٹی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ایمبولینسہیلی کاپٹر","ایمبولینس","ہیلی کاپٹر","related","word","word",NA,-0.301794233221378,0.417477216980389,0.107792153919071,15,25,25,4,1,24,25,4,0.96,FALSE,FALSE,FALSE
"اییرٹشریکاق","اییرٹ","شریکاق","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اییرٹمکمل","اییرٹ","مکمل","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بؤ شپحیرت انگیز","بؤ شپ","حیرت انگیز","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بؤ شپسسپن","بؤ شپ","سسپن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"باؤںجانور","باؤں","جانور","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"باؤںچچاقی","باؤں","چچاقی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بائبلپاطی","بائبل","پاطی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بائبلجھینگا مچھلی","بائبل","جھینگا مچھلی","unrelated","word","word",NA,1.67839473922706,0.553302192288599,0.1844340640962,9,16,23,1,0.695652173913043,16,23,1,0.695652173913043,FALSE,FALSE,FALSE
"بائبلکتاب","بائبل","کتاب","related","word","word",0.325564202143275,-0.72680298132003,0.868650211314016,0.274691315773886,10,18,20,0,0.9,17,20,0,0.85,FALSE,FALSE,FALSE
"بابڑزرنابلٹر","بابڑزرنا","بلٹر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بابڑزرناوراثت","بابڑزرنا","وراثت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بابسبخار","بابس","بخار","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بابسہمانا","بابس","ہمانا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"باپپیداوار","باپ","پیداوار","unrelated","word","word",0.0968128168560866,-0.200464334392888,0.654984214009618,0.189077656136704,12,16,16,0,1,16,16,0,1,FALSE,FALSE,FALSE
"باپماں","باپ","ماں","related","word","word",0.602578025678736,-1.03208013293152,0.318792510577317,0.106264170192439,9,23,23,1,1,21,23,1,0.91304347826087,FALSE,FALSE,FALSE
"باپوالھین","باپ","والھین","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بات کرنابولنا","بات کرنا","بولنا","related","word","word",NA,-0.693510786003777,0.894378009220011,0.282827159830231,10,20,22,0,0.909090909090909,20,22,0,0.909090909090909,FALSE,FALSE,FALSE
"بات کرناصواط فص","بات کرنا","صواط فص","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بات کرناویمپائر","بات کرنا","ویمپائر","unrelated","word","word",NA,0.52832123622029,1.36720561364467,0.412228002884271,11,14,17,0,0.823529411764706,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"بادعافیجذبہ","بادعافی","جذبہ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بادعافیشرچہ","بادعافی","شرچہ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بادلدھند","بادل","دھند","related","word","word",0.372939783327464,-0.491812666248051,0.419591087723982,0.116373629347425,13,27,32,1,0.84375,28,33,0,0.848484848484849,FALSE,FALSE,FALSE
"بادلرقم","بادل","رقم","unrelated","word","word",0.072138495374226,-0.628343125105816,0.5369587357014,0.120067623414067,20,34,36,0,0.944444444444444,34,36,0,0.944444444444444,FALSE,FALSE,FALSE
"بادلظقد","بادل","ظقد","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بارشبرف","بارش","برف","related","word","word",0.409750245336087,-0.79024236670004,0.499141213364335,0.157842310829138,10,25,29,0,0.862068965517241,26,29,0,0.896551724137931,FALSE,FALSE,FALSE
"بارشچچرہ","بارش","چچرہ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بارشوفاق","بارش","وفاق","unrelated","word","word",0.115665057769282,-0.0385264313289079,1.14033111003903,0.276570918521693,17,29,38,1,0.763157894736842,33,38,1,0.868421052631579,FALSE,FALSE,FALSE
"بارود خانہاسلحہ خانہ","بارود خانہ","اسلحہ خانہ","related","word","word",NA,0.113398229082958,0.872205246411896,0.205580748108112,18,26,29,1,0.896551724137931,18,27,3,0.666666666666667,FALSE,FALSE,FALSE
"بارود خانہحیصا","بارود خانہ","حیصا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بارود خانہگریجویٹ","بارود خانہ","گریجویٹ","unrelated","word","word",NA,-0.0808065690227817,0.550626238699143,0.158952103567911,12,19,24,0,0.791666666666667,18,23,1,0.782608695652174,FALSE,FALSE,FALSE
"بازرکھناجنرج","بازرکھنا","جنرج","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بازرکھناروکنا","بازرکھنا","روکنا","related","word","word",NA,-0.579013519821835,0.466501791009208,0.147520819213696,10,19,20,2,0.95,19,21,1,0.904761904761905,FALSE,FALSE,FALSE
"بازرکھنانارنجی","بازرکھنا","نارنجی","unrelated","word","word",NA,0.13958376833513,1.17481553763954,0.371509292949623,10,12,13,0,0.923076923076923,13,13,0,1,FALSE,FALSE,FALSE
"باسکٹ بالتقریب","باسکٹ بال","تقریب","unrelated","word","word",NA,-0.285857543022987,1.00116249673213,0.23597626350298,18,30,34,1,0.88235294117647,29,35,0,0.828571428571429,FALSE,FALSE,FALSE
"باسکٹ بالطھوگنا","باسکٹ بال","طھوگنا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"باسکٹ بالفٹ بال","باسکٹ بال","فٹ بال","related","word","word",NA,-0.698263768501107,0.41948726671887,0.12109554318088,12,21,23,0,0.91304347826087,20,23,0,0.869565217391304,FALSE,FALSE,FALSE
"باسکقیبالفرطاڈہ گگابہ","باسکقیبال","فرطاڈہ گگابہ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"باسکقیبالوفاداری","باسکقیبال","وفاداری","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"باکرلآزادزئیال","باکرل","آزادزئیال","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"باکرلچارہ","باکرل","چارہ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بالداڑھی","بال","داڑھی","related","word","word",0.458827307576915,-0.217182820992748,1.31217559325241,0.437391864417471,9,19,20,1,0.95,19,20,1,0.95,FALSE,FALSE,FALSE
"بالگمگٹ","بال","گمگٹ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بالواٹسن","بال","واٹسن","unrelated","word","word",0.0911831422087111,0.461638490247208,0.902733809126561,0.300911269708854,9,18,33,1,0.545454545454545,31,34,0,0.911764705882353,FALSE,FALSE,FALSE
"بام مچھلیجھینگا مچھلی","بام مچھلی","جھینگا مچھلی","related","word","word",NA,0.554752606751761,1.1029086399463,0.493235738378351,5,6,9,1,0.666666666666667,5,9,1,0.555555555555556,FALSE,FALSE,FALSE
"بام مچھلیدرجہ حرارت","بام مچھلی","درجہ حرارت","unrelated","word","word",NA,-0.159929199202502,0.508944286897305,0.131408849820045,15,22,24,0,0.916666666666667,16,24,0,0.666666666666667,FALSE,FALSE,FALSE
"بام مچھلیوعاق","بام مچھلی","وعاق","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"باندھناحسب معمول","باندھنا","حسب معمول","unrelated","word","word",NA,-0.276662884241514,1.30815731286651,0.300111869949413,19,26,26,0,1,26,26,0,1,FALSE,FALSE,FALSE
"باندھنارسی وغیرہ سے باندھنا","باندھنا","رسی وغیرہ سے باندھنا","related","word","word",NA,1.11370424374834,0.833798038405167,0.315146036181936,7,12,14,1,0.857142857142857,12,15,0,0.8,FALSE,FALSE,FALSE
"باندھنانڈیل","باندھنا","نڈیل","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"باھداچسائی","باھد","اچسائی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"باھدخوردبین","باھد","خوردبین","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"باہراندر","باہر","اندر","related","word","word",0.519921306633583,-0.823998032721515,0.432901687922299,0.124967953027291,12,17,20,1,0.85,18,20,1,0.9,FALSE,FALSE,FALSE
"باہرپرائمری","باہر","پرائمری","unrelated","word","word",0.121719057517919,-0.0218104233278916,0.771995062351331,0.244126273943391,10,16,19,0,0.842105263157895,16,19,0,0.842105263157895,FALSE,FALSE,FALSE
"باہرددل","باہر","ددل","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"باہرسازوسامان مہیا کرنا","باہر","سازوسامان مہیا کرنا","unrelated","word","word",NA,0.769820108251535,1.2278000920706,0.388264480230753,10,24,26,0,0.923076923076923,24,26,0,0.923076923076923,FALSE,FALSE,FALSE
"باہرصلیل","باہر","صلیل","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"باہرکے بارے میں","باہر","کے بارے میں","related","word","word",NA,-0.21134696380006,0.809615236384664,0.209041755156906,15,37,43,0,0.86046511627907,39,43,0,0.906976744186046,FALSE,FALSE,FALSE
"ببڑاتخلیقی صلاحیت","ببڑا","تخلیقی صلاحیت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ببڑاچلفہ","ببڑا","چلفہ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ببم نھاماٹیلی فون","ببم نھاما","ٹیلی فون","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ببم نھاماخناض","ببم نھاما","خناض","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بپاوپری","بپ","اوپری","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بپدومے","بپ","دومے","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بتاداریسدان","بتاداری","سدان","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بتاداریگمشد گی","بتاداری","گمشد گی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بٹنبیماری","بٹن","بیماری","unrelated","word","word",0.0809286625490108,-0.679730420636244,0.324469138678181,0.122637807008257,7,13,16,0,0.8125,12,16,0,0.75,FALSE,FALSE,FALSE
"بٹنپریس","بٹن","پریس","related","word","word",0.139228178522773,-0.419698298157098,0.814018161113744,0.203504540278436,16,26,28,1,0.928571428571429,27,28,1,0.964285714285714,FALSE,FALSE,FALSE
"بٹنٹٹپہ","بٹن","ٹٹپہ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بجٹتار","بجٹ","تار","unrelated","word","word",0.103601528389586,-0.789767942918828,0.284356247735293,0.100535115523194,8,15,16,0,0.9375,13,15,1,0.866666666666667,FALSE,FALSE,FALSE
"بجٹتشقوص","بجٹ","تشقوص","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بجٹرقم کی فراھمی","بجٹ","رقم کی فراھمی","related","word","word",NA,0.451164343455169,0.564445452147599,0.12317209572095,21,30,32,1,0.9375,28,32,1,0.875,FALSE,FALSE,FALSE
"بجصرہبیطقط","بجصرہ","بیطقط","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بجصرہنقطہ نظر","بجصرہ","نقطہ نظر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بچارتخانہشاکوڑادے","بچارتخانہ","شاکوڑادے","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بچارتخانہملاقات کرنا","بچارتخانہ","ملاقات کرنا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
