"word_combo","ur_cue","ur_target","type","cue_type","target_type","ur_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"بحرانیباس","بحرانی","باس","unrelated","word","word",0.013084972984743,-0.05396201187576,1.23975083926266,0.39204363831753,10,14,21,0,0.666666666666667,15,21,0,0.714285714285714,FALSE,FALSE,FALSE
"بحرانیپیط فصگی","بحرانی","پیط فصگی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بحرانیسیاسی","بحرانی","سیاسی","related","word","word",0.300263452366317,-0.263924903035742,1.21152481544511,0.365288476094183,11,21,24,2,0.875,17,24,2,0.708333333333333,FALSE,FALSE,FALSE
"بحریہالگصق گرفا","بحریہ","الگصق گرفا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بحریہبیڑے","بحریہ","بیڑے","related","word","word",0.502486286307877,0.257315676101643,0.912288238004147,0.243819287471086,14,27,33,1,0.818181818181818,29,33,1,0.878787878787879,FALSE,FALSE,FALSE
"بحریہتولیہ","بحریہ","تولیہ","unrelated","word","word",0.0828462051290761,-0.142633552118338,0.540396238291136,0.241672544720831,5,12,12,1,1,10,13,0,0.769230769230769,FALSE,FALSE,FALSE
"بخششددپ","بخشش","ددپ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بخششدوا کی گولی","بخشش","دوا کی گولی","unrelated","word","word",NA,0.436462601442591,0.829379744277908,0.201154134670917,17,25,29,1,0.862068965517241,26,27,3,0.962962962962963,FALSE,FALSE,FALSE
"بخششرحم","بخشش","رحم","related","word","word",0.251445690845871,-0.838618422795882,0.436866307562274,0.116757431908789,14,18,22,1,0.818181818181818,18,22,1,0.818181818181818,FALSE,FALSE,FALSE
"بد نصیبیانمیز","بد نصیبی","انمیز","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بد نصیبیبدقسمتی","بد نصیبی","بدقسمتی","related","word","word",NA,-0.775964102825197,0.39423390071003,0.0985584751775076,16,27,30,0,0.9,27,30,0,0.9,FALSE,FALSE,FALSE
"بد نصیبیکچھ","بد نصیبی","کچھ","unrelated","word","word",NA,-0.509998439736074,0.582429174800967,0.220137536118846,7,10,10,0,1,9,10,0,0.9,FALSE,FALSE,FALSE
"بذلہ سنجبد تمطتی","بذلہ سنج","بد تمطتی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بذلہ سنجشوخ","بذلہ سنج","شوخ","related","word","word",NA,-0.170322658096258,0.561614960831205,0.162124274408409,12,20,33,0,0.606060606060606,7,33,0,0.212121212121212,FALSE,FALSE,FALSE
"بذلہ سنجفوج","بذلہ سنج","فوج","unrelated","word","word",NA,-0.639115628121443,0.471136573143905,0.142053021648379,11,16,18,0,0.888888888888889,4,18,0,0.222222222222222,FALSE,FALSE,FALSE
"بڈنتزانوعی","بڈنت","زانوعی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بڈنتمزاحم نہ ہونا","بڈنت","مزاحم نہ ہونا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"براؤنبلیو","براؤن","بلیو","related","word","word",0.369603779498019,0.0182771133042909,0.846405084710103,0.17277171443641,24,36,44,1,0.818181818181818,36,44,1,0.818181818181818,FALSE,FALSE,FALSE
"براؤندلفع","براؤن","دلفع","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"براؤنمخبر","براؤن","مخبر","unrelated","word","word",0.147467974835309,-0.140854810920462,0.979379919757537,0.271631116834278,13,21,35,1,0.6,29,35,1,0.828571428571429,FALSE,FALSE,FALSE
"برائیزبردست","برائی","زبردست","unrelated","word","word",0.130964090999105,-0.737275242295577,0.473889568558347,0.142883080997404,11,18,19,0,0.947368421052632,17,19,0,0.894736842105263,FALSE,FALSE,FALSE
"برائیظلم","برائی","ظلم","related","word","word",0.344090228359937,-0.876318665425362,0.392453826747255,0.108847107353022,13,20,23,1,0.869565217391304,21,23,1,0.91304347826087,FALSE,FALSE,FALSE
"برائیگبگی","برائی","گبگی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"برانڈدرشی","برانڈ","درشی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"برانڈفراخ دل","برانڈ","فراخ دل","unrelated","word","word",NA,-0.193949134671189,0.633739389446977,0.258723022341341,6,15,17,1,0.88235294117647,13,18,0,0.722222222222222,FALSE,FALSE,FALSE
"برانڈمصنوعات","برانڈ","مصنوعات","related","word","word",0.405788182857009,-0.326108429172966,1.13391386244506,0.327332736860251,12,20,21,0,0.952380952380952,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"براہرعاستسستا","براہرعاست","سستا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"براہرعاستغغر","براہرعاست","غغر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"براووالفا","براوو","الفا","related","word","word",0.323934828053596,-0.317012498957851,1.20681623631497,0.492680665379621,6,10,21,1,0.476190476190476,7,21,1,0.333333333333333,FALSE,FALSE,FALSE
"براووحفاظت","براوو","حفاظت","unrelated","word","word",0.13528560732181,-0.42205123241051,0.761652580190987,0.240855693914756,10,14,17,1,0.823529411764706,6,18,0,0.333333333333333,FALSE,FALSE,FALSE
"براووکضوہ","براوو","کضوہ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"برسانالحمم","برسان","الحمم","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"برسانخانقاہ","برسان","خانقاہ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"برطانوی ضلعضلع","برطانوی ضلع","ضلع","related","word","word",NA,-0.719035473127921,0.28240751359865,0.064788726982795,19,21,23,0,0.91304347826087,20,23,0,0.869565217391304,FALSE,FALSE,FALSE
"برطانوی ضلعطگی","برطانوی ضلع","طگی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"برطانوی ضلعہار","برطانوی ضلع","ہار","unrelated","word","word",NA,-0.617187800882704,0.953784378425113,0.426545341207187,5,10,15,0,0.666666666666667,9,15,0,0.6,FALSE,FALSE,FALSE
"برگجوبھرا ہوا","برگجو","بھرا ہوا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"برگجونڈم","برگجو","نڈم","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"برہنہتاوداری","برہنہ","تاوداری","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"برہنہننگا","برہنہ","ننگا","related","word","word",0.401453385274773,-0.509110985686252,0.597202460145396,0.16563416091442,13,20,21,2,0.952380952380952,17,22,1,0.772727272727273,FALSE,FALSE,FALSE
"برہنہوراثت","برہنہ","وراثت","unrelated","word","word",0.0998799981786427,-0.258325895226701,0.620805796066296,0.16029136729292,15,22,24,1,0.916666666666667,18,25,0,0.72,FALSE,FALSE,FALSE
"بریف کیسسسبابل","بریف کیس","سسبابل","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بریف کیسسوٹ کیس","بریف کیس","سوٹ کیس","related","word","word",NA,-0.467035170483712,0.561704759281601,0.15012191155372,14,20,20,1,1,18,20,1,0.9,FALSE,FALSE,FALSE
"بریف کیسقابلیت","بریف کیس","قابلیت","unrelated","word","word",NA,-0.366869311976047,0.631897244164765,0.14129651927472,20,25,26,0,0.961538461538462,19,26,0,0.730769230769231,FALSE,FALSE,FALSE
"بڑابہت بڑا","بڑا","بہت بڑا","related","word","word",NA,-0.690555990714164,0.215245156378503,0.0648988565135334,11,28,30,0,0.933333333333333,27,30,0,0.9,FALSE,FALSE,FALSE
"بڑابیطامین","بڑا","بیطامین","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بڑانجات دہندہ","بڑا","نجات دہندہ","unrelated","word","word",NA,0.30763796397571,0.569699460680106,0.189899820226702,9,13,15,1,0.866666666666667,15,16,0,0.9375,FALSE,FALSE,FALSE
"بڑقاقوی حلعتجگی","بڑقاقوی حلع","تجگی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بڑقاقوی حلعمتاثر کرنا","بڑقاقوی حلع","متاثر کرنا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بڑیگ گیشامیر","بڑیگ گیش","امیر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بڑیگ گیشغعی لرنا","بڑیگ گیش","غعی لرنا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بڑےصوطنا","بڑے","صوطنا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بڑےمیوٹیشن","بڑے","میوٹیشن","unrelated","word","word",0.149568313499964,1.00369871925787,1.00303830904633,0.317188563699028,10,18,27,1,0.666666666666667,27,28,0,0.964285714285714,FALSE,FALSE,FALSE
"بڑےوالدین","بڑے","والدین","related","word","word",0.219588825069089,-0.94783629901751,0.407759342138311,0.128944825836893,10,15,18,0,0.833333333333333,16,18,0,0.888888888888889,FALSE,FALSE,FALSE
"بسمیپرواز","بسمی","پرواز","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بسمیضگنی","بسمی","ضگنی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بشپجگر","بشپ","جگر","unrelated","word","word",0.1264382003004,-0.244959595454194,0.565668134966968,0.146054884413818,15,21,27,0,0.777777777777778,6,27,0,0.222222222222222,FALSE,FALSE,FALSE
"بشپصہکرین","بشپ","صہکرین","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بشپکارڈنل","بشپ","کارڈنل","related","word","word",NA,1.46926279354203,1.39910962312977,0.699554811564884,4,6,20,0,0.3,3,20,0,0.15,FALSE,FALSE,FALSE
"بشریف طرناایڈروں","بشریف طرنا","ایڈروں","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بشریف طرنادوستانہ","بشریف طرنا","دوستانہ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بعوںسلاانتظامی","بعوںسلا","انتظامی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بعوںسلاپریف","بعوںسلا","پریف","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بقیبآمرگی","بقیب","آمرگی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بقیبکشف","بقیب","کشف","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بگاڈرئرنس","بگاڈر","ئرنس","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بگاڈرتجزیہ","بگاڈر","تجزیہ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بگینسرمایہپچاری","بگین","سرمایہپچاری","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بگینووٹر","بگین","ووٹر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بلگسیباداف","بلگسی","باداف","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بلگسیپتھر","بلگسی","پتھر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بمبوتتفشیش کرنا","بمبوت","تفشیش کرنا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بمبوتخاجھان","بمبوت","خاجھان","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بمخوبصابت","بم","خوبصابت","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بمدھماکہ خیز مواد","بم","دھماکہ خیز مواد","related","word","word",NA,0.197825044894526,0.51847256637623,0.259236283188115,4,5,6,0,0.833333333333333,3,6,0,0.5,FALSE,FALSE,FALSE
"بمگحادبلیو","بمگحاد","بلیو","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بمگحادپروگی","بمگحاد","پروگی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بممشہور","بم","مشہور","unrelated","word","word",0.0893433997442505,-0.563194888212373,0.618142490059113,0.206047496686371,9,17,18,0,0.944444444444444,15,18,0,0.833333333333333,FALSE,FALSE,FALSE
"بناناپیداوار","بنانا","پیداوار","related","word","word",0.164809535870824,-0.478481351480068,0.440064168018338,0.110016042004584,16,18,20,0,0.9,18,20,0,0.9,FALSE,FALSE,FALSE
"بناناچینپی ذیٹر","بنانا","چینپی ذیٹر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بناناخادم","بنانا","خادم","unrelated","word","word",0.0273629312450058,-0.696047706145407,0.478347917279419,0.14422732371489,11,17,19,0,0.894736842105263,16,18,1,0.888888888888889,FALSE,FALSE,FALSE
"بناناسخت","بنانا","سخت","unrelated","word","word",0.113596696737407,-0.787395726119595,0.575371470609234,0.148560274903496,15,17,18,0,0.944444444444444,17,18,0,0.944444444444444,FALSE,FALSE,FALSE
"بناناکرنا","بنانا","کرنا","related","word","word",0.502190219385976,-0.940061765434265,0.338101785821217,0.0845254464553042,16,25,29,0,0.862068965517241,26,28,1,0.928571428571429,FALSE,FALSE,FALSE
"بناناماڈو","بنانا","ماڈو","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بنٹجاٹیس","بنٹ","جاٹیس","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بنٹغلط","بنٹ","غلط","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بندانچوتھا","بندان","چوتھا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بندانمصنووگت","بندان","مصنووگت","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بندربوزد","بندر","بوزد","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بندرگوریلا","بندر","گوریلا","related","word","word",0.287951384816575,-0.517654925993907,0.444255075498946,0.101919104171313,19,27,30,0,0.9,28,30,0,0.933333333333333,FALSE,FALSE,FALSE
"بندرمدت","بندر","مدت","unrelated","word","word",0.0973866177587806,-0.389979937167932,0.84507460469493,0.26723605436024,10,22,25,1,0.88,19,25,1,0.76,FALSE,FALSE,FALSE
"بندوق کی نالی کا قطربلات","بندوق کی نالی کا قطر","بلات","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بندوق کی نالی کا قطرقیام گاہ","بندوق کی نالی کا قطر","قیام گاہ","unrelated","word","word",NA,0.292653014870416,0.738977792176121,0.190803245487683,15,21,27,0,0.777777777777778,20,26,1,0.769230769230769,FALSE,FALSE,FALSE
"بندوق کی نالی کا قطرگولی","بندوق کی نالی کا قطر","گولی","related","word","word",NA,-0.499546514241342,1.02261547619428,0.295203660229122,12,17,17,1,1,14,17,1,0.823529411764706,FALSE,FALSE,FALSE
"بنہیبہترین","بنہی","بہترین","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بنہیلیریف","بنہی","لیریف","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بھاڑےکا سپاہیاجرتی قاتل","بھاڑےکا سپاہی","اجرتی قاتل","related","word","word",NA,0.690710258022593,1.38264343338101,0.301717532981054,21,40,50,1,0.8,38,47,4,0.808510638297872,FALSE,TRUE,FALSE
"بھاڑےکا سپاہیچحیچ","بھاڑےکا سپاہی","چحیچ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بھاڑےکا سپاہیریت","بھاڑےکا سپاہی","ریت","unrelated","word","word",NA,-0.902956567296499,0.252802238899926,0.113056598208875,5,11,11,0,1,8,10,1,0.8,FALSE,FALSE,FALSE
"بھاگ جاناطویل","بھاگ جانا","طویل","unrelated","word","word",NA,-0.533766285985847,0.491078812682415,0.11910410677603,17,30,32,1,0.9375,28,32,1,0.875,FALSE,FALSE,FALSE
"بھاگ جانافرارہونا","بھاگ جانا","فرارہونا","related","word","word",NA,-0.51281430641707,0.443452275404384,0.107552974788986,17,25,25,1,1,23,26,0,0.884615384615385,FALSE,FALSE,FALSE
"بھاگ جانانڈم","بھاگ جانا","نڈم","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بھبرٹکصی","بھبر","ٹکصی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بھبرسامعین","بھبر","سامعین","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بھڈاڑحیصا","بھڈاڑ","حیصا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بھڈاڑزخم کا نشان","بھڈاڑ","زخم کا نشان","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بھوکپیاس","بھوک","پیاس","related","word","word",0.346065039752415,-0.837978086468873,0.523900216522927,0.151236965519007,12,19,20,0,0.95,17,19,1,0.894736842105263,FALSE,FALSE,FALSE
"بھوکسائنسدان","بھوک","سائنسدان","unrelated","word","word",0.128788996140672,-0.711699105513895,0.223318465776227,0.0744394885920758,9,13,14,0,0.928571428571429,12,14,0,0.857142857142857,FALSE,FALSE,FALSE
"بھوکطہاڑ","بھوک","طہاڑ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بھول جاناآلردست","بھول جانا","آلردست","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بھول جاناسرنج","بھول جانا","سرنج","unrelated","word","word",NA,0.632473981896577,1.90629334012276,0.57476906814005,11,16,21,3,0.761904761904762,18,22,2,0.818181818181818,FALSE,FALSE,FALSE
"بھول جانایاد رکھنا","بھول جانا","یاد رکھنا","related","word","word",NA,-0.314397142616106,0.969979195936513,0.323326398645504,9,18,21,3,0.857142857142857,17,21,3,0.80952380952381,FALSE,FALSE,FALSE
"بہادرپائپ","بہادر","پائپ","unrelated","word","word",0.0964958076593626,-0.654749090000452,0.31625528017081,0.119533260306146,7,13,13,2,1,12,13,2,0.923076923076923,FALSE,FALSE,FALSE
"بہادرجنگجو","بہادر","جنگجو","related","word","word",0.380196532746366,0.233842110053663,1.09326454910065,0.364421516366885,9,18,19,1,0.947368421052632,20,20,0,1,FALSE,FALSE,FALSE
"بہادرغوڈاکر","بہادر","غوڈاکر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بہارثبوت","بہار","ثبوت","unrelated","word","word",0.111652665882235,-0.295139975159077,0.999696109203944,0.30141971805524,11,24,25,2,0.96,23,25,2,0.92,FALSE,FALSE,FALSE
"بہارخزاں","بہار","خزاں","related","word","word",0.475876154274526,-0.725449326098487,0.345863020024462,0.104281624207302,11,18,21,0,0.857142857142857,18,21,0,0.857142857142857,FALSE,FALSE,FALSE
"بہارصرٹ","بہار","صرٹ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بہترینخاندان","بہترین","خاندان","unrelated","word","word",0.0805809190915595,-0.822386846827947,0.375204411644908,0.125068137214969,9,21,21,2,1,21,21,2,1,FALSE,FALSE,FALSE
"بہترینزبردست","بہترین","زبردست","related","word","word",0.229946819565751,-0.896139284186009,0.163124144712486,0.0543747149041621,9,12,13,1,0.923076923076923,13,13,1,1,FALSE,FALSE,FALSE
"بہترینشیاغی","بہترین","شیاغی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"بہنبھائی","بہن","بھائی","related","word","word",0.56105053332638,-1.08576675885648,0.250576039991114,0.102297239957577,6,9,9,2,1,7,9,2,0.777777777777778,FALSE,FALSE,FALSE
"بہنچیمپئن شپ","بہن","چیمپئن شپ","unrelated","word","word",NA,0.577865467085738,1.06870415137894,0.322226425638101,11,20,25,0,0.8,25,25,0,1,FALSE,FALSE,FALSE
