"word_combo","nl_cue","nl_target","type","cue_type","target_type","nl_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"medischpsychologisch","medisch","psychologisch","related","word","word",0.565214585791058,-0.0957599578547271,NA,NA,1,1,2,0,0.5,2,2,0,1,FALSE,FALSE,FALSE
"medischreputalaans","medisch","reputalaans","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meerderheidcamping","meerderheid","camping","unrelated","word","word",0.103360632263638,-0.241051840542013,0.561535093505057,0.280767546752528,4,4,4,0,1,3,4,0,0.75,FALSE,FALSE,FALSE
"meerderheidstem","meerderheid","stem","related","word","word",0.364643458904733,-0.277181046447957,0.890763054543023,0.514282289324588,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"meerderheidtarogkoor","meerderheid","tarogkoor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meeygoudhoet","meey","goudhoet","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meeyrijkdom","meey","rijkdom","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meisjeanalyse","meisje","analyse","unrelated","word","word",0.0959273336005793,0.0811273807262026,1.58717220802611,0.396793052006526,16,16,16,0,1,16,16,0,1,FALSE,FALSE,FALSE
"meisjeinkowits","meisje","inkowits","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meisjejongen","meisje","jongen","related","word","word",0.627581927415006,-0.535187969274341,0.907319763090033,0.213857319061845,18,18,18,0,1,18,18,0,1,FALSE,FALSE,FALSE
"melkgetuigenis","melk","getuigenis","unrelated","word","word",0.100570957982981,-0.275689949172401,0.468484841501641,0.14125349447546,11,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"melksap","melk","sap","related","word","word",0.472142134929979,-0.393905353659207,0.703867778163063,0.406378251196348,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"melkschatzoe","melk","schatzoe","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"melonktelimousine","melonkte","limousine","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"melonktethel","melonkte","thel","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"menigtebequette","menigte","bequette","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"menigtepubliek","menigte","publiek","related","word","word",0.546148117665357,-0.6000333764615,0.322423678310904,0.0781992283456487,17,17,17,0,1,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"menigteurine","menigte","urine","unrelated","word","word",0.0944859237790546,-0.177262510660107,0.696978857439403,0.402400930962117,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"meningchine","mening","chine","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meninghouding","mening","houding","related","word","word",0.289877663235226,-0.29156788297954,0.840101133481378,0.280033711160459,9,9,9,0,1,8,9,0,0.888888888888889,FALSE,FALSE,FALSE
"meninglijk","mening","lijk","unrelated","word","word",0.105073164866502,-0.590424326432653,0.533476133543479,0.266738066771739,4,4,4,0,1,3,4,0,0.75,FALSE,FALSE,FALSE
"mensecreen","mense","creen","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mensehorloge","mense","horloge","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"menslitteken","mens","litteken","unrelated","word","word",0.113498972093626,-0.33703774751875,0.68452183546919,0.484030031730526,2,2,3,0,0.666666666666667,3,3,0,1,FALSE,FALSE,FALSE
"mensmenselijk","mens","menselijk","related","word","word",0.577471732961041,-0.59774857479721,0.576751466236985,0.257931096925715,5,5,5,0,1,4,5,0,0.8,FALSE,FALSE,FALSE
"mensspakristi","mens","spakristi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mentaalbar","mentaal","bar","unrelated","word","word",0.0912095865239541,-0.449109387836343,0.382128997453932,0.22062227954519,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"mentaalemotioneel","mentaal","emotioneel","related","word","word",0.619741021570661,-0.415140419416126,0.482875992264869,0.139394292059665,12,12,12,0,1,12,12,0,1,FALSE,FALSE,FALSE
"mentaalparoek","mentaal","paroek","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"merickaantrekken","merick","aantrekken","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"merickstrafcolade","merick","strafcolade","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"merkgenereus","merk","genereus","unrelated","word","word",0.0314292474238531,0.927786642999187,1.29213919619224,0.430713065397412,9,9,12,0,0.75,10,12,0,0.833333333333333,FALSE,FALSE,FALSE
"merkinschatmatie","merk","inschatmatie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"merkproduct","merk","product","related","word","word",0.417949580279475,-0.837930613701466,0.168872738480582,0.0974987210205534,3,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"methodestraheid","methode","straheid","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"methodetechniek","methode","techniek","related","word","word",0.581730158107912,-0.782105606373013,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"methodetijdschrift","methode","tijdschrift","unrelated","word","word",0.109366083463855,-0.476934894234667,0.37890477225547,0.14321254256622,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"metractinvesteren","metract","investeren","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"metractjaart","metract","jaart","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mezwaddeharmonie","mezwadde","harmonie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mezwaddekanman","mezwadde","kanman","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"middernachtmiddag","middernacht","middag","related","word","word",0.49583361229807,-0.496811410057357,0.385640145818147,0.116274878888794,11,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"middernachtprimair","middernacht","primair","unrelated","word","word",0.000518508247055628,-0.633974304891397,0.537693436091787,0.310437450069088,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"middernachtyoen","middernacht","yoen","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"midderquistakbeurd","midderquist","akbeurd","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"midderquistrestaurant","midderquist","restaurant","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"midlinghoogte","midling","hoogte","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"midlingwestesche","midling","westesche","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miftbadkamer","mift","badkamer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miftbraar","mift","braar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mijlcentimeter","mijl","centimeter","related","word","word",0.479822282592926,0.449550077823235,2.17034482399991,0.820313237651428,7,7,7,0,1,5,7,0,0.714285714285714,FALSE,FALSE,FALSE
"mijlkinson","mijl","kinson","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mijllosgeld","mijl","losgeld","unrelated","word","word",0.114830867778677,-0.127233861729773,0.971310814621616,0.434383401754926,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"milholmberoven","milholm","beroven","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"milholmdewe","milholm","dewe","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miljoeneend","miljoen","eend","unrelated","word","word",0.133295464916873,-0.457864937605948,0.347736188560906,0.14196270451241,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"miljoenfaade","miljoen","faade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miljoenmiljard","miljoen","miljard","related","word","word",0.776255362016157,-0.387860728801638,0.358735706080128,0.146453238735559,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"miljonairelement","miljonair","element","unrelated","word","word",0.0705039158318488,0.42484005534275,0.369280561388479,0.261120789118169,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"miljonairondernemer","miljonair","ondernemer","related","word","word",0.442516129134202,0.61298619516068,1.87720780518383,1.3273863687418,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"miljonairrechtdurend","miljonair","rechtdurend","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miljowindextand","miljowind","extand","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miljowindoppervlak","miljowind","oppervlak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mingknie","ming","knie","unrelated","word","word",0.0800087941894212,-0.469781872717131,0.369926484485531,0.213577155398093,3,3,4,0,0.75,1,4,0,0.25,FALSE,FALSE,FALSE
"mingling","ming","ling","related","word","word",0.597555605873416,0.107838562479765,NA,NA,1,1,6,0,0.166666666666667,1,6,0,0.166666666666667,FALSE,FALSE,FALSE
"mingzaufer","ming","zaufer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"minibalkavervroogd","minibalk","avervroogd","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"minibalkbroer","minibalk","broer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"minimummaximum","minimum","maximum","related","word","word",0.633156113219045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"minimumontwikketeers","minimum","ontwikketeers","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"minimumpoliticus","minimum","politicus","unrelated","word","word",0.0731773236645228,-0.421756559706042,0.36456266868049,0.101111491926731,13,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"minnaresbelangmans","minnares","belangmans","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"minnaresdeeltje","minnares","deeltje","unrelated","word","word",0.116804096392642,-0.200102997861173,0.840551996233409,0.242646460646618,12,12,12,0,1,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
"minnaresminnaar","minnares","minnaar","related","word","word",0.678814506744787,1.34555947315083,2.62222043784994,1.85418985336965,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"miserabelbrandstof","miserabel","brandstof","unrelated","word","word",0.125517376585086,0.17654548240596,0.681132950011084,0.340566475005542,4,4,4,0,1,2,4,0,0.5,FALSE,FALSE,FALSE
"miserabelcastleven","miserabel","castleven","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miserabelellendig","miserabel","ellendig","related","word","word",0.676074116961159,-0.376653946104156,0.505275443434552,0.145860456640923,12,12,12,0,1,9,12,0,0.75,FALSE,FALSE,FALSE
"miseramischafwezigheid","miseramisch","afwezigheid","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miseramischiloeg","miseramisch","iloeg","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"misschienmachteloos","misschien","machteloos","unrelated","word","word",0.137712552167326,-0.552443447961858,0.167465801853216,0.0966864257800109,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"misschienvakton","misschien","vakton","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"misschienwaarschijnlijk","misschien","waarschijnlijk","related","word","word",0.503456371809397,-0.617745824039115,0.303606370524963,0.175287219750273,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"misuomdorp","misu","omdorp","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"misuverleden","misu","verleden","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"modderulk","modder","ulk","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moddervermogen","modder","vermogen","unrelated","word","word",0.0474066330871661,-0.501315344376207,0.373804384316107,0.186902192158053,4,5,5,0,1,2,5,0,0.4,FALSE,FALSE,FALSE
"modderzand","modder","zand","related","word","word",0.549995201482218,-0.0212932493047953,0.857995947902444,0.324291986293,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"modelnoodgeval","model","noodgeval","unrelated","word","word",0.121071079939715,-0.856572210914716,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"modelprototype","model","prototype","related","word","word",0.409724341947947,0.307961675701624,0.879122918677468,0.507561853749206,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"modelservel","model","servel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"modernbord","modern","bord","unrelated","word","word",0.0861363730318018,1.3636899394418,NA,NA,1,1,1,0,1,0,1,0,0,FALSE,FALSE,FALSE
"modernreng","modern","reng","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moderntraditioneel","modern","traditioneel","related","word","word",0.501107727445074,-0.126611868008905,0.785180596393737,0.277603262083055,8,8,8,0,1,7,8,0,0.875,FALSE,FALSE,FALSE
"modicherberekenen","modicher","berekenen","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"modichersamgant","modicher","samgant","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"modieuselegant","modieus","elegant","related","word","word",0.517327477983159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"modieushend","modieus","hend","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"modieusopname","modieus","opname","unrelated","word","word",0.0972691591924606,-0.329553397510583,0.448922870601814,0.259185740187337,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"moedane","moed","ane","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moedanlivingsine","moedan","livingsine","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moedanover","moedan","over","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moederbreed","moeder","breed","unrelated","word","word",0.0819236201871447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moedersteeltuur","moeder","steeltuur","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moedervader","moeder","vader","related","word","word",0.842042041072836,-0.711888474495519,0.410219316383704,0.136739772127901,9,9,9,0,1,8,9,0,0.888888888888889,FALSE,FALSE,FALSE
"moedsonde","moed","sonde","unrelated","word","word",0.0609122682723826,-0.662537927200978,0.344036244874604,0.243270361724788,2,2,8,0,0.25,6,8,0,0.75,FALSE,FALSE,FALSE
"moedvastberadenheid","moed","vastberadenheid","related","word","word",0.610557834511137,0.056437500369949,0.576981876344726,0.407987797385094,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"moehongerig","moe","hongerig","related","word","word",0.525992628000452,-0.763668345661193,0.247230087145646,0.100931260428442,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"moeilijkhedenbeso","moeilijkheden","beso","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moeilijkhedenprobleem","moeilijkheden","probleem","related","word","word",0.403548051387648,-0.696085212638251,0.538895781107953,0.241001519869046,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"moeilijkhedensenator","moeilijkheden","senator","unrelated","word","word",0.098553373237191,-0.960257159538754,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"moeinsect","moe","insect","unrelated","word","word",0.144489550345518,-0.323714289774512,0.377171091371475,0.153979453264794,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"moekonnida","moe","konnida","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moitgarege","moit","garege","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moitselecteren","moit","selecteren","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mondarcherslerie","mond","archerslerie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mondneus","mond","neus","related","word","word",0.497903563182524,-0.480591922798165,0.334958023012872,0.149797781813144,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"mondontheffing","mond","ontheffing","unrelated","word","word",0.108642164463632,2.53789409069329,0.861834457657724,0.497580356125582,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"monnerendisakt","monnerend","isakt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monnerendochtend","monnerend","ochtend","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monnikelegant","monnik","elegant","unrelated","word","word",0.0725456549503687,-0.681169303482856,0.159569764661475,0.0504603902027309,10,10,10,0,1,6,10,0,0.6,FALSE,FALSE,FALSE
"monnikpriester","monnik","priester","related","word","word",0.581006537566826,-0.47761712876886,0.334221275047931,0.167110637523966,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"monniksalg","monnik","salg","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monsteefmerk","monste","efmerk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monstegoedkeuring","monste","goedkeuring","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monsteravede","monster","avede","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monsterkapel","monster","kapel","unrelated","word","word",0.106143221528129,-1.17268145270895,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"monsterschepsel","monster","schepsel","related","word","word",0.532696049644482,0.235333776895634,1.24048614749585,0.438578083431144,8,8,8,0,1,7,8,0,0.875,FALSE,FALSE,FALSE
"monttersluipmoordenaar","montter","sluipmoordenaar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monttertekelaar","montter","tekelaar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monukaardolred","monukaar","dolred","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monukaarkreeft","monukaar","kreeft","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monumentbadkamer","monument","badkamer","unrelated","word","word",0.0882779329689263,-0.451318109873426,0.0900230670289117,0.0519748419824179,3,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"monumentstandbeeld","monument","standbeeld","related","word","word",0.561462954730307,0.777957105803662,2.65825609149951,1.00472636274718,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"monumentzelftion","monument","zelftion","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"morgenny","morgen","ny","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"morgenochtend","morgen","ochtend","related","word","word",0.583483624321412,0.51109616682774,2.42660221013389,1.21330110506694,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"morgenouder","morgen","ouder","unrelated","word","word",0.133357743633223,-0.339042450798101,0.667573852407307,0.236022998990017,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"mosiemissementsheid","mosie","missementsheid","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mosietheorie","mosie","theorie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"motiefalibi","motief","alibi","related","word","word",0.521878052458493,0.764737393657094,1.13021165372816,0.565105826864078,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"motiefbloem","motief","bloem","unrelated","word","word",0.1280603417921,-0.427584810259585,0.487719873156459,0.154230565930283,10,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"motiefbotu","motief","botu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moveerbegraafplaats","moveer","begraafplaats","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moveermegentle","moveer","megentle","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mowektpresitair","mowekt","presitair","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mowektwetenschapper","mowekt","wetenschapper","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moxikicktival","moxi","kicktival","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moximedeleven","moxi","medeleven","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muetssigaret","muets","sigaret","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muetsviley","muets","viley","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muibevenement","muib","evenement","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muibfroma","muib","froma","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muisfotograaf","muis","fotograaf","unrelated","word","word",0.0686641762426982,-0.494615566351323,0.31116125668475,0.179649035308323,3,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"muisrat","muis","rat","related","word","word",0.559855843699963,-0.742142519908948,0.196264801488642,0.0801247696859676,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"muisxeer","muis","xeer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mupoafstuderen","mupo","afstuderen","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mupogaast","mupo","gaast","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mutkamengrieks","mutkamen","grieks","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mutkamenrisme","mutkamen","risme","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muurmanipuleren","muur","manipuleren","unrelated","word","word",0.0722140989542387,-0.260364884385879,0.441233040141854,0.166770413491475,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"muurschutting","muur","schutting","related","word","word",0.414601168002588,-0.504749510129949,0.371958338968587,0.21475024713084,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"muurstelniek","muur","stelniek","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"myboxinhoud","mybox","inhoud","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"myboxzonber","mybox","zonber","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mytheaxplogrom","mythe","axplogrom","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mythelegende","mythe","legende","related","word","word",0.644063543627007,-0.294163498557751,0.7810831176062,0.235505421016437,11,11,12,0,0.916666666666667,7,12,0,0.583333333333333,FALSE,FALSE,FALSE
"mytheslaapkamer","mythe","slaapkamer","unrelated","word","word",0.0561337209261412,-0.661810732003412,0.115607403246295,0.0436954912439512,7,7,7,0,1,5,7,0,0.714285714285714,FALSE,FALSE,FALSE
"naagzoemtouw","naagzoem","touw","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
