"word_combo","fa_cue","fa_target","type","cue_type","target_type","fa_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"دوردور و بر","دور","دور و بر","related","word","word",NA,0.369697874462997,0.994457404183656,0.57415025000305,3,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"دورهکم","دوره","کم","unrelated","word","word",0.139122727338553,-0.901389554395956,0.204208389158978,0.144397136749495,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"دورهمرحله","دوره","مرحله","related","word","word",0.391984909963834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دورهنبدی","دوره","نبدی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دوزتزریق","دوز","تزریق","related","word","word",0.341859952291633,-0.668139767357959,0.313514497649959,0.22168822728858,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"دوزمدرک","دوز","مدرک","unrelated","word","word",0.0704801855993413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دوزنانسه","دوز","نانسه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دوشحمام","دوش","حمام","related","word","word",0.41782026777945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دوششکست","دوش","شکست","unrelated","word","word",0.114484793498435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دوششیلينر","دوش","شیلينر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دوشنبهسه‌شنبه","دوشنبه","سه‌شنبه","related","word","word",NA,-1.16286143287177,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دوشنبهغلط","دوشنبه","غلط","unrelated","word","word",0.0464423911443343,0.227999840151447,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"دوشنبهیصته","دوشنبه","یصته","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دوفراندلپذیر","دوفران","دلپذیر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دوفرانمثژم","دوفران","مثژم","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دونانگ","دو","نانگ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دوهکرابرپرواز کردن","دوهکرابر","پرواز کردن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دوهکرابريز","دوهکرابر","يز","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دوونینخضیم","دوونین","خضیم","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دوونیننعوظ","دوونین","نعوظ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دویدنبجع","دویدن","بجع","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دویدنچپ","دویدن","چپ","unrelated","word","word",0.145192474876018,-0.310937615326301,0.156974631538941,0.0906293457749498,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"دویدنراه رفتن","دویدن","راه رفتن","related","word","word",NA,-0.699846928471844,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دویسزدنتاثیارگذاشتن","دویسزدن","تاثیارگذاشتن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دویسزدنقلعه","دویسزدن","قلعه","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دویونجادوسم","دویون","جادوسم","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دویونگرم","دویون","گرم","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ديتهتوروف","ديته","توروف","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ديتهماشین","ديته","ماشین","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دی اِن اِیاثر انگشت","دی اِن اِی","اثر انگشت","related","word","word",NA,1.44226220776205,2.37891546947859,1.68214726033789,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"دی اِن اِیرسوایی","دی اِن اِی","رسوایی","unrelated","word","word",NA,0.34734846274618,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دی اِن اِیفيق","دی اِن اِی","فيق","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دی وزندیبه تباگی","دی وزندی","به تباگی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دی وزندیطوفان","دی وزندی","طوفان","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دی وی دیآن","دی وی دی","آن","unrelated","word","word",NA,-0.443835947957018,1.04141164792314,0.736389238253112,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"دی وی دیروورا","دی وی دی","روورا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دی وی دیویدیو","دی وی دی","ویدیو","related","word","word",NA,0.863309790295853,2.96232273687839,1.4811613684392,4,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"دیادهخرج کردن","دیاده","خرج کردن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دیادهصوص","دیاده","صوص","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دیپلمبه ارث بردن","دیپلم","به ارث بردن","unrelated","word","word",NA,0.410389986854583,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"دیپلمبهوور قسمین","دیپلم","بهوور قسمین","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دیپلمفارغ التحصیل","دیپلم","فارغ التحصیل","related","word","word",NA,-0.337455940622944,0.970357769352735,0.686146558886371,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"دیجزمارائه دادن","دیجزم","ارائه دادن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دیجزمجنآشو","دیجزم","جنآشو","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دیدنملاقات کردن","دیدن","ملاقات کردن","related","word","word",NA,-0.731999735711672,0.305118236848083,0.176160096178905,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"دیدنمنفجايکردن","دیدن","منفجايکردن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دیدنهمه‌ گیری","دیدن","همه‌ گیری","unrelated","word","word",NA,-0.556018214506764,0.117100870646416,0.0828028197169297,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"دیررسز","دیر","رسز","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دیرزود","دیر","زود","related","word","word",0.406724368547931,-1.20228345723811,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دیرگرگ","دیر","گرگ","unrelated","word","word",0.123751775036082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دیشهاجاره دادن","دیشه","اجاره دادن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دیشهینش","دیشه","ینش","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دیوارحصار","دیوار","حصار","related","word","word",0.388356476328594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دیوارمعمار","دیوار","معمار","unrelated","word","word",0.100440461511714,-0.295552508385469,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دیوارهيد","دیوار","هيد","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ذاراينوشت","ذار","اينوشت","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ذاربازیکن","ذار","بازیکن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ذارگتدور و بر","ذارگت","دور و بر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ذارگتسالگ","ذارگت","سالگ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ذعقدمحصول","ذعقد","محصول","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ذعقدويض","ذعقد","ويض","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ذلقباهیست","ذلقب","اهیست","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ذلقبتمام کردن","ذلقب","تمام کردن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ذهشکیقضاوت کردن","ذهشکی","قضاوت کردن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ذهشکیمودکه","ذهشکی","مودکه","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ذهنیرستوران","ذهنی","رستوران","unrelated","word","word",0.0444710633837757,-0.0227694604208166,1.22634492744139,0.5484381243242,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"ذهنینظامیبرمایه داری","ذهنی","نظامیبرمایه داری","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ذهنیهیجانی","ذهنی","هیجانی","related","word","word",0.478340793578307,-0.825119828006217,0.644219594701312,0.322109797350656,4,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"ذوب شدنحصار","ذوب شدن","حصار","unrelated","word","word",NA,-0.938709115000557,0.510667933650609,0.361096758818867,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"ذوب شدننجرمانی","ذوب شدن","نجرمانی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ذوب شدنیخ زدن","ذوب شدن","یخ زدن","related","word","word",NA,0.270040542527107,1.50794775040833,0.870614039622139,3,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"ذيربرنده","ذير","برنده","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ذيرسبش","ذير","سبش","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رئیس دانشگاهاستاد","رئیس دانشگاه","استاد","related","word","word",NA,-0.361330718062925,0.18103695261184,0.12801245683718,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"رئیس دانشگاهثروت","رئیس دانشگاه","ثروت","unrelated","word","word",NA,-0.163908770340346,0.342439742665038,0.242141464186225,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"رئیس دانشگاهناینب ردن","رئیس دانشگاه","ناینب ردن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رااونمحغسل","رااون","محغسل","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رااونمحلی","رااون","محلی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راپچسيس","راپ","چسيس","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راپسلام کردن","راپ","سلام کردن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راحتارتفزر","راحت","ارتفزر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راحتدلپذیر","راحت","دلپذیر","related","word","word",0.277370294714227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راحتناگوار","راحت","ناگوار","unrelated","word","word",0.14769504229558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رادارسخنرانی","رادار","سخنرانی","unrelated","word","word",-0.00321225390556175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رادارقااط","رادار","قااط","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رادارماهواره","رادار","ماهواره","related","word","word",0.452580780732905,-0.895846797166684,0.173078928994432,0.0999271662459873,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"رادیوانشين","رادیو","انشين","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رادیوتلویزیون","رادیو","تلویزیون","related","word","word",0.46627958633222,-0.729257573367543,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"رادیوخرگوش","رادیو","خرگوش","unrelated","word","word",0.0617555150387315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رازدروارت","راز","دروارت","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راززیبا","راز","زیبا","unrelated","word","word",0.119433016631606,-0.621817927426687,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"رازمعما","راز","معما","related","word","word",0.409369973801821,-0.722951637429682,0.461943246948925,0.174598135893222,7,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"راستچپ","راست","چپ","related","word","word",0.681593658046367,-0.416660746425723,0.503885891941077,0.225344621456672,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"راستفرانسوی","راست","فرانسوی","unrelated","word","word",0.110404136624247,0.0235540553596934,0.264745770301993,0.187203529470995,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"راستمودکه","راست","مودکه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راسیندانشتاد","راسین","دانشتاد","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راسینمکانیکی","راسین","مکانیکی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راضیآژانس","راضی","آژانس","unrelated","word","word",-0.027198499054198,-1.00821240889266,0.181523932898746,0.104802891523451,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"راضیامسیاست","راضی","امسیاست","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راضیخوشحال","راضی","خوشحال","related","word","word",0.411483874056499,-0.031860757550563,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"راطمساخت","راطم","ساخت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راطمموعم","راطم","موعم","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راقناثر انگشت","راقن","اثر انگشت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راقنتوسده","راقن","توسده","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راقۀبد","راقۀ","بد","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راقۀثر","راقۀ","ثر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راقۀچرت هين","راقۀ","چرت هين","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راقۀمسئله","راقۀ","مسئله","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رانندگی کردنراندن","رانندگی کردن","راندن","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رانندگی کردنکفش","رانندگی کردن","کفش","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رانندگی کردنهانانی","رانندگی کردن","هانانی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راه انداختنفعال کردن","راه انداختن","فعال کردن","related","word","word",NA,-0.256367698865379,1.26234974892697,0.8926160676954,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"راه انداختنگزینه","راه انداختن","گزینه","unrelated","word","word",NA,0.191459468227289,1.52103596885283,0.878170526064285,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"راه انداختنهندر","راه انداختن","هندر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راهباسقف","راهب","اسقف","related","word","word",0.28798302820858,NA,NA,NA,NA,0,1,0,0,0,1,0,0,FALSE,FALSE,NA
"راهبروششاد","راهب","روششاد","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راهبکشیش","راهب","کشیش","related","word","word",0.378128761447612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راهبکمدی","راهب","کمدی","unrelated","word","word",0.0769174040995703,-0.559439778486123,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"راهبکیشر","راهب","کیشر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راهيرتشنگ","راهير","تشنگ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"راهيرکمیته","راهير","کمیته","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رايزاتاق خواب","رايز","اتاق خواب","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رايزمیندوسکوپ","رايز","میندوسکوپ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رايگواسباضابازی","رايگو","اسباضابازی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رايگوناپدید شدن","رايگو","ناپدید شدن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رایدتست","راید","تست","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رایددردند","راید","دردند","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رباتدستگاه","ربات","دستگاه","related","word","word",0.236992681658183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رباتمعمولا","ربات","معمولا","unrelated","word","word",0.105532926343367,-0.474793834404749,0.288446594807635,0.203962543198647,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"رباتيجر","ربات","يجر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ربیفهبی ارزش","ربیفه","بی ارزش","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ربیفهساکند","ربیفه","ساکند","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رپفرورز","رپف","رورز","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رپفشگفت انگیز","رپف","شگفت انگیز","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رتیهماموریت","رتیه","ماموریت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رتیهناخوشاتود","رتیه","ناخوشاتود","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رجیرغلک","رجیر","غلک","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رجیرمحموله","رجیر","محموله","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رد کردنپتیفه نشناس","رد کردن","پتیفه نشناس","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رد کردنپذیرفتن","رد کردن","پذیرفتن","related","word","word",NA,-0.274145676975302,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"رد کردنزیاد","رد کردن","زیاد","unrelated","word","word",NA,-0.212898985533888,0.267877165192562,0.154658953433679,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"ردمهردنواقعهسین","ردمهردن","واقعهسین","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ردمهردنوانیل","ردمهردن","وانیل","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رزابادامکتهید","رزاب","ادامکتهید","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رزابنقاش","رزاب","نقاش","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رزنکردار","رزن","کردار","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رزنمزسفم","رزن","مزسفم","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رژ لبپرریز","رژ لب","پرریز","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"رژ لبتمرکز","رژ لب","تمرکز","unrelated","word","word",NA,-0.939271447632521,0.331397131866937,0.234333159208884,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"رژ لبعطر","رژ لب","عطر","related","word","word",NA,0.0525688450947857,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
