"word_combo","pt_cue","pt_target","type","cue_type","target_type","pt_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"tossefebre","tosse","febre","related","word","word",0.529467058481338,-0.621271859364337,0.645701227376773,0.100841589735521,41,44,44,0,1,37,44,0,0.840909090909091,FALSE,FALSE,FALSE
"tosseinformação","tosse","informação","unrelated","word","word",0.143350252462181,-0.65176906341808,0.310512544125526,0.0497218004241411,39,39,40,1,0.975,39,40,1,0.975,FALSE,FALSE,FALSE
"tostabacon","tosta","bacon","related","word","word",0.596831341295681,-0.371238284086575,0.539576036925843,0.0969107170784763,31,32,33,0,0.96969696969697,32,33,0,0.96969696969697,FALSE,FALSE,FALSE
"tostaexército","tosta","exército","unrelated","word","word",0.0935036616935455,-0.509827080568724,0.698086419061545,0.113244570972249,38,39,41,0,0.951219512195122,36,41,0,0.878048780487805,FALSE,FALSE,FALSE
"tostapites","tosta","pites","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"totalcompleto","total","completo","related","word","word",0.539000099791452,-0.739843953665275,0.329707473736364,0.0702938695883914,22,23,23,2,1,23,23,2,1,FALSE,FALSE,FALSE
"totalempregada","total","empregada","unrelated","word","word",0.10494240324683,-0.310628369150339,0.592954252302446,0.123639508481495,23,27,27,0,1,27,27,0,1,FALSE,FALSE,FALSE
"totalsubsquedo","total","subsquedo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tovtagocharla","tovta","gocharla","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tovtaraparigas","tovta","raparigas","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"traconalargu","tracon","alargu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"traconmelhoria","tracon","melhoria","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trageacontecer","trage","acontecer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trageensiveis","trage","ensiveis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trancadoartilharia","trancado","artilharia","unrelated","word","word",0.0515430865977084,0.132563995963307,1.00303358795534,0.200606717591068,25,27,31,0,0.870967741935484,28,30,1,0.933333333333333,FALSE,FALSE,FALSE
"trancadofechado","trancado","fechado","related","word","word",0.682846649335891,-0.507288062642912,0.832723218101561,0.177537186625202,22,24,24,0,1,21,24,0,0.875,FALSE,FALSE,FALSE
"trancadoprofesquem","trancado","profesquem","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranetoarma","traneto","arma","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranetopudes","traneto","pudes","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranpresacorporação","tranpresa","corporação","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranpresasifrierante","tranpresa","sifrierante","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranradorformiga","tranrador","formiga","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranradorminatoma","tranrador","minatoma","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transgatinabande","transgatina","bande","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transgatinamotor","transgatina","motor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transoalculou","transoal","culou","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transoallá","transoal","lá","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transpamentochantagem","transpamento","chantagem","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transpamentodesinatação","transpamento","desinatação","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranviçoalto","tranviço","alto","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranviçoquavrax","tranviço","quavrax","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranximarcontraiatrado","tranximar","contraiatrado","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranximarúltimo","tranximar","último","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trareceita","trare","ceita","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trareimportante","trare","importante","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trasculoinconção","trasculo","inconção","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trasculoprefeito","trasculo","prefeito","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trazerifundagor","trazer","ifundagor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trazerlegal","trazer","legal","unrelated","word","word",0.0952856140670645,-0.635766105864126,0.443728776288126,0.0887457552576253,25,26,27,0,0.962962962962963,24,27,0,0.888888888888889,FALSE,FALSE,FALSE
"trazermandar","trazer","mandar","related","word","word",0.406908516659318,-0.581075582004442,0.525201907700554,0.0830417129899638,40,41,41,0,1,41,41,0,1,FALSE,FALSE,FALSE
"treinadorjogador","treinador","jogador","related","word","word",0.63815980201494,-0.785955180757103,0.331949831254007,0.0805096598038958,17,18,18,0,1,18,18,0,1,FALSE,FALSE,FALSE
"treinadorsuficiente","treinador","suficiente","unrelated","word","word",0.0462326074370955,-0.56971852057406,0.419689176596172,0.0730585080918385,33,37,37,0,1,35,37,0,0.945945945945946,FALSE,FALSE,FALSE
"treinadorvesí","treinador","vesí","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tremagolhanço","tremago","lhanço","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tremagolivro","tremago","livro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tresnorinhos","tresno","rinhos","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tresnosuperior","tresno","superior","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tribucovescampeonato","tribucoves","campeonato","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tribucovesprotransa","tribucoves","protransa","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tribunaljuiz","tribunal","juiz","related","word","word",0.645503638427293,-0.583735554755331,0.358038872267463,0.0632929286271768,32,35,35,0,1,34,35,0,0.971428571428571,FALSE,FALSE,FALSE
"tribunallaranja","tribunal","laranja","unrelated","word","word",0.0507078406430031,-0.706607146951165,0.458838536920982,0.0573548171151228,64,65,65,0,1,65,65,0,1,TRUE,TRUE,TRUE
"tribunaltoamingo","tribunal","toamingo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tripatraípeaudiência","tripatraípe","audiência","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tripatraípeconsvação","tripatraípe","consvação","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tripmicoesforzade","tripmico","esforzade","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tripmicoexterno","tripmico","externo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tripulaçãonavio","tripulação","navio","related","word","word",0.509278703789182,-0.475027861947928,0.467841059339112,0.0997440489916664,22,25,27,0,0.925925925925926,26,27,0,0.962962962962963,FALSE,FALSE,FALSE
"tripulaçãooeste","tripulação","oeste","unrelated","word","word",0.0608401163989981,-0.0172471270209165,0.982951200137836,0.17376286479823,32,32,33,1,0.96969696969697,30,33,1,0.909090909090909,FALSE,FALSE,FALSE
"tripulaçãoprováquia","tripulação","prováquia","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tristeganis","triste","ganis","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tristetrágico","triste","trágico","related","word","word",0.52495827545983,-0.396901350153676,0.461838638952043,0.0888808875070441,27,30,31,0,0.967741935483871,30,31,0,0.967741935483871,FALSE,FALSE,FALSE
"tristetransmissor","triste","transmissor","unrelated","word","word",0.0537485948246715,-0.0332103072939909,0.871226291065787,0.154012504590156,32,32,34,1,0.941176470588235,32,35,0,0.914285714285714,FALSE,FALSE,FALSE
"triunlescênciadoutor","triunlescência","doutor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triunlescênciaespiõestura","triunlescência","espiõestura","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triunpamentocompleto","triunpamento","completo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triunpamentocrito","triunpamento","crito","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"troféucoincina","troféu","coincina","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"troféumedalha","troféu","medalha","related","word","word",0.525369207542677,-0.102207935678361,1.3755409667329,0.259952808296902,28,31,32,0,0.96875,30,32,0,0.9375,FALSE,FALSE,FALSE
"troféuraptar","troféu","raptar","unrelated","word","word",0.147952312899355,-0.305214673578031,1.00781672062743,0.153690609052978,43,47,47,0,1,45,47,0,0.957446808510638,FALSE,FALSE,FALSE
"trolareceio","trola","receio","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trolaregresna","trola","regresna","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trombonocadánais","trombono","cadánais","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trombonoculpado","trombono","culpado","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tromósdeimão","tromós","deimão","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tromósestrela","tromós","estrela","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"truireiracadeira","truireira","cadeira","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"truireiraestituir","truireira","estituir","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"truquecoquerque","truque","coquerque","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"truqueindicar","truque","indicar","unrelated","word","word",0.0921560779886962,-0.564508193488688,0.503344082209665,0.0876209579702305,33,34,34,0,1,33,34,0,0.970588235294118,FALSE,FALSE,FALSE
"truquepiada","truque","piada","related","word","word",0.307697119109087,-0.74014300850338,0.292892525186328,0.0502306536682718,34,35,36,0,0.972222222222222,35,36,0,0.972222222222222,FALSE,FALSE,FALSE
"tubalhasescrever","tubalhas","escrever","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tubalhasimaguentante","tubalhas","imaguentante","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tubarãobelum","tubarão","belum","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tubarãopeixe","tubarão","peixe","related","word","word",0.598948353722292,-0.710004007761583,0.386064208738312,0.07880502661335,24,26,28,0,0.928571428571429,27,28,0,0.964285714285714,FALSE,FALSE,FALSE
"tubarãosenha","tubarão","senha","unrelated","word","word",0.139044254086308,-0.18981380268344,1.05972408990872,0.171909947871496,38,40,41,0,0.975609756097561,39,41,0,0.951219512195122,FALSE,FALSE,FALSE
"tuirecarta","tuire","carta","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuireonar","tuire","onar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuíssecliente","tuísse","cliente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuísseinalmar","tuísse","inalmar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tumorautoridade","tumor","autoridade","unrelated","word","word",0.102671274822852,-0.304278597685797,0.524482460333024,0.114451455959655,21,21,21,0,1,19,21,0,0.904761904761905,FALSE,FALSE,FALSE
"tumorcancro","tumor","cancro","related","word","word",0.586505891127587,-0.70933960943313,0.574273556136907,0.0717841945171134,64,67,67,1,1,65,66,2,0.984848484848485,TRUE,TRUE,TRUE
"tumoruto","tumor","uto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuntoincrível","tunto","incrível","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuntorinta","tunto","rinta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tunutdezembro","tunut","dezembro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tunutproteçãetário","tunut","proteçãetário","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uémjecta","uém","jecta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uémjornal","uém","jornal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uflóatmosfera","ufló","atmosfera","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uflóeatertoma","ufló","eatertoma","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uísquepular","uísque","pular","unrelated","word","word",0.135497934323344,-0.133142432898573,0.603853814026057,0.10845534664817,31,35,35,0,1,30,35,0,0.857142857142857,FALSE,FALSE,FALSE
"uísquetruireto","uísque","truireto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uísquevodka","uísque","vodka","related","word","word",0.657615010463356,-0.341217688632722,0.8885326840077,0.142279098285632,39,40,40,0,1,32,39,1,0.82051282051282,FALSE,FALSE,FALSE
"umattriunfera","um","attriunfera","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"umtortura","um","tortura","unrelated","word","word",0.135462348755861,-0.3588473261525,0.894332164515606,0.145079834690673,38,43,44,1,0.977272727272727,44,44,1,1,FALSE,FALSE,FALSE
"umtrês","um","três","related","word","word",0.258917609982126,-0.650245328095057,0.86162568015451,0.152315340320431,32,32,32,0,1,30,32,0,0.9375,FALSE,FALSE,FALSE
"unguidaeo","ungui","daeo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unguifaz","ungui","faz","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unhadente","unha","dente","related","word","word",0.404558638336781,-0.410380315183376,0.844378566963239,0.14272602769411,35,38,39,1,0.974358974358974,37,39,1,0.948717948717949,FALSE,FALSE,FALSE
"unhajitca","unha","jitca","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unhapolítica","unha","política","unrelated","word","word",0.0855382989517983,-0.681270425158042,0.35497376800254,0.0740171472406817,23,24,24,0,1,23,24,0,0.958333333333333,FALSE,FALSE,FALSE
"unidadecasamento","unidade","casamento","unrelated","word","word",0.0105435185743029,-0.691448364744822,0.629000493995598,0.10949493158973,33,36,38,1,0.947368421052632,36,38,1,0.947368421052632,FALSE,FALSE,FALSE
"unidadedivisão","unidade","divisão","related","word","word",0.547906626543678,-0.660998252533018,0.390718967312706,0.0701751981317881,31,33,33,0,1,30,33,0,0.909090909090909,FALSE,FALSE,FALSE
"unidadepascáis","unidade","pascáis","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unilafortemente","unila","fortemente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unilasunisione","unila","sunisione","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uniquíssidademorfina","uniquíssidade","morfina","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uniquíssidadepúfresco","uniquíssidade","púfresco","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uníscioassobiar","uníscio","assobiar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uníscioreafitor","uníscio","reafitor","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"universoassobiar","universo","assobiar","unrelated","word","word",0.140501091291219,-0.293446043486249,0.552029202708223,0.0933099658806491,35,38,39,0,0.974358974358974,39,39,0,1,FALSE,FALSE,FALSE
"universogaláxia","universo","galáxia","related","word","word",0.641036708021185,-0.487703527794496,0.416238546052773,0.0801051455368889,27,29,29,0,1,28,29,0,0.96551724137931,FALSE,FALSE,FALSE
"universoposivais","universo","posivais","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"urabasteamnax","urabaste","amnax","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"urabastecentímetro","urabaste","centímetro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"urgentebertor","urgente","bertor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"urgenteemergência","urgente","emergência","related","word","word",0.438722320556682,-0.353036246766118,0.790608018377486,0.112944002625355,49,50,50,0,1,47,50,0,0.94,FALSE,TRUE,FALSE
"urgentelembrar","urgente","lembrar","unrelated","word","word",0.0801417717293199,-0.609115787310885,0.343985216575971,0.0589929779527185,34,34,35,0,0.971428571428571,31,35,0,0.885714285714286,FALSE,FALSE,FALSE
"ursocirurgia","urso","cirurgia","unrelated","word","word",0.121295203496863,-0.137632247758553,0.851399305987155,0.141899884331193,36,39,40,2,0.975,38,40,2,0.95,FALSE,FALSE,FALSE
"ursolobo","urso","lobo","related","word","word",0.614419718821071,-0.610776713368891,0.511323098291215,0.0840609995449134,37,37,39,0,0.948717948717949,37,39,0,0.948717948717949,FALSE,FALSE,FALSE
"ursovarte","urso","varte","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"útilcavalo","útil","cavalo","unrelated","word","word",0.148113818316696,-0.669704083571671,0.59782968108287,0.0901262154858958,44,46,47,0,0.978723404255319,44,47,0,0.936170212765957,FALSE,FALSE,FALSE
"útileficaz","útil","eficaz","related","word","word",0.436310389726217,-0.392642565540702,0.655127294977164,0.119609332498778,30,30,30,0,1,28,30,0,0.933333333333333,FALSE,FALSE,FALSE
"útilhotricto","útil","hotricto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"útoibolsa","útoi","bolsa","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"útoiintembergue","útoi","intembergue","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vacagosdo","vaca","gosdo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vacaporco","vaca","porco","related","word","word",0.630433757473896,-0.501034425199663,0.776755478338247,0.146792987513573,28,33,35,1,0.942857142857143,32,35,1,0.914285714285714,FALSE,FALSE,FALSE
"vacaprefeito","vaca","prefeito","unrelated","word","word",0.114778687417863,-0.145516155216328,1.77122071008751,0.340871584587754,27,30,39,1,0.769230769230769,38,40,0,0.95,FALSE,FALSE,FALSE
"vacuperaracordo","vacuperar","acordo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vacuperarsimpard","vacuperar","simpard","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vadeichapéu","vadei","chapéu","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vadeipequeno-alvesqui","vadei","pequeno-alvesqui","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vadministraicarne","vadministrai","carne","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vadministraivorno","vadministrai","vorno","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vaealidadeapreciar","vaealidade","apreciar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vaealidadetransís","vaealidade","transís","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vaginaanespiro","vagina","anespiro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vaginadivisão","vagina","divisão","unrelated","word","word",0.134377523259121,-0.477848860614154,0.436656275548617,0.0840345394104445,27,29,30,0,0.966666666666667,28,30,0,0.933333333333333,FALSE,FALSE,FALSE
"vaginapénis","vagina","pénis","related","word","word",0.594318018599346,-0.638401572626463,0.741741917342808,0.174830246547804,18,20,20,0,1,20,20,0,1,FALSE,FALSE,FALSE
"valiosoatmosfera","valioso","atmosfera","unrelated","word","word",0.128148280571985,-0.194526796208769,0.544607225901838,0.0872069496325714,39,45,46,1,0.978260869565217,45,47,0,0.957446808510638,FALSE,FALSE,FALSE
"valiosoimportante","valioso","importante","related","word","word",0.555738782138261,-0.633588707748687,0.555207126797576,0.101366489144888,30,31,31,0,1,31,31,0,1,FALSE,FALSE,FALSE
