"word_combo","pt_cue","pt_target","type","cue_type","target_type","pt_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"arameijobigueticamente","arameijo","bigueticamente","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arameijooceano","arameijo","oceano","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aranhaanunder","aranha","anunder","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aranhadisputa","aranha","disputa","unrelated","word","word",0.138149917798025,-0.245878863294665,0.822362384255309,0.150142142766788,30,34,36,0,0.944444444444444,34,36,0,0.944444444444444,FALSE,FALSE,FALSE
"aranhainseto","aranha","inseto","related","word","word",0.490002347765934,-0.233100739472128,0.917140147962238,0.173323196350076,28,32,32,0,1,31,32,0,0.96875,FALSE,FALSE,FALSE
"aratrevomillsico","aratrevo","millsico","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aratrevotrabalhador","aratrevo","trabalhador","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arbustoárvore","arbusto","árvore","related","word","word",0.521377024208025,-0.669010725150343,0.419921442594924,0.0690346599104102,37,42,44,1,0.954545454545455,44,44,1,1,FALSE,FALSE,FALSE
"arbustofeatordo","arbusto","featordo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arbustoteste","arbusto","teste","unrelated","word","word",0.124688073974715,-0.631299154114603,0.459055652060068,0.0787273948299735,34,35,36,0,0.972222222222222,32,36,0,0.888888888888889,FALSE,FALSE,FALSE
"arcleptopocadão","arclepto","pocadão","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arcleptotapete","arclepto","tapete","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"áreacriança","área","criança","unrelated","word","word",0.113046802314767,-0.76434178113314,0.393805319984738,0.0622660882921599,40,45,46,0,0.978260869565217,44,46,0,0.956521739130435,FALSE,FALSE,FALSE
"áreadivinhas","área","divinhas","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"áreazona","área","zona","related","word","word",0.811010274697171,-0.617951211364945,0.571899568242689,0.0698686524798202,67,69,69,2,1,65,69,2,0.942028985507246,TRUE,TRUE,TRUE
"arenacampo de batalha","arena","campo de batalha","related","word","word",NA,0.463178464650282,1.66532684576785,0.277554474294641,36,40,42,0,0.952380952380952,38,42,0,0.904761904761905,FALSE,FALSE,FALSE
"arenaensinar","arena","ensinar","unrelated","word","word",0.108023864759187,-0.344210913409271,0.616328314731757,0.0726349884640171,72,74,76,0,0.973684210526316,71,75,1,0.946666666666667,TRUE,TRUE,TRUE
"arenamandra","arena","mandra","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aretãoadorável","aretão","adorável","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aretãostindo","aretão","stindo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arfamília","ar","família","unrelated","word","word",0.0222932096626722,-0.54110068956238,0.835674102142069,0.147727706121659,32,34,34,0,1,33,34,0,0.970588235294118,FALSE,FALSE,FALSE
"armadilhabriamorte","armadilha","briamorte","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"armadilhaisca","armadilha","isca","related","word","word",0.484887679237492,0.479529298789567,1.55576979761032,0.339496802927401,21,22,36,0,0.611111111111111,33,36,0,0.916666666666667,FALSE,FALSE,FALSE
"armadilhapessoas","armadilha","pessoas","unrelated","word","word",0.0242936713879822,-0.751740852427332,0.486851198454972,0.0874410565406026,31,33,33,0,1,32,33,0,0.96969696969697,FALSE,FALSE,FALSE
"armadiríeisacidente","armadiríeis","acidente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"armadiríeistoeio","armadiríeis","toeio","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arneterficiente","ar","neterficiente","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arneviquidisputa","arneviqui","disputa","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arneviquiplodo","arneviqui","plodo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aroxigénio","ar","oxigénio","related","word","word",0.477838621963435,-0.545146653050986,0.45168513367959,0.0714176903832567,40,41,43,0,0.953488372093023,39,43,0,0.906976744186046,FALSE,FALSE,FALSE
"arplantaartéções","arplanta","artéções","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arplantaconstruir","arplanta","construir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arquivodocumento","arquivo","documento","related","word","word",0.557029203655854,-0.429413462358473,0.591112001768195,0.0971782144747338,37,38,38,0,1,36,38,0,0.947368421052632,FALSE,FALSE,FALSE
"arquivoinesperadamente","arquivo","inesperadamente","unrelated","word","word",0.0930628248716689,0.90584833491087,1.43199011743128,0.180413796696445,63,64,68,2,0.941176470588235,68,70,0,0.971428571428571,FALSE,TRUE,TRUE
"arquivosegulhar","arquivo","segulhar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arranhãodefinichiva","arranhão","definichiva","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arranhãohematoma","arranhão","hematoma","related","word","word",0.480093354232058,0.0674577690026948,0.516969506329959,0.0849892633083957,37,39,40,2,0.975,40,40,2,1,FALSE,FALSE,FALSE
"arranhãooponente","arranhão","oponente","unrelated","word","word",0.100092375397442,-0.130261160789659,0.779689150611796,0.0871718971043524,80,82,88,0,0.931818181818182,80,88,0,0.909090909090909,TRUE,TRUE,TRUE
"arranjarbatabert","arranjar","batabert","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arranjarorganizar","arranjar","organizar","related","word","word",0.360832079476348,-0.46857476986765,0.473447140893428,0.0713748420186378,44,46,46,0,1,44,45,1,0.977777777777778,FALSE,FALSE,FALSE
"arranjarprograma","arranjar","programa","unrelated","word","word",0.129203261429355,-0.707972871196027,0.421413957971898,0.0518724724062628,66,68,68,0,1,67,67,1,1,TRUE,TRUE,TRUE
"arriscadoestupitrais","arriscado","estupitrais","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arriscadoperigoso","arriscado","perigoso","related","word","word",0.617212209659535,-0.503783052670989,0.950379903822537,0.165439905924829,33,33,33,0,1,31,33,0,0.93939393939394,FALSE,FALSE,FALSE
"arriscadourina","arriscado","urina","unrelated","word","word",0.118574596399385,-0.59717820979905,0.354870931919357,0.0709741863838715,25,26,26,0,1,26,26,0,1,FALSE,FALSE,FALSE
"arsenalarmaria","arsenal","armaria","related","word","word",0.382976083725384,-0.0757703403482755,0.78046437127623,0.109286871539155,51,53,71,1,0.746478873239437,62,70,2,0.885714285714286,FALSE,TRUE,TRUE
"arsenaldelicioso","arsenal","delicioso","unrelated","word","word",0.124964478642884,-0.466257016925679,0.465467567944404,0.0709831386477161,43,45,46,0,0.978260869565217,40,46,0,0.869565217391304,FALSE,FALSE,FALSE
"arsenalzarlha","arsenal","zarlha","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arserecheamigáforde","arsereche","amigáforde","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arserecheofender","arsereche","ofender","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artecombustível","arte","combustível","unrelated","word","word",0.0877710579889329,-0.494722573126356,0.565147230225985,0.0904959826041455,39,42,44,1,0.954545454545455,42,44,1,0.954545454545455,FALSE,FALSE,FALSE
"arteenconcluí","arte","enconcluí","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artefatofrio","artefato","frio","unrelated","word","word",0.127232909727232,-0.630236055782798,0.547978067296072,0.0900870393290212,37,39,40,0,0.975,24,40,0,0.6,FALSE,FALSE,FALSE
"artefatogratigues","artefato","gratigues","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artefatomedalhão","artefato","medalhão","related","word","word",0.385816198064848,-0.0406141402771231,0.755998193492846,0.12778701795951,35,37,38,0,0.973684210526316,31,38,0,0.81578947368421,FALSE,FALSE,FALSE
"arteliteratura","arte","literatura","related","word","word",0.534114415026109,-0.45890876679573,0.407321051427507,0.0621158780090682,43,45,45,1,1,44,45,1,0.977777777777778,FALSE,FALSE,FALSE
"artematosgrosso","artematos","grosso","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artematossiu","artematos","siu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artigocemitélhões","artigo","cemitélhões","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artigoespírito","artigo","espírito","unrelated","word","word",0.148233660068023,-0.444588329632558,0.588036920652062,0.125369892726567,22,24,24,2,1,24,25,1,0.96,FALSE,FALSE,FALSE
"artigojornal","artigo","jornal","related","word","word",0.597415469348189,-1.02582706423311,0.404632893871075,0.0862680228343568,22,22,22,0,1,21,22,0,0.954545454545455,FALSE,FALSE,FALSE
"artistapintor","artista","pintor","related","word","word",0.689745223865827,-0.624310068279135,0.63994768286142,0.10975012217596,34,34,34,1,1,34,34,1,1,FALSE,FALSE,FALSE
"artistarefeijões","artista","refeijões","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artistaseguro","artista","seguro","unrelated","word","word",0.0913581055881226,-0.578004526200023,0.63474264536391,0.10164016794348,39,41,42,0,0.976190476190476,41,41,1,1,FALSE,FALSE,FALSE
"artituircrise","artituir","crise","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artituirdómen","artituir","dómen","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artlancadoassinatura","artlancado","assinatura","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artlancadojaneme","artlancado","janeme","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"às vezesinjeção","às vezes","injeção","unrelated","word","word",NA,-0.369331231853515,0.711088504302465,0.142217700860493,25,26,27,0,0.962962962962963,26,27,0,0.962962962962963,FALSE,FALSE,FALSE
"às vezesmuitas vezes","às vezes","muitas vezes","related","word","word",NA,-0.418813652873539,0.395023230247876,0.0677459250859342,34,38,38,1,1,35,37,2,0.945945945945946,FALSE,FALSE,FALSE
"às vezestordativo","às vezes","tordativo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"às vleilliberal","às vleil","liberal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"às vleilserca","às vleil","serca","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asatebarque","asate","barque","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asatesucesso","asate","sucesso","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asnortsinoabraço","asnortsino","abraço","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asnortsinoconshapé","asnortsino","conshapé","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aspirinamorfina","aspirina","morfina","related","word","word",0.574758339877261,-0.399390354100249,0.851563497947175,0.170312699589435,25,26,27,0,0.962962962962963,25,27,0,0.925925925925926,FALSE,FALSE,FALSE
"aspirinaórbita","aspirina","órbita","unrelated","word","word",0.0762006239556013,-0.364816109319274,0.600609444171342,0.111530373847728,29,31,38,0,0.81578947368421,31,38,0,0.81578947368421,FALSE,FALSE,FALSE
"aspirinaratalhõesna","aspirina","ratalhõesna","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"assassinodistrito","assassino","distrito","unrelated","word","word",0.121567598375343,-0.131793420427942,0.751171752629437,0.132789660030015,32,34,38,1,0.894736842105263,35,37,2,0.945945945945946,FALSE,FALSE,FALSE
"assassinohomicida","assassino","homicida","related","word","word",0.692776183836709,0.166070185773045,0.807890270675408,0.101784606801704,63,64,65,0,0.984615384615385,64,65,0,0.984615384615385,FALSE,TRUE,TRUE
"assassinoprescular","assassino","prescular","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"assustadorarrepiante","assustador","arrepiante","related","word","word",0.650514136078643,-0.129757705505133,0.698689319478923,0.107810102578332,42,45,45,1,1,45,46,0,0.978260869565217,FALSE,FALSE,FALSE
"assustadordioro","assustador","dioro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"assustadorinformar","assustador","informar","unrelated","word","word",0.0586652620976135,-0.572829077922218,0.377279700141388,0.073990636657822,26,28,28,0,1,28,28,0,1,FALSE,FALSE,FALSE
"assusvoluçäoóptitracte","assusvoluçäo","óptitracte","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"assusvoluçäosoar","assusvoluçäo","soar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astresversárioestátua","astresversário","estátua","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astresversárioeverso","astresversário","everso","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astroafrontasonda","astroafronta","sonda","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astroafrontasuposides","astroafronta","suposides","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astronautagaranhos","astronauta","garanhos","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astronautapiloto","astronauta","piloto","related","word","word",0.446593174517927,-0.606907682287859,0.510541563809479,0.0862972749738663,35,38,40,0,0.95,38,40,0,0.95,FALSE,FALSE,FALSE
"astronautavir","astronauta","vir","unrelated","word","word",0.132718664009865,-0.331961730029759,0.595118679309661,0.0940965252364926,40,42,43,1,0.976744186046512,39,43,1,0.906976744186046,FALSE,FALSE,FALSE
"astronôrinaflemo","astronôrina","flemo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astronôrinaquarto","astronôrina","quarto","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atençãoatrai","atenção","atrai","related","word","word",0.363506152033123,0.244940695168564,1.07404914197799,0.20670085374796,27,28,32,0,0.875,31,32,0,0.96875,FALSE,FALSE,FALSE
"atençãooutono","atenção","outono","unrelated","word","word",0.0503135247066324,-0.233822804175823,1.07122741288401,0.183713985675478,34,34,37,0,0.918918918918919,35,35,2,1,FALSE,FALSE,FALSE
"atençãoreplanta","atenção","replanta","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aterdadoaprofício","aterdado","aprofício","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aterdadocausa","aterdado","causa","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aterraraltelefô","aterrar","altelefô","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aterrarestilo","aterrar","estilo","unrelated","word","word",0.0535779484723761,-0.483667980542525,0.687052984147927,0.14326045041577,23,26,28,1,0.928571428571429,26,28,1,0.928571428571429,FALSE,FALSE,FALSE
"aterrarjaneme","aterrar","janeme","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aterrarlixo","aterrar","lixo","unrelated","word","word",0.115452007295781,-0.721572725635807,0.543607445096775,0.100945368352809,29,30,33,0,0.909090909090909,30,33,0,0.909090909090909,FALSE,FALSE,FALSE
"aterrarmosca","aterrar","mosca","related","word","word",0.155307765385062,-0.438865626683212,0.474320526816471,0.0912830279465515,27,29,29,0,1,26,29,0,0.896551724137931,FALSE,FALSE,FALSE
"aterrarvoar","aterrar","voar","related","word","word",0.493845795808872,-0.620895952697668,0.354681845535003,0.0617421842807742,33,37,37,1,1,34,36,2,0.944444444444444,FALSE,FALSE,FALSE
"aterteirojuramento","aterteiro","juramento","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aterteirozindo","aterteiro","zindo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atincadorei","atincado","rei","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atincadosamulões","atincado","samulões","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atindeabratival","atinde","abratival","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atindesol","atinde","sol","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atiradordever","atirador","dever","unrelated","word","word",0.0869865164122819,-0.416740616924695,0.590221858080584,0.120478532277902,24,30,32,1,0.9375,29,32,1,0.90625,FALSE,FALSE,FALSE
"atiradorsniper","atirador","sniper","related","word","word",0.65804551579429,0.413125321592582,0.924774217774242,0.192828754154286,23,24,34,2,0.705882352941177,32,34,2,0.941176470588235,FALSE,FALSE,FALSE
"atiradortaquarte","atirador","taquarte","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atitaragrido","atitar","agrido","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atitaroponente","atitar","oponente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ativoatividade","ativo","atividade","related","word","word",0.382429646869444,-0.230031565287162,1.72845608488251,0.360408007762661,23,25,25,0,1,23,25,0,0.92,FALSE,FALSE,FALSE
"ativoconvés","ativo","convés","unrelated","word","word",0.114330313941933,0.337817894627131,0.802889363998577,0.184195452658602,19,19,30,0,0.633333333333333,28,30,0,0.933333333333333,FALSE,FALSE,FALSE
"ativojuran","ativo","juran","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atómicodrugrante","atómico","drugrante","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atómiconuclear","atómico","nuclear","related","word","word",0.453905351931163,-0.662745542981932,0.355960636172904,0.0649892233385962,30,32,32,0,1,30,32,0,0.9375,FALSE,FALSE,FALSE
"atómicovale","atómico","vale","unrelated","word","word",-0.00819871592873771,-0.070515941510219,0.856271604812816,0.18255771954106,22,23,26,0,0.884615384615385,23,26,0,0.884615384615385,FALSE,FALSE,FALSE
"atraenteavó","atraente","avó","unrelated","word","word",0.111674025695408,-0.624253491118569,0.373736898995866,0.0934342247489665,16,20,21,1,0.952380952380952,19,20,2,0.95,FALSE,FALSE,FALSE
"atraenteelesequêncidade","atraente","elesequêncidade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atraenteencantador","atraente","encantador","related","word","word",0.543967614344049,-0.249882723549624,0.661368134542573,0.122812979403409,29,30,31,0,0.967741935483871,29,31,0,0.935483870967742,FALSE,FALSE,FALSE
"atrasadocedo","atrasado","cedo","related","word","word",0.383330392416451,-0.502095062064618,0.635877564489286,0.132589637771523,23,26,27,0,0.962962962962963,27,27,0,1,FALSE,FALSE,FALSE
"atrasadolobo","atrasado","lobo","unrelated","word","word",0.0334625267875386,-0.603446645139768,0.410004296613373,0.0774835289504963,28,31,32,0,0.96875,31,32,0,0.96875,FALSE,FALSE,FALSE
"atrasadopequeno-alvesqui","atrasado","pequeno-alvesqui","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atratiraassistir","atratira","assistir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atratiraseguirdo","atratira","seguirdo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atrorarnadar","atrorar","nadar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atrorarpertracto","atrorar","pertracto","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atucerimónia","atu","cerimónia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atujoset","atu","joset","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atumdoutor","atum","doutor","unrelated","word","word",0.130912798830243,-0.541223102250021,0.701320739990058,0.0890678230466049,62,64,65,2,0.984615384615385,56,63,4,0.888888888888889,TRUE,TRUE,TRUE
"atumlagosta","atum","lagosta","related","word","word",0.551309387312715,-0.538539709101521,0.75385145228938,0.1478424332913,26,27,27,1,1,25,27,1,0.925925925925926,FALSE,FALSE,FALSE
"atumseamarga","atum","seamarga","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aubricaepo","aubri","caepo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aubrimorada","aubri","morada","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"auchamgrafoassidiu","auchamgrafo","assidiu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"auchamgrafosujeito","auchamgrafo","sujeito","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"audiçãojulgamento","audição","julgamento","related","word","word",0.300517188899383,-0.337070950384748,0.65912674980732,0.122396764707011,29,31,31,0,1,31,31,0,1,FALSE,FALSE,FALSE
"audiçãosozições","audição","sozições","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"audiçãotapete","audição","tapete","unrelated","word","word",0.0949448906269263,-0.362649385590491,0.6364375282803,0.114307554487957,31,31,33,0,0.93939393939394,32,33,0,0.96969696969697,FALSE,FALSE,FALSE
"audinhasmorrer","audinhas","morrer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"audinhasnicto","audinhas","nicto","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aumençõesenacorda","aumenções","enacorda","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aumençõesmáximo","aumenções","máximo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aumentarbeco","aumentar","beco","unrelated","word","word",0.0577647382200409,-0.0311731609940147,0.673956289126689,0.119139765566201,32,33,36,2,0.916666666666667,37,37,1,1,FALSE,FALSE,FALSE
"aumentarguartecer","aumentar","guartecer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aumentarreduzir","aumentar","reduzir","related","word","word",0.691359585278811,-0.493367250635936,0.573412692316347,0.135154667718441,18,20,20,0,1,19,20,0,0.95,FALSE,FALSE,FALSE
"auprússiaaguencologia","auprússia","aguencologia","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"auprússiafísico","auprússia","físico","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"austedoalhei","auste","doalhei","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"austeprofessor","auste","professor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autógrafofotógrafo","autógrafo","fotógrafo","related","word","word",0.46459034532858,-0.389989757097032,0.49767755407514,0.060800990249965,67,67,67,2,1,67,68,1,0.985294117647059,TRUE,TRUE,TRUE
"autógrafogaib","autógrafo","gaib","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autógrafosujeito","autógrafo","sujeito","unrelated","word","word",0.105720707941592,-0.54930652731699,0.4751808305199,0.0914485934714714,27,28,28,0,1,28,28,0,1,FALSE,FALSE,FALSE
"autópsiaanálise","autópsia","análise","related","word","word",0.547168313395816,-0.693821788346288,0.392705643254376,0.0628832296431624,39,42,42,1,1,41,42,1,0.976190476190476,FALSE,FALSE,FALSE
