"word_combo","tr_cue","tr_target","type","cue_type","target_type","tr_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"albümmetre","albüm","metre","unrelated","word","word",0.100386633159156,-0.5487724657857,0.659799637719156,0.0623452055905499,112,123,131,2,0.938931297709924,123,131,2,0.938931297709924,TRUE,TRUE,TRUE
"albümşarkı","albüm","şarkı","related","word","word",0.511958285771889,-0.573669432630435,0.7772131991889,0.0654531588775187,141,157,159,6,0.987421383647799,155,162,3,0.95679012345679,TRUE,TRUE,TRUE
"alcimum","alci","mum","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alcisıfuz","alci","sıfuz","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldehariarty","alde","hariarty","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldeprofesör","alde","profesör","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldurbiyolorecek","aldur","biyolorecek","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aldursembol","aldur","sembol","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alerjinaasistan","alerjina","asistan","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alerjinageung","alerjina","geung","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alesboycehennem","alesboy","cehennem","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alesboymikroiser","alesboy","mikroiser","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aletenstrüman","alet","enstrüman","related","word","word",0.336693039702734,0.321580863949494,1.37937752248629,0.129190541637537,114,127,134,5,0.947761194029851,124,134,5,0.925373134328358,FALSE,TRUE,TRUE
"alethüsran","alet","hüsran","unrelated","word","word",0.0758837464604153,-0.218572223015961,0.631480537299593,0.0524416042383422,145,158,172,7,0.918604651162791,159,171,8,0.929824561403509,TRUE,TRUE,TRUE
"aletürwe","alet","ürwe","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aleyjinaliletişim","aleyjinal","iletişim","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aleyjinalseballral","aleyjinal","seballral","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"algukbasün","alguk","basün","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"algukskandal","alguk","skandal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alipmsirk","alipm","sirk","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alipmyecon","alipm","yecon","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alınaanne","alına","anne","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alınakug","alına","kug","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alışılmadıkjancı","alışılmadık","jancı","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alışılmadıköldürmek","alışılmadık","öldürmek","unrelated","word","word",0.069203748809606,-0.303835076514015,0.81234141417249,0.072083644173425,127,130,133,5,0.977443609022556,122,133,5,0.917293233082707,TRUE,TRUE,TRUE
"alışılmadıkyabancı","alışılmadık","yabancı","related","word","word",0.322684232052356,-0.590743168020625,0.447004398044146,0.0490651069634526,83,97,102,6,0.950980392156863,94,101,7,0.930693069306931,TRUE,TRUE,TRUE
"alışkoposderye","alışkopos","derye","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alışkoposprotokol","alışkopos","protokol","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkıbimez","alkı","bimez","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkıiş","alkı","iş","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkolmutlu","alkol","mutlu","unrelated","word","word",0.0983271799718092,-0.673705465732727,0.556006009320406,0.0525376295756877,112,126,128,3,0.984375,125,128,3,0.9765625,TRUE,TRUE,TRUE
"alkolsagit","alkol","sagit","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alkoluyuşturucu","alkol","uyuşturucu","related","word","word",0.660097773832372,-0.38130781254235,0.461697134470947,0.0409689957651562,127,135,138,2,0.978260869565217,134,138,2,0.971014492753623,TRUE,TRUE,TRUE
"altınçodostluk","altın","çodostluk","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altıngümüş","altın","gümüş","related","word","word",0.662200019819648,-0.539713974595351,0.714981963659182,0.0681708554334382,110,118,123,4,0.959349593495935,110,123,4,0.894308943089431,TRUE,TRUE,TRUE
"altınsürdürmek","altın","sürdürmek","unrelated","word","word",0.0679757965680642,-0.244771814402502,0.755940311684151,0.0613148558257173,152,165,167,13,0.988023952095808,164,168,12,0.976190476190476,TRUE,TRUE,TRUE
"alvurharpamak","alvur","harpamak","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alvuryürümek","alvur","yürümek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amaçkış","amaç","kış","unrelated","word","word",0.108077929294399,-0.524372950079139,0.83032755174271,0.0742667539715069,125,129,133,6,0.969924812030075,125,134,5,0.932835820895522,TRUE,TRUE,TRUE
"amaçniyet","amaç","niyet","related","word","word",0.36782533454525,-0.642633363458793,0.601759192690835,0.0590073435772001,104,114,117,3,0.974358974358974,116,117,3,0.991452991452991,TRUE,TRUE,TRUE
"amaçşitun","amaç","şitun","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatörarka","amatör","arka","unrelated","word","word",0.109114195037837,-0.245307384081745,0.869788453626606,0.074311042594951,137,147,155,8,0.948387096774194,143,156,7,0.916666666666667,TRUE,TRUE,TRUE
"amatöröncedars","amatör","öncedars","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatörprofesyonel","amatör","profesyonel","related","word","word",0.599736245748334,-0.112504963556957,0.961067082415742,0.0859604530887597,125,136,141,4,0.964539007092199,136,140,5,0.971428571428571,TRUE,TRUE,TRUE
"ambudellfederasyon","ambudell","federasyon","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambudelltestdetle","ambudell","testdetle","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulansdin","ambulans","din","unrelated","word","word",0.106914617430935,-0.417611880186779,0.524000171152504,0.0435158456568016,145,161,162,8,0.993827160493827,156,162,8,0.962962962962963,TRUE,TRUE,TRUE
"ambulanshelikopter","ambulans","helikopter","related","word","word",0.570084401805405,-0.195316223962774,0.976586649009932,0.0884160008432774,122,132,136,7,0.970588235294118,132,136,7,0.970588235294118,TRUE,TRUE,TRUE
"ambulansvalar","ambulans","valar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amca dricksgelişim","amca dricks","gelişim","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amca drickszomkin","amca dricks","zomkin","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amcababa","amca","baba","related","word","word",0.506038590311897,-0.747975820743138,0.379661249009278,0.0317488685993321,143,156,157,6,0.993630573248408,154,157,6,0.980891719745223,TRUE,TRUE,TRUE
"amcagüçiftli","amca","güçiftli","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amcaizlemek","amca","izlemek","unrelated","word","word",0.0984554876521731,-0.537656724886349,0.604864804194457,0.0571543517397968,112,129,130,8,0.992307692307692,126,130,8,0.969230769230769,TRUE,TRUE,TRUE
"ameliyat etmekameliyat","ameliyat etmek","ameliyat","related","word","word",NA,-0.335395587879456,0.909763404958195,0.0892096414352779,104,112,115,2,0.973913043478261,111,115,2,0.965217391304348,TRUE,TRUE,TRUE
"ameliyat etmekanımsılık","ameliyat etmek","anımsılık","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ameliyat etmeksokak","ameliyat etmek","sokak","unrelated","word","word",NA,-0.285046164847228,0.938554451199128,0.0829572771194652,128,136,139,7,0.97841726618705,137,140,6,0.978571428571429,TRUE,TRUE,TRUE
"amesongüinn","ameson","güinn","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amesonliberal","ameson","liberal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amgıçıpton","amgı","çıpton","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amgısavaşçı","amgı","savaşçı","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anahronotr","anahron","otr","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anahronyüzmek","anahron","yüzmek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anahtarkilit","anahtar","kilit","related","word","word",0.597469372013125,-0.451647733682127,0.714965569692868,0.064466274402476,123,130,136,14,0.955882352941177,130,135,15,0.962962962962963,TRUE,TRUE,TRUE
"anahtarolumsuz","anahtar","olumsuz","unrelated","word","word",0.108839509671972,-0.398142703851011,0.718247550635414,0.0650270778399888,122,134,144,2,0.930555555555556,132,144,2,0.916666666666667,TRUE,TRUE,TRUE
"anahtarucunsuz","anahtar","ucunsuz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analistaraştırmacı","analist","araştırmacı","related","word","word",0.527337893183838,-0.213427733285914,0.997493752754424,0.082837347348599,145,160,166,9,0.963855421686747,141,165,10,0.854545454545454,TRUE,TRUE,TRUE
"analistgebeards","analist","gebeards","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analisthiv","analist","hiv","unrelated","word","word",0.127599082882204,1.23842316279596,1.91672674256993,0.26580217505342,52,65,323,17,0.201238390092879,300,323,17,0.928792569659443,TRUE,TRUE,TRUE
"anarşiayırdırı","anarşi","ayırdırı","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarşidolap","anarşi","dolap","unrelated","word","word",0.113672965181158,-0.586150939444022,0.499467951083618,0.0411954222871025,147,156,163,8,0.957055214723926,135,163,8,0.828220858895706,TRUE,TRUE,TRUE
"anarşikapitalizm","anarşi","kapitalizm","related","word","word",0.482664903529999,-0.194897891636308,0.70267880816266,0.0583542988069222,145,158,163,5,0.969325153374233,137,163,5,0.840490797546012,TRUE,TRUE,TRUE
"anatomihızlıca","anatomi","hızlıca","unrelated","word","word",0.149909387220283,-0.362810368404884,0.716003637572179,0.065091239779289,121,131,136,7,0.963235294117647,124,135,8,0.918518518518519,TRUE,TRUE,TRUE
"anatomipsikoloji","anatomi","psikoloji","related","word","word",0.517575080345079,-0.419907623202198,0.44523494932282,0.0409871993347835,118,129,132,5,0.977272727272727,127,133,4,0.954887218045113,TRUE,TRUE,TRUE
"anatomiunuttırmak","anatomi","unuttırmak","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ançacıkmış","anç","acıkmış","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ançgemi","anç","gemi","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ançgençlık","anç","gençlık","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancikmezun olmak","ancik","mezun olmak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancikoft","ancik","oft","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ançkocaman","anç","kocaman","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ançoturt yazısı","anç","oturt yazısı","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ançtamaaşıy","anç","tamaaşıy","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anidenansızın","aniden","ansızın","related","word","word",0.683580132894052,-0.190247542653171,0.707991700869283,0.0592052403003268,143,153,158,8,0.968354430379747,150,159,7,0.943396226415094,TRUE,TRUE,TRUE
"anidenboston","aniden","boston","unrelated","word","word",0.118316183728588,0.41052007357888,1.7183022230109,0.162364298547725,112,133,182,5,0.730769230769231,171,181,6,0.94475138121547,FALSE,TRUE,TRUE
"anidenmenmud","aniden","menmud","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anımsılıkparrir","anımsılık","parrir","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anımsılıksağlamak","anımsılık","sağlamak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anıtheykel","anıt","heykel","related","word","word",0.480485082011506,-0.566831837525571,0.483943174739886,0.0414977848786322,136,144,146,7,0.986301369863014,133,145,8,0.917241379310345,TRUE,TRUE,TRUE
"anıtkayayırma","anıt","kayayırma","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anıtoksijen","anıt","oksijen","unrelated","word","word",0.0828071232664786,-0.381593465579581,0.62503400776927,0.0595946543414238,110,114,117,6,0.974358974358974,108,117,6,0.923076923076923,TRUE,TRUE,TRUE
"anlambamus","anlam","bamus","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anlamçikolata","anlam","çikolata","unrelated","word","word",0.142196142136826,-0.3884540290786,0.881273642135859,0.080786222321652,119,128,133,8,0.962406015037594,128,131,10,0.977099236641221,TRUE,TRUE,TRUE
"anlamönem","anlam","önem","related","word","word",0.51302534537561,-0.367258222520742,0.783901072927795,0.0672189624494057,136,152,156,9,0.974358974358974,151,156,9,0.967948717948718,TRUE,TRUE,TRUE
"anlaşmazlıkalbay","anlaşmazlık","albay","unrelated","word","word",0.0975846819335909,-0.0643255946703788,0.657779456343211,0.0583684882346341,127,138,150,10,0.92,143,150,10,0.953333333333333,TRUE,TRUE,TRUE
"anlaşmazlıkçekişme","anlaşmazlık","çekişme","related","word","word",0.577205365515824,-0.204340882849797,0.902306372114015,0.0852599381072354,112,118,119,2,0.991596638655462,116,119,2,0.974789915966387,TRUE,TRUE,TRUE
"anlaşmazlıkosuncak","anlaşmazlık","osuncak","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"annebaba","anne","baba","related","word","word",0.893623051400609,-0.826634778347745,0.549023685975441,0.0459116670701605,143,154,158,10,0.974683544303797,148,157,11,0.942675159235669,TRUE,TRUE,TRUE
"anneharistler","anne","haristler","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anneparanormal","anne","paranormal","unrelated","word","word",0.104918862559004,0.584048369983755,1.32741763135832,0.113408941833923,137,151,161,10,0.937888198757764,155,161,10,0.962732919254658,FALSE,TRUE,TRUE
"anonimaslan","anonim","aslan","unrelated","word","word",0.0903832208714356,-0.581748009822827,0.537373991144823,0.0422200881301982,162,175,176,5,0.994318181818182,165,176,5,0.9375,TRUE,TRUE,TRUE
"anonimbilinmeyen","anonim","bilinmeyen","related","word","word",0.324603819969034,-0.0957016008981796,0.778725389851671,0.0675240549061941,133,146,147,9,0.993197278911565,139,147,9,0.945578231292517,TRUE,TRUE,TRUE
"anonimsarir","anonim","sarir","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antişecekteinşa etmek","antişecekte","inşa etmek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antişecekteşanhis","antişecekte","şanhis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antrenörelverişli","antrenör","elverişli","unrelated","word","word",0.078113720077569,-0.152312602444819,1.00580292335761,0.0922018028148498,119,134,139,12,0.964028776978417,129,139,12,0.928057553956835,FALSE,TRUE,TRUE
"antrenörfutşik","antrenör","futşik","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antrenöroyuncu","antrenör","oyuncu","related","word","word",0.509448395877788,-0.643779403148271,0.554779405819828,0.0541409262609914,105,112,115,1,0.973913043478261,106,115,1,0.921739130434783,TRUE,TRUE,TRUE
"anüstesinden gelmekboston","anüstesinden gelmek","boston","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anüstesinden gelmekinançmak","anüstesinden gelmek","inançmak","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anvkdoktor","anvk","doktor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anvkyanüp","anvk","yanüp","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anzsös","anz","sös","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anzsürdürmek","anz","sürdürmek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apsimdisp","apsim","disp","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apsimyanak","apsim","yanak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aptalnitelik","aptal","nitelik","unrelated","word","word",0.104043035871161,-0.389314618311481,0.646497799783437,0.0536887200074026,145,166,168,6,0.988095238095238,165,167,7,0.988023952095808,TRUE,TRUE,TRUE
"aptalohun","aptal","ohun","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aptalsalak","aptal","salak","related","word","word",0.879930660683132,-0.755916002558279,0.505144653828511,0.0444755068288856,129,142,143,8,0.993006993006993,136,142,9,0.957746478873239,TRUE,TRUE,TRUE
"ara sıranadiren","ara sıra","nadiren","related","word","word",NA,-0.204175391453162,0.822223239095331,0.0735418822118889,125,133,140,3,0.95,136,141,2,0.964539007092199,TRUE,TRUE,TRUE
"ara sıraparça","ara sıra","parça","unrelated","word","word",NA,-0.452426320163767,0.933131454576266,0.0740021379735186,159,173,178,11,0.971910112359551,168,178,11,0.943820224719101,TRUE,TRUE,TRUE
"ara sırasenakavt","ara sıra","senakavt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ara slünçanlamak","ara slünç","anlamak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ara slünçbamus","ara slünç","bamus","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araçaraba","araç","araba","related","word","word",0.765383559454051,-0.681537283814517,0.662778629792757,0.0532356606233056,155,166,167,10,0.994011976047904,156,167,10,0.934131736526946,TRUE,TRUE,TRUE
"araçeleştika","araç","eleştika","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araçgizlilik","araç","gizlilik","unrelated","word","word",0.12342994820992,-0.544995967776157,0.650878112979665,0.0599181870154637,118,129,135,1,0.955555555555556,127,135,1,0.940740740740741,TRUE,TRUE,TRUE
"aramakbulmak","aramak","bulmak","related","word","word",0.657183140043622,-0.595006581036033,0.791366914171636,0.0761493168207929,108,121,124,6,0.975806451612903,118,124,6,0.951612903225806,TRUE,TRUE,TRUE
"aramakharici","aramak","harici","unrelated","word","word",0.129162787288526,-0.235902269852123,0.807204679321589,0.0733822435746899,121,134,139,6,0.964028776978417,133,138,7,0.963768115942029,TRUE,TRUE,TRUE
"aramakimparadecek","aramak","imparadecek","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aramaknadialar","aramak","nadialar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aramaktelefon","aramak","telefon","related","word","word",0.270276810022921,-0.666274949747095,0.700997337773773,0.0665357228149192,111,127,128,5,0.9921875,123,128,5,0.9609375,TRUE,TRUE,TRUE
"aramaktereyağı","aramak","tereyağı","unrelated","word","word",0.0648422020551142,-0.210733119348531,0.914173872130394,0.0772617937592646,140,155,159,9,0.974842767295597,154,159,9,0.968553459119497,TRUE,TRUE,TRUE
"aranformaraştına","aranform","araştına","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aranformfotoğraf","aranform","fotoğraf","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araştırmacani","araştırma","cani","unrelated","word","word",0.0531720116035811,0.304109366678793,1.33913032638336,0.124335129410452,116,129,152,5,0.848684210526316,149,151,6,0.986754966887417,FALSE,TRUE,TRUE
"araştırmaders çalışma","araştırma","ders çalışma","related","word","word",NA,-0.169924682213735,0.744435297710232,0.0665843172212149,125,137,139,8,0.985611510791367,137,140,7,0.978571428571429,TRUE,TRUE,TRUE
"araştırmaüçana","araştırma","üçana","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arenainyim","arena","inyim","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arenaöğretmek","arena","öğretmek","unrelated","word","word",0.0927115772098301,-0.225791937051001,1.2897067204724,0.110187081284436,137,146,149,8,0.979865771812081,131,148,9,0.885135135135135,FALSE,TRUE,TRUE
"arenasavaş alanı","arena","savaş alanı","related","word","word",NA,-0.161095252312708,0.76746683193129,0.0728447280002423,111,122,126,4,0.968253968253968,116,125,5,0.928,TRUE,TRUE,TRUE
"arişiletional","ariş","iletional","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
