"word_combo","tr_cue","tr_target","type","cue_type","target_type","tr_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"baronyıkım","baron","yıkım","unrelated","word","word",0.0876557123907155,-0.435073511059903,0.627261926565444,0.0519125664121628,146,161,165,10,0.975757575757576,117,164,11,0.713414634146341,TRUE,TRUE,TRUE
"baronyılzör","baron","yılzör","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"barutdinamit","barut","dinamit","related","word","word",0.488108287757731,-0.410344356266137,0.515712661863142,0.0470779096822462,120,128,130,7,0.984615384615385,113,130,7,0.869230769230769,TRUE,TRUE,TRUE
"barutfirari","barut","firari","unrelated","word","word",0.105645148218142,0.28339770748774,1.12322567479581,0.102965928790881,119,130,139,8,0.935251798561151,126,139,8,0.906474820143885,FALSE,TRUE,TRUE
"barutmihe bureztısı","barut","mihe bureztısı","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"başaolinkol svelt","başaolin","kol svelt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"başaolinyükseklik","başaolin","yükseklik","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"başarıbaşarısızlık","başarı","başarısızlık","related","word","word",0.661700715122047,-0.24096854690696,0.854436435710739,0.0810995174817114,111,123,126,2,0.976190476190476,123,126,2,0.976190476190476,TRUE,TRUE,TRUE
"başarıistasyon","başarı","istasyon","unrelated","word","word",0.143283121674794,-0.0639553400310511,0.98192129337245,0.0919653551462583,114,124,129,5,0.961240310077519,126,130,4,0.969230769230769,FALSE,TRUE,TRUE
"başarıterenecekğı","başarı","terenecekğı","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"başeklysişir","başekly","sişir","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"başeklysoyadı","başekly","soyadı","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"basitçepeğan","basitçe","peğan","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"basitçesade","basitçe","sade","related","word","word",0.336744788254115,-0.379907331018454,1.0883260174421,0.0993501182788002,120,130,135,5,0.962962962962963,124,135,5,0.918518518518519,FALSE,TRUE,TRUE
"basitçeyakalamak","basitçe","yakalamak","unrelated","word","word",0.139099164089045,-0.295545995492292,0.546656603252581,0.0507557914038533,116,125,128,12,0.9765625,121,128,12,0.9453125,TRUE,TRUE,TRUE
"başka yebucksajans","başka yebucks","ajans","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"başka yebucksinanç çalışma","başka yebucks","inanç çalışma","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"başka yerdebir yerde","başka yerde","bir yerde","related","word","word",NA,-0.255920511992294,1.20174053532854,0.0965261226301522,155,166,172,6,0.965116279069767,168,172,6,0.976744186046512,FALSE,TRUE,TRUE
"başka yerdeisimlı","başka yerde","isimlı","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"başka yerdesuçlu","başka yerde","suçlu","unrelated","word","word",NA,-0.402043778822135,1.03350186769207,0.0876604842979985,139,148,153,6,0.967320261437909,150,153,6,0.980392156862745,TRUE,TRUE,TRUE
"başkentberliz","başkent","berliz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"başkentromantik","başkent","romantik","unrelated","word","word",0.0272697606163433,-0.392789842585361,0.766745710685649,0.0613887875450312,156,169,172,7,0.982558139534884,167,172,7,0.97093023255814,TRUE,TRUE,TRUE
"başkentşehir","başkent","şehir","related","word","word",0.545594999090626,-0.618877498715676,0.563098825783224,0.0534469752890991,111,123,125,9,0.984,122,126,8,0.968253968253968,TRUE,TRUE,TRUE
"basketbolfutbol","basketbol","futbol","related","word","word",0.802910422630753,-0.6031405266974,0.516148561980008,0.0445884445603753,134,152,158,13,0.962025316455696,151,159,12,0.949685534591195,TRUE,TRUE,TRUE
"basketbolheightslamak","basketbol","heightslamak","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"basketbolkomünist","basketbol","komünist","unrelated","word","word",0.149300056073422,-0.0423579182612405,0.821787256470927,0.0692069716744975,141,153,163,7,0.938650306748466,151,164,6,0.920731707317073,TRUE,TRUE,TRUE
"basketkingistasyon","basketking","istasyon","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"basketkingtutdım","basketking","tutdım","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"başmalütrit","başma","lütrit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"başmasürdürmek","başma","sürdürmek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"basüneveze","basün","eveze","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"basünuyumak","basün","uyumak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"batıdoğu","batı","doğu","related","word","word",0.771212393095176,-0.718409290602005,0.688705500720269,0.0599441196045898,132,146,151,7,0.966887417218543,142,150,8,0.946666666666667,TRUE,TRUE,TRUE
"batıkubum","batı","kubum","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"batıyemek","batı","yemek","unrelated","word","word",0.0390582443156445,-0.668989689950883,0.597334205952905,0.0582938495164094,105,113,116,8,0.974137931034483,112,116,8,0.96551724137931,TRUE,TRUE,TRUE
"battaniyehavlu","battaniye","havlu","related","word","word",0.579680832770486,-0.579535358259998,0.522622538077365,0.0481113043295622,118,126,130,4,0.969230769230769,124,130,4,0.953846153846154,TRUE,TRUE,TRUE
"battaniyekilit","battaniye","kilit","unrelated","word","word",0.124235791214107,-0.284330256286861,0.962916645698649,0.0935267324595576,106,114,118,13,0.966101694915254,117,119,12,0.983193277310924,FALSE,TRUE,TRUE
"battaniyeyakun","battaniye","yakun","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"batürkçerahar","batürkçe","rahar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"batürkçeşapka","batürkçe","şapka","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baundpenis","baund","penis","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baundtırlı","baund","tırlı","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bavlılıkite","bavlılık","ite","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bavlılıksavaş alanı","bavlılık","savaş alanı","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bayrakluı","bayrak","luı","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bayraksembol","bayrak","sembol","related","word","word",0.382277200707194,-0.454113613399242,0.788388818352007,0.0725770735209709,118,142,145,3,0.979310344827586,141,145,3,0.972413793103448,TRUE,TRUE,TRUE
"bayraksuikastçi","bayrak","suikastçi","unrelated","word","word",0.116887828036801,0.212039617014027,1.00676640648767,0.0996847283735222,102,115,128,9,0.8984375,121,128,9,0.9453125,FALSE,TRUE,TRUE
"bazenenjeksiyon","bazen","enjeksiyon","unrelated","word","word",0.0725230878395074,0.58593926614776,1.32865768460126,0.122834446394079,117,126,128,11,0.984375,124,127,12,0.976377952755906,FALSE,TRUE,TRUE
"bazensıklıkla","bazen","sıklıkla","related","word","word",0.365770364008625,-0.153695691661195,0.75685262551452,0.0604034153898024,157,173,178,13,0.971910112359551,165,178,13,0.926966292134832,TRUE,TRUE,TRUE
"bazentarlı","bazen","tarlı","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bebekb","bebek","b","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bebekçocuk","bebek","çocuk","related","word","word",0.611946181887608,-0.567374167690456,0.703565279056947,0.0631820272202876,124,128,130,6,0.984615384615385,127,130,6,0.976923076923077,TRUE,TRUE,TRUE
"bebekesinlenmek","bebek","esinlenmek","unrelated","word","word",0.127069101501012,0.503688018850697,1.04831511138451,0.0895636043111552,137,142,149,7,0.953020134228188,147,148,8,0.993243243243243,TRUE,TRUE,TRUE
"becerikyecekgüçiftlik","becerikyecek","güçiftlik","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"becerikyecekmahkum","becerikyecek","mahkum","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bedeceklemekkolet","bedeceklemek","kolet","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bedeceklemekyazın","bedeceklemek","yazın","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beekaknik","beek","aknik","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beekdoğru","beek","doğru","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beekerken","beek","erken","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beekfazı","beek","fazı","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beekpoker","beek","poker","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beekuzyim","beek","uzyim","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beftırmakarkarett","beftırmak","arkarett","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beftırmaksabah","beftırmak","sabah","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beğenmekkezdinden ömin","beğenmek","kezdinden ömin","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beğenmektakdir etmek","beğenmek","takdir etmek","related","word","word",NA,-0.0804853936393095,0.822074911433799,0.0702345995800294,137,153,157,11,0.974522292993631,152,157,11,0.968152866242038,TRUE,TRUE,TRUE
"beğenmektelefon","beğenmek","telefon","unrelated","word","word",-0.000689745095582331,-0.565657943740549,0.559813740101494,0.0492888514845898,129,138,141,4,0.978723404255319,127,141,4,0.900709219858156,TRUE,TRUE,TRUE
"beğimdürip","beğim","dürip","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beğimprofesyonel","beğim","profesyonel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"behiobulmak","behio","bulmak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"behiopecaman","behio","pecaman","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beişitmekçit","beişitmek","çit","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beişitmeknsk","beişitmek","nsk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bekardefe","bekar","defe","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bekarevli","bekar","evli","related","word","word",0.594093984009034,-0.716505146810262,0.426605227890203,0.0360547223440833,140,159,164,5,0.969512195121951,154,164,5,0.939024390243902,TRUE,TRUE,TRUE
"bekarkuvvet","bekar","kuvvet","unrelated","word","word",0.0416040376240329,-0.51569941775911,0.607915592073128,0.0515627275376272,139,147,150,12,0.98,150,151,11,0.993377483443709,TRUE,TRUE,TRUE
"beklemekpsikolojik","beklemek","psikolojik","unrelated","word","word",0.101264565293028,-0.206842237528922,0.667834794923276,0.0633880735443157,111,124,125,7,0.992,119,126,6,0.944444444444444,TRUE,TRUE,TRUE
"beklemeksajik","beklemek","sajik","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beklemekummak","beklemek","ummak","related","word","word",0.59100245351651,0.306113477384639,0.909916406451301,0.0883788941513074,106,109,139,8,0.784172661870504,133,141,6,0.943262411347518,TRUE,TRUE,TRUE
"belkigüçsüz","belki","güçsüz","unrelated","word","word",0.137114914741237,-0.383530882135677,0.699542516119047,0.0593344218012648,139,152,162,12,0.938271604938272,150,164,10,0.914634146341463,TRUE,TRUE,TRUE
"belkiititar","belki","ititar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"belkimuhtemelen","belki","muhtemelen","related","word","word",0.755134056730897,-0.216667605353533,0.685305202588917,0.061791889165404,123,139,142,8,0.97887323943662,140,144,6,0.972222222222222,TRUE,TRUE,TRUE
"benmandevayırmak","benman","devayırmak","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"benmanhortum","benman","hortum","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"benzerfarklı","benzer","farklı","related","word","word",0.40198275791038,-0.563212428247948,1.01664275353153,0.094392909961143,116,124,128,3,0.96875,118,128,3,0.921875,FALSE,TRUE,TRUE
"benzeroğul","benzer","oğul","unrelated","word","word",0.0984176986223155,-0.282474738438767,1.01331384176228,0.0936808978105458,117,126,130,8,0.969230769230769,128,132,6,0.96969696969697,FALSE,TRUE,TRUE
"benzervubor","benzer","vubor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"berosdolu","beros","dolu","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"berosmabomatik","beros","mabomatik","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beşıngök gürültüsü","beşın","gök gürültüsü","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beşınmiz","beşın","miz","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beslemekmaaşımne","beslemek","maaşımne","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beslemeksarı","beslemek","sarı","unrelated","word","word",0.109029155677684,-0.303530076200186,1.01223017469864,0.0969540668020352,109,119,125,9,0.952,118,127,7,0.929133858267717,FALSE,TRUE,TRUE
"beslemekyemek yemek","beslemek","yemek yemek","related","word","word",NA,-0.139489757637718,0.785665357488966,0.0676193076721525,135,144,150,8,0.96,142,150,8,0.946666666666667,TRUE,TRUE,TRUE
"bestlikağır şekilde","bestlik","ağır şekilde","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bestlikyueverglamak","bestlik","yueverglamak","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"betimlemekifade etmek","betimlemek","ifade etmek","related","word","word",NA,-0.273363134012981,0.829297168026929,0.071909184209427,133,144,150,13,0.96,134,149,14,0.899328859060403,TRUE,TRUE,TRUE
"betimlemekkıdemsiz","betimlemek","kıdemsiz","unrelated","word","word",0.0033928310351758,0.490643284723062,1.13843290697554,0.110574378778763,106,110,124,5,0.887096774193548,112,123,6,0.910569105691057,FALSE,TRUE,TRUE
"betimlemektagel","betimlemek","tagel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"betıkfiyat","betık","fiyat","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"betıkgaatı","betık","gaatı","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"betoncadı","beton","cadı","unrelated","word","word",0.128103753911067,-0.511228649806459,0.495937198557322,0.0438350695178177,128,133,134,3,0.992537313432836,127,133,4,0.954887218045113,TRUE,TRUE,TRUE
"betonçelik","beton","çelik","related","word","word",0.528897102320009,-0.460167534260823,0.823957513882284,0.0792853487401253,108,115,117,7,0.982905982905983,110,116,8,0.948275862068966,TRUE,TRUE,TRUE
"betondöban","beton","döban","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beyazaçıkhamet","beyaz","açıkhamet","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beyazgörev","beyaz","görev","unrelated","word","word",0.0715780103914992,-0.486315834077214,0.889493868159031,0.0848099126652987,110,116,123,7,0.943089430894309,119,123,7,0.967479674796748,TRUE,TRUE,TRUE
"beyazsiyah","beyaz","siyah","related","word","word",0.830270611079981,-0.788276549762368,0.378037405835548,0.0420041562039497,81,93,96,4,0.96875,94,96,4,0.979166666666667,TRUE,TRUE,TRUE
"beyefendihanımefendi","beyefendi","hanımefendi","related","word","word",0.724897494783958,-0.298339155989021,0.688854326571207,0.0578073709440576,142,153,155,7,0.987096774193548,144,154,8,0.935064935064935,TRUE,TRUE,TRUE
"beyefendiorman","beyefendi","orman","unrelated","word","word",0.126446487216851,-0.555510113628972,0.631002231887426,0.064401395611731,96,106,110,5,0.963636363636364,106,109,6,0.972477064220184,TRUE,TRUE,TRUE
"beyefendiseçeling","beyefendi","seçeling","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beyinanlauren","beyin","anlauren","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beyinimzalamak","beyin","imzalamak","unrelated","word","word",0.0469456923552634,-0.334156505323285,0.554153007156793,0.0476938970659782,135,144,147,8,0.979591836734694,144,147,8,0.979591836734694,TRUE,TRUE,TRUE
"beyinserebral","beyin","serebral","related","word","word",0.493848671890277,1.02513969428793,1.30231785359032,0.148412893328831,77,97,319,16,0.304075235109718,305,320,15,0.953125,FALSE,TRUE,TRUE
"bigisazındemi","bigis","azındemi","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bigismantıklı","bigis","mantıklı","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"biletpasaport","bilet","pasaport","related","word","word",0.480206425081023,-0.304103962880304,0.536940010745622,0.0496401215536289,117,133,140,14,0.95,128,140,14,0.914285714285714,TRUE,TRUE,TRUE
"biletprikolojik","bilet","prikolojik","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"biletsaklamak","bilet","saklamak","unrelated","word","word",0.0887431711268116,-0.250237501346206,0.681926573481338,0.0584747212615642,136,148,151,6,0.980132450331126,145,150,7,0.966666666666667,TRUE,TRUE,TRUE
"bilirkişiuzman","bilirkişi","uzman","related","word","word",0.475960300133842,-0.56928844189805,0.469424837323631,0.0414916857161164,128,137,139,5,0.985611510791367,120,139,5,0.863309352517986,TRUE,TRUE,TRUE
"bilirkişivatrakya","bilirkişi","vatrakya","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bilirkişivotka","bilirkişi","votka","unrelated","word","word",0.110048289989435,0.0246028976911368,1.00745161549592,0.0887011687942593,129,136,142,4,0.957746478873239,125,142,4,0.880281690140845,TRUE,TRUE,TRUE
"bilribezabere","bilri","bezabere","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bilriemniyet","bilri","emniyet","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bimizpuro","bimiz","puro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bimizyutlu","bimiz","yutlu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bimızfestival","bimız","festival","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bimıztoprar","bimız","toprar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"binişedilme","bin","işedilme","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"binlükmal sahratch","binlük","mal sahratch","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"binlükmüzik","binlük","müzik","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"binmeksürmek","binmek","sürmek","related","word","word",0.474811580418024,-0.506294183806685,0.818305299255772,0.0750139237937987,119,127,129,7,0.984496124031008,126,129,7,0.976744186046512,TRUE,TRUE,TRUE
"binmektutukluluk","binmek","tutukluluk","unrelated","word","word",0.0475205991360945,0.146124174906027,1.08441473886168,0.0977783841417388,123,134,137,4,0.978102189781022,134,138,3,0.971014492753623,FALSE,TRUE,TRUE
"binmekyaeverglamak","binmek","yaeverglamak","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"binmükemmel","bin","mükemmel","unrelated","word","word",0.0925829526765821,-0.380047951509475,0.877771810115055,0.0778896529487559,127,137,140,5,0.978571428571429,111,140,5,0.792857142857143,TRUE,TRUE,TRUE
"binrısürmek","binrı","sürmek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"binrıyarır","binrı","yarır","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"binyüz","bin","yüz","related","word","word",0.546399028423015,-0.68410691919823,0.512711387406871,0.0447958019073693,131,139,140,9,0.992857142857143,123,139,10,0.884892086330935,TRUE,TRUE,TRUE
"birazhaberler","biraz","haberler","unrelated","word","word",0.128792456895925,-0.361321506375991,0.547046102931988,0.0474349129641644,133,141,149,12,0.946308724832215,143,149,12,0.959731543624161,TRUE,TRUE,TRUE
"birazküçük","biraz","küçük","related","word","word",0.211152381042887,-0.674059741853494,0.545228015490679,0.0460801777089133,140,149,153,10,0.973856209150327,149,154,9,0.967532467532468,TRUE,TRUE,TRUE
"birazviloz","biraz","viloz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"birçevman","bir","çevman","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bireziyet","bir","eziyet","unrelated","word","word",0.144786269824313,-0.425177560175738,0.67807502163993,0.0597011767359643,129,138,143,4,0.965034965034965,136,143,4,0.951048951048951,TRUE,TRUE,TRUE
"biriktirmeksessizlik","biriktirmek","sessizlik","unrelated","word","word",0.0953364716517264,-0.441946361147821,0.751204010641122,0.0729633835281797,106,114,114,4,1,109,113,5,0.964601769911504,TRUE,TRUE,TRUE
"biriktirmeksiyaring","biriktirmek","siyaring","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"biriktirmektoplamak","biriktirmek","toplamak","related","word","word",0.595818313694457,-0.472808982698615,0.557321839073259,0.0541318823074807,106,117,119,8,0.983193277310924,115,119,8,0.966386554621849,TRUE,TRUE,TRUE
"birüç","bir","üç","related","word","word",0.327215426561347,-0.713618107267828,0.602482944620626,0.0496919557512681,147,169,171,8,0.988304093567251,165,173,6,0.953757225433526,TRUE,TRUE,TRUE
"bitkianlaşma","bitki","anlaşma","unrelated","word","word",0.137523901838733,-0.337368738330897,1.01641533108588,0.090910950947239,125,134,139,7,0.964028776978417,135,138,8,0.978260869565217,FALSE,TRUE,TRUE
"bitkibaanılmak","bitki","baanılmak","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bitkiçiçek","bitki","çiçek","related","word","word",0.533513996134759,-0.694023430257459,0.554835626683223,0.0481103503344185,133,151,153,10,0.986928104575163,147,152,11,0.967105263157895,TRUE,TRUE,TRUE
"blackskinleştirmedefizlendirme","blackskinleştirme","defizlendirme","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blackskinleştirmeperspektif","blackskinleştirme","perspektif","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boaçılmakparanormal","boaçılmak","paranormal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boaçılmaksoboksta","boaçılmak","soboksta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"böbrekhoşçakal","böbrek","hoşçakal","unrelated","word","word",0.106738992075056,-0.366636554964348,0.737307426953377,0.0706212433824719,109,120,125,3,0.96,120,124,4,0.967741935483871,TRUE,TRUE,TRUE
"böbrekkaraciğer","böbrek","karaciğer","related","word","word",0.760478516720741,-0.33572884973076,1.00288582263393,0.0904271693307481,123,132,133,8,0.992481203007519,126,132,9,0.954545454545455,FALSE,TRUE,TRUE
