"word_combo","cs_cue","cs_target","type","cue_type","target_type","cs_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"bravočervejdou","bravo","červejdou","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"brilatadrenalin","brilat","adrenalin","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"brilatdrud","brilat","drud","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"brislekancelář","brisle","kancelář","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"brisleministerfield","brisle","ministerfield","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"britcouzštinakniko","britcouzština","kniko","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"britcouzštinaoceán","britcouzština","oceán","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"břivaelektrický","břiva","elektrický","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"břivaspektila","břiva","spektila","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"brunýukyz","bruný","ukyz","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"brunýzadní","bruný","zadní","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"brutálníkrutý","brutální","krutý","related","word","word",0.582836719645222,-0.988070938530962,NA,NA,1,FALSE
"brutálnísvoní","brutální","svoní","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"brutálnízbroj","brutální","zbroj","unrelated","word","word",0.121483858436471,-0.185278131380977,0.00705969099976849,0.00499195537901793,2,FALSE
"brýlepovdáš","brýle","povdáš","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"brýleslyšet","brýle","slyšet","unrelated","word","word",0.132522944081814,0.850483841475366,3.28607872596483,1.89721843701409,3,FALSE
"brýlevíčko","brýle","víčko","related","word","word",0.357014609852601,-0.46405532255069,0.873698099824547,0.390729668604017,5,FALSE
"buauchána","bua","uchána","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"buavěda","bua","věda","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"bubnomadé","bubno","madé","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"bubnopravý","bubno","pravý","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"budoucnostminulost","budoucnost","minulost","related","word","word",0.606336729537248,-0.627291483764657,0.596173581953764,0.421558382563781,2,FALSE
"budoucnostšislizký","budoucnost","šislizký","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"budoucnostžvýkat","budoucnost","žvýkat","unrelated","word","word",0.0682343165065849,-0.624442021101998,0.648823356922113,0.290162626293491,5,FALSE
"bůhanalytář","bůh","analytář","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"bůhbožský","bůh","božský","related","word","word",0.354647962780343,-0.522333540298479,NA,NA,1,FALSE
"bůhvzrušený","bůh","vzrušený","unrelated","word","word",0.0737859476235118,-0.337692892585277,0.387524683578632,0.193762341789316,4,FALSE
"bumlaněkde","bumla","někde","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"bumlapramut","bumla","pramut","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"buňkaglezda","buňka","glezda","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"buňkavězení","buňka","vězení","related","word","word",0.116608612873257,-0.640974308668975,0.0781275766069825,0.0552445392164688,2,FALSE
"buňkazastavit","buňka","zastavit","unrelated","word","word",0.119157834381504,-0.726657108329856,0.358705549068304,0.160417998324623,5,FALSE
"buosobnostauješ","buosobnost","auješ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"buosobnostcivilizace","buosobnost","civilizace","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"casálkamna","casál","kamna","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"casálznačtit","casál","značtit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"čegiemovej","čegie","movej","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"čegiespojení","čegie","spojení","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"čekatočekávat","čekat","očekávat","related","word","word",0.582309603012485,-0.551496026372378,0.421302351693306,0.243239026160352,3,FALSE
"čekatpsychologický","čekat","psychologický","unrelated","word","word",0.0701048802646236,-0.303967692526233,0.242719126464374,0.140133953001677,3,FALSE
"čekatstížba","čekat","stížba","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"celebritahvězda","celebrita","hvězda","related","word","word",0.491547986901852,-0.671651394491358,0.010260966827528,0.00725559922527524,2,FALSE
"celebritanáhradní","celebrita","náhradní","unrelated","word","word",0.11429320783225,-0.947509788734988,0.106637977906171,0.075404437309475,2,FALSE
"celebritavzdámělý","celebrita","vzdámělý","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"celkovýpoděkomiksy","celkový","poděkomiksy","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"celkovýservírka","celkový","servírka","unrelated","word","word",0.0877085870954787,-1.35148255293598,NA,NA,1,FALSE
"celkovýúplný","celkový","úplný","related","word","word",0.416497119105418,NA,NA,NA,NA,NA
"cementplast","cement","plast","related","word","word",0.462005459561411,NA,NA,NA,NA,NA
"cementsvět","cement","svět","unrelated","word","word",0.10169858737669,-0.708148224133657,0.324630801079628,0.187425680390567,3,FALSE
"cementvěsit","cement","věsit","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"cennýatmosféra","cenný","atmosféra","unrelated","word","word",0.0677945867027091,-0.651410256584486,0.383158350232898,0.171353623453486,5,FALSE
"cennýdůležité","cenný","důležité","related","word","word",0.418146466541841,-0.457509353443465,0.134470166429857,0.0950847665498352,2,FALSE
"cennýpovaz","cenný","povaz","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"čerpadlohadice","čerpadlo","hadice","related","word","word",0.478960005919439,-0.733760570407477,NA,NA,1,FALSE
"čerpadlokraš","čerpadlo","kraš","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"čerpadlopomoct","čerpadlo","pomoct","unrelated","word","word",0.113222903593927,1.22982048014881,0.616293060371569,0.435785002186947,2,FALSE
"čerpažíchmučení","čerpažích","mučení","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"čerpažíchzapůsostroj","čerpažích","zapůsostroj","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"čerscollmodrý","čerscoll","modrý","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"čerscollpoproudit","čerscoll","poproudit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"čersilhloupý","čersil","hloupý","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"čersilkves","čersil","kves","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"čerstvýobnovit","čerstvý","obnovit","related","word","word",0.133361853211609,-0.728752006277683,0.49716682726291,0.351550034938604,2,FALSE
"čerstvýzachránit","čerstvý","zachránit","unrelated","word","word",0.0883460349395573,-0.629068831525465,0.541450908465444,0.382863609055532,2,FALSE
"čerstvýžraný","čerstvý","žraný","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"červenčervenec","červen","červenec","related","word","word",0.831492955733476,-0.329937596525706,NA,NA,1,FALSE
"červenépokáť","červené","pokáť","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"červenéředitel","červené","ředitel","unrelated","word","word",0.0622346485950322,-0.85228603270025,0.173258498032892,0.0774835558562118,5,FALSE
"červenéžlutá","červené","žlutá","related","word","word",0.475826139549142,-0.721658558004709,0.291365553431529,0.206026558635605,2,FALSE
"červenjůven","červen","jůven","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"červenkrutost","červen","krutost","unrelated","word","word",0.0946157209347562,-0.8282520977005,0.179508906542936,0.0802788235193321,5,FALSE
"červhad","červ","had","related","word","word",0.473948288897919,NA,NA,NA,NA,NA
"červhlused","červ","hlused","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"červsvatba","červ","svatba","unrelated","word","word",0.0670180394070501,-0.849969963119741,0.077622728813475,0.0448155033756931,3,FALSE
"cesabrzy","cesa","brzy","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"cesaďálan","cesa","ďálan","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"Césarintefrastruktuální","César","intefrastruktuální","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"Césarpilot","César","pilot","unrelated","word","word",0,NA,NA,NA,NA,NA
"Césarřím","César","řím","related","word","word",NA,-0.57983583158587,0.170989427002712,0.0987207917085957,3,FALSE
"česnekcibule","česnek","cibule","related","word","word",0.525674669468906,-0.586701628886659,0.773725489300587,0.446710619526569,3,FALSE
"česnekstříčíš","česnek","stříčíš","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"česnekzavřený","česnek","zavřený","unrelated","word","word",0.100153754779325,-0.761510390391836,0.290056826303229,0.205101148808462,2,FALSE
"cestujícíicroj","cestující","icroj","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"cestujícířidič","cestující","řidič","related","word","word",0.380572704441725,-0.620066958748656,0.346214748476279,0.15483194248119,5,FALSE
"cestujícízvuk","cestující","zvuk","unrelated","word","word",0.148628934196006,-0.63591491291998,NA,NA,1,FALSE
"cetabletanebezpečný","cetableta","nebezpečný","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"cetabletavífou","cetableta","vífou","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"cevostčasopis","cevost","časopis","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"cevosttajemnout","cevost","tajemnout","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chaosbrácho","chaos","brácho","unrelated","word","word",0.130778305190079,0.0161590373802218,NA,NA,1,FALSE
"chaospraskný","chaos","praskný","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chaoszmatek","chaos","zmatek","related","word","word",0.731899745518215,-0.586233893273751,0.193178612141026,0.136597906625126,2,FALSE
"charakternevolství","charakter","nevolství","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"charakterosobnost","charakter","osobnost","related","word","word",0.544432742466701,NA,NA,NA,NA,NA
"charakterzkouška","charakter","zkouška","unrelated","word","word",0.125965696575473,-0.711439049493424,0.358303025718707,0.179151512859353,4,FALSE
"chařemikroplach","chaře","mikroplach","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chařeokouzlující","chaře","okouzlující","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"charitadar","charita","dar","related","word","word",0.282112992502148,-1.00408815042006,0.460423929001939,0.265825879350614,3,FALSE
"charitapředpoklad","charita","předpoklad","unrelated","word","word",0.128705733234866,NA,NA,NA,NA,NA
"charitasabotomejch","charita","sabotomejch","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chatakoncert","chata","koncert","unrelated","word","word",0.119567646902543,-0.679097002358485,0.110977150563046,0.0784726957198905,2,FALSE
"chatapaluba","chata","paluba","related","word","word",0.287402929487497,NA,NA,NA,NA,NA
"chatatransporace","chata","transporace","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chcípkotanecfanšlechtický","chcípkotanec","fanšlechtický","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chcípkotanecpostel","chcípkotanec","postel","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"chemickýbiologický","chemický","biologický","related","word","word",0.652283962997795,NA,NA,NA,NA,NA
"chemickýdvojvola","chemický","dvojvola","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chemickýpřísaha","chemický","přísaha","unrelated","word","word",0.071442719991905,NA,NA,NA,NA,NA
"chemiebiologie","chemie","biologie","related","word","word",0.660758289859647,-0.340836033003649,0.296125229398055,0.170967980906807,3,FALSE
"chemieusvědlující","chemie","usvědlující","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chemiežádost","chemie","žádost","unrelated","word","word",0.0633109078799584,-1.00672173827113,0.180349100563918,0.104124601758685,3,FALSE
"chevamaxie","cheva","maxie","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chevaútok","cheva","útok","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"chinusidemonstrace","chinusi","demonstrace","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"chinusihráb","chinusi","hráb","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chirurgdoktor","chirurg","doktor","related","word","word",0.670955958223372,-0.845477890521055,NA,NA,1,FALSE
"chirurgkrutý","chirurg","krutý","unrelated","word","word",0.125046854543316,-0.790887187594975,NA,NA,1,FALSE
"chirurgstřelnost","chirurg","střelnost","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chlakarozvoj","chlaka","rozvoj","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"chlakavýlyn","chlaka","výlyn","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chlapcidívky","chlapci","dívky","related","word","word",0.444928962340775,-0.962156424204731,0.377139526722326,0.168661923750644,5,FALSE
"chlapcimonitor","chlapci","monitor","unrelated","word","word",0.0780292171027245,0.0859706814954673,0.448573611721072,0.200608217744183,5,FALSE
"chlapcišéfkuspím","chlapci","šéfkuspím","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chlapeníalej","chlapení","alej","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"chlapenífův","chlapení","fův","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chlařovatmateleskoptika","chlařovat","mateleskoptika","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chlařovatodhodlání","chlařovat","odhodlání","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"chlastuacečokoláda","chlastuace","čokoláda","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"chlastuacetruchta","chlastuace","truchta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chlébplanii","chléb","planii","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chlébsýr","chléb","sýr","related","word","word",0.566053952673659,-1.03237944007536,0.48302989248751,0.341553712493727,2,FALSE
"chlébvyhrát","chléb","vyhrát","unrelated","word","word",0.139130195424725,0.506242475143048,0.965359015744939,0.682611906312818,2,FALSE
"chrámhvězda","chrám","hvězda","unrelated","word","word",0.128572188318264,-0.647250454215738,0.504943773709748,0.291529423676948,3,FALSE
"chrámklášter","chrám","klášter","related","word","word",0.606510487285948,-0.725666473591851,NA,NA,1,FALSE
"chrámnáboženpadla","chrám","náboženpadla","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chráncinezodpotrestatný","chránci","nezodpotrestatný","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chránciškaredý","chránci","škaredý","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"chránitbránit","chránit","bránit","related","word","word",0.661719305153263,-0.477474614335624,0.657937625612667,0.294238651164946,5,FALSE
"chránitnakohout","chránit","nakohout","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chránitstruktura","chránit","struktura","unrelated","word","word",0.113500640989316,-0.437992747366232,0.401174381446334,0.231618137120023,3,FALSE
"chrankahonistka","chranka","honistka","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chrankastát se","chranka","stát se","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"chřipkachoroba","chřipka","choroba","related","word","word",0.603114302717188,-0.546569838123175,0.189939362905817,0.0949696814529084,4,FALSE
"chřipkaúklicína","chřipka","úklicína","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chřipkavolby","chřipka","volby","unrelated","word","word",0.115521802672395,0.221093283027434,NA,NA,1,FALSE
"chřipkazovatvstanický","chřipkazovat","vstanický","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chřipkazovatzavíračka","chřipkazovat","zavíračka","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"chsvýčtvrnina","chsvý","čtvrnina","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chsvýumístění","chsvý","umístění","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"chůdedoznatčit","chůde","doznatčit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chůdezdědit","chůde","zdědit","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"chudobabída","chudoba","bída","related","word","word",0.547590340496397,-0.431893616795611,NA,NA,1,FALSE
"chudobasever","chudoba","sever","unrelated","word","word",0.123510880641167,-0.070068156631587,0.522302735812518,0.301551625119835,3,FALSE
"chudobasmrace","chudoba","smrace","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chudýbohatý","chudý","bohatý","related","word","word",0.614645656333001,-0.884929467293923,NA,NA,1,FALSE
"chudýdůroj","chudý","důroj","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chudýinspekce","chudý","inspekce","unrelated","word","word",0.0619009863105108,-0.268066730409904,0.501559777911183,0.22430435163782,5,FALSE
"churavýdesetiletí","churavý","desetiletí","unrelated","word","word",0.120408566844095,-0.160471281639935,0.431590368643909,0.193013080544395,5,FALSE
"churavýnemocný","churavý","nemocný","related","word","word",0.507339350895245,-0.451574381646927,0.427920184065192,0.247059833461713,3,FALSE
"churavýskromsování","churavý","skromsování","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chuťčich","chuť","čich","related","word","word",0.42053651868915,-0.129980607929876,0.773308422850573,0.546811629746314,2,FALSE
"chutnýkópět","chutný","kópět","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chutnýlahodné","chutný","lahodné","related","word","word",0.555573092601917,-0.527996522210467,NA,NA,1,FALSE
"chutnýotisk prstu","chutný","otisk prstu","unrelated","word","word",0,0.783489422006995,0.873815276460893,0.436907638230447,4,FALSE
"chuťplast","chuť","plast","unrelated","word","word",0.148783805609507,-1.11238583827992,NA,NA,1,FALSE
"chutramajiných","chutra","majiných","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"chutravypočítat","chutra","vypočítat","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"chuťženadech","chuť","ženadech","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chůvadůležitost","chůva","důležitost","unrelated","word","word",0.0963390293908226,-0.466928016609494,0.125240404604985,0.0723075813121057,3,FALSE
"chůvanáklalent","chůva","náklalent","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"chůvaslužka","chůva","služka","related","word","word",0.566515440193996,-0.721585969515818,0.00366386942005063,0.00259074691229982,2,FALSE
