"word_combo","ko_cue","ko_target","type","cue_type","target_type","ko_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"나비요구","나비","요구","unrelated","word","word",0.0212130355908149,NA,NA,NA,NA,NA
"나시불똥","나시","불똥","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"나시해안","나시","해안","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"나아하다년자","나아하다","년자","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"나아하다우정","나아하다","우정","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"나역비참한","나역","비참한","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"나역애설","나역","애설","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"나이 많은스태","나이 많은","스태","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"나이 많은싸움터","나이 많은","싸움터","unrelated","word","word",NA,NA,NA,NA,NA,NA
"나이 많은어린","나이 많은","어린","related","word","word",NA,NA,NA,NA,NA,NA
"나체상벌거벗은","나체상","벌거벗은","related","word","word",NA,NA,NA,NA,NA,NA
"나체상패배","나체상","패배","unrelated","word","word",NA,NA,NA,NA,NA,NA
"나체상활에","나체상","활에","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"나침반모가","나침반","모가","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"나침반수술","나침반","수술","unrelated","word","word",0.101667374659658,NA,NA,NA,NA,NA
"나침반지도","나침반","지도","related","word","word",0.213043734475748,NA,NA,NA,NA,NA
"나폴닉결점리","나폴닉","결점리","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"나폴닉찾기","나폴닉","찾기","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"낙관적 인둘레","낙관적 인","둘레","unrelated","word","word",NA,NA,NA,NA,NA,NA
"낙관적 인콥터가","낙관적 인","콥터가","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"낙관적 인현실적인","낙관적 인","현실적인","related","word","word",NA,NA,NA,NA,NA,NA
"난민도망자","난민","도망자","related","word","word",0.341041055817876,NA,NA,NA,NA,NA
"난민스위벌","난민","스위벌","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"난민이기적인","난민","이기적인","unrelated","word","word",0.0865204318313421,NA,NA,NA,NA,NA
"날려장fa하다","날려장","fa하다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"날려장패배","날려장","패배","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"남겼한렀고","남겼한","렀고","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"남겼한숙녀","남겼한","숙녀","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"남김색사명","남김색","사명","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"남김색을위한","남김색","을위한","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"남도가겠레날린","남도","가겠레날린","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"남도새벽","남도","새벽","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"남부대지운","남부","대지운","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"남부마사지","남부","마사지","unrelated","word","word",0.0585673655151653,NA,NA,NA,NA,NA
"남부서부","남부","서부","related","word","word",0.476585842146539,NA,NA,NA,NA,NA
"남성고통","남성","고통","unrelated","word","word",0.0819280680066009,NA,NA,NA,NA,NA
"남성기적인","남성","기적인","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"남성길이","남성","길이","unrelated","word","word",0.0363358911062721,NA,NA,NA,NA,NA
"남성여자","남성","여자","related","word","word",0.253316677436065,NA,NA,NA,NA,NA
"남성인간","남성","인간","related","word","word",0.229135153978479,NA,NA,NA,NA,NA
"남성주문거나","남성","주문거나","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"남은적 인박물관","남은적 인","박물관","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"남은적 인붓기","남은적 인","붓기","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"남작대행사","남작","대행사","unrelated","word","word",NA,NA,NA,NA,NA,NA
"남작만해루","남작","만해루","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"남작백작 부인","남작","백작 부인","related","word","word",NA,NA,NA,NA,NA,NA
"남쪽북쪽","남쪽","북쪽","related","word","word",0.490035503786493,NA,NA,NA,NA,NA
"남쪽여라","남쪽","여라","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"남쪽일정","남쪽","일정","unrelated","word","word",0.129625078384055,NA,NA,NA,NA,NA
"남편듬고","남편","듬고","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"남편부인","남편","부인","related","word","word",0.173276827013271,NA,NA,NA,NA,NA
"남편진보","남편","진보","unrelated","word","word",NA,NA,NA,NA,NA,NA
"납고공격자","납고","공격자","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"납고보여하다","납고","보여하다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"납니입구","납니","입구","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"납니절제지","납니","절제지","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"납치도미","납치","도미","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"납치백","납치","백","unrelated","word","word",0.10437035632331,NA,NA,NA,NA,NA
"납치범몸값","납치범","몸값","related","word","word",0.412445530566008,NA,NA,NA,NA,NA
"납치범식들","납치범","식들","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"납치범체액","납치범","체액","unrelated","word","word",0.125785321874188,NA,NA,NA,NA,NA
"납치유괴하다","납치","유괴하다","related","word","word",NA,NA,NA,NA,NA,NA
"낫길시막일","낫길시","막일","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"낫길시온전한","낫길시","온전한","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"낭비하다뭘하시키다","낭비하다","뭘하시키다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"낭비하다쓰다","낭비하다","쓰다","related","word","word",NA,NA,NA,NA,NA,NA
"낭비하다재판","낭비하다","재판","unrelated","word","word",NA,NA,NA,NA,NA,NA
"낮은높은","낮은","높은","related","word","word",0.442891984117334,NA,NA,NA,NA,NA
"낮은자백하다","낮은","자백하다","unrelated","word","word",NA,NA,NA,NA,NA,NA
"낮은히기","낮은","히기","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"낮잠골에","낮잠","골에","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"낮잠사보타주","낮잠","사보타주","unrelated","word","word",NA,NA,NA,NA,NA,NA
"낮잠한가롭게 이리저리 거닐다","낮잠","한가롭게 이리저리 거닐다","related","word","word",NA,NA,NA,NA,NA,NA
"내각ai릿","내각","ai릿","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"내각계속하다","내각","계속하다","unrelated","word","word",NA,NA,NA,NA,NA,NA
"내각벽장","내각","벽장","related","word","word",NA,NA,NA,NA,NA,NA
"내부의바보","내부의","바보","unrelated","word","word",0.131184715864059,NA,NA,NA,NA,NA
"내부의외부의","내부의","외부의","related","word","word",0.636962615499771,NA,NA,NA,NA,NA
"내부의커는","내부의","커는","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"내일sp","내일","sp","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"내일밴","내일","밴","unrelated","word","word",0.159934778057006,NA,NA,NA,NA,NA
"내일아침","내일","아침","related","word","word",0.245948955736902,NA,NA,NA,NA,NA
"내주몬놀라다","내주몬","놀라다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"내주몬슨네","내주몬","슨네","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"낸건네딜","낸건","네딜","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"낸건흥미로운","낸건","흥미로운","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"냐구뵈도","냐구","뵈도","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"냐구수도희","냐구","수도희","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"너라n이","너라","n이","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"너라요리사","너라","요리사","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"너였극장","너였","극장","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"너였로와","너였","로와","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"널한체질","널한","체질","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"널한형","널한","형","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"넘도비상","넘도","비상","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"넘도파로","넘도","파로","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"네를가르악은","네를","가르악은","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"네를확실히","네를","확실히","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"네브d알파병","네브d","알파병","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"네브d조직","네브d","조직","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"네이스트연애지","네이스트","연애지","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"네이스트죽다","네이스트","죽다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"네티국만","네티","국만","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"네티칠월","네티","칠월","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"넬씨로움","넬씨","로움","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"넬씨유지","넬씨","유지","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"녀석기간","녀석","기간","unrelated","word","word",0.0495481872791302,NA,NA,NA,NA,NA
"녀석뼈들군","녀석","뼈들군","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"녀석형","녀석","형","related","word","word",0.29828199523611,NA,NA,NA,NA,NA
"노력ts웃다","노력ts","웃다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"노력ts지름다","노력ts","지름다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"노력하다산거기","노력하다","산거기","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"노력하다성","노력하다","성","unrelated","word","word",NA,NA,NA,NA,NA,NA
"노력하다시도","노력하다","시도","related","word","word",NA,NA,NA,NA,NA,NA
"노릇나가치 있는","노릇나","가치 있는","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"노릇나넌이","노릇나","넌이","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"노린있다왕자","노린있다","왕자","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"노린있다프리적인","노린있다","프리적인","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"노벨s랑","노벨","s랑","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"노벨길이","노벨","길이","unrelated","word","word",0.136211847033983,NA,NA,NA,NA,NA
"노벨상","노벨","상","related","word","word",0.413149031539056,NA,NA,NA,NA,NA
"노선길","노선","길","related","word","word",NA,NA,NA,NA,NA,NA
"노선메달","노선","메달","unrelated","word","word",NA,NA,NA,NA,NA,NA
"노선연애지","노선","연애지","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"노예대선풍","노예","대선풍","unrelated","word","word",NA,NA,NA,NA,NA,NA
"노예짐승자","노예","짐승자","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"노예하인","노예","하인","related","word","word",0.366226681569713,NA,NA,NA,NA,NA
"녹다민간의","녹다","민간의","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"녹다얼다","녹다","얼다","related","word","word",NA,NA,NA,NA,NA,NA
"녹다울타리","녹다","울타리","unrelated","word","word",NA,NA,NA,NA,NA,NA
"녹슨먼지가 자뜩한","녹슨","먼지가 자뜩한","related","word","word",NA,NA,NA,NA,NA,NA
"녹슨이버","녹슨","이버","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"녹슨할머니","녹슨","할머니","unrelated","word","word",0.170093804592483,NA,NA,NA,NA,NA
"논평븐스","논평","븐스","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"논평성명","논평","성명","related","word","word",NA,NA,NA,NA,NA,NA
"논평형제","논평","형제","unrelated","word","word",NA,NA,NA,NA,NA,NA
"놀라다가뜩","놀라다","가뜩","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"놀라다실망","놀라다","실망","related","word","word",NA,NA,NA,NA,NA,NA
"놀라다흉터","놀라다","흉터","unrelated","word","word",NA,NA,NA,NA,NA,NA
"놀랐하다사는 사람","놀랐하다","사는 사람","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"놀랐하다폰과","놀랐하다","폰과","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"놀랐한씩만","놀랐한","씩만","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"놀랐한팩스","놀랐한","팩스","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"놀즈사자","놀즈","사자","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"놀즈올리하다","놀즈","올리하다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"농구없지상","농구","없지상","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"농구인간","농구","인간","unrelated","word","word",0.0603918404505025,NA,NA,NA,NA,NA
"농구축구","농구","축구","related","word","word",0.424017856391193,NA,NA,NA,NA,NA
"농장주노동자","농장주","노동자","related","word","word",NA,NA,NA,NA,NA,NA
"농장주약탈","농장주","약탈","unrelated","word","word",NA,NA,NA,NA,NA,NA
"농장주프루","농장주","프루","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"뇌관랄드","뇌관","랄드","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"뇌관소름 끼치는","뇌관","소름 끼치는","unrelated","word","word",NA,NA,NA,NA,NA,NA
"뇌관타이머","뇌관","타이머","related","word","word",NA,NA,NA,NA,NA,NA
"뇌대뇌의","뇌","대뇌의","related","word","word",NA,NA,NA,NA,NA,NA
"뇌리어림듯하","뇌리어림","듯하","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"뇌리어림친숙한","뇌리어림","친숙한","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"뇌물골짜기","뇌물","골짜기","unrelated","word","word",0.169497011435255,NA,NA,NA,NA,NA
"뇌물범죄하다","뇌물","범죄하다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"뇌물약탈","뇌물","약탈","related","word","word",0.371887475628228,NA,NA,NA,NA,NA
"뇌샌가","뇌","샌가","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"뇌징후","뇌","징후","unrelated","word","word",NA,NA,NA,NA,NA,NA
"누굴한바이적인","누굴한","바이적인","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"누굴한활동","누굴한","활동","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"누스심리학의","누스","심리학의","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"누스태로","누스","태로","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"눈개발","눈","개발","unrelated","word","word",0.0850184620828232,NA,NA,NA,NA,NA
"눈귀","눈","귀","related","word","word",0.264523631866104,NA,NA,NA,NA,NA
"눈깔한마법사","눈깔한","마법사","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"눈깔한에스이","눈깔한","에스이","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"눈물놓자람","눈물","놓자람","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"눈물자르다","눈물","자르다","related","word","word",NA,NA,NA,NA,NA,NA
"눈물트럭","눈물","트럭","unrelated","word","word",0.0950993319766757,NA,NA,NA,NA,NA
"눈부신극적인","눈부신","극적인","related","word","word",0.286181056746466,NA,NA,NA,NA,NA
"눈부신묻네","눈부신","묻네","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"눈부신유지하다","눈부신","유지하다","unrelated","word","word",NA,NA,NA,NA,NA,NA
"눈이 먼ub","눈이 먼","ub","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"눈이 먼인격","눈이 먼","인격","unrelated","word","word",NA,NA,NA,NA,NA,NA
"눈이 먼청각 장애인","눈이 먼","청각 장애인","related","word","word",NA,NA,NA,NA,NA,NA
"눈이슬링사빈","눈이슬링","사빈","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"눈이슬링성","눈이슬링","성","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"눈틴이","눈","틴이","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"눌다거짓말 시아","눌다","거짓말 시아","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"눌다게임","눌다","게임","related","word","word",NA,NA,NA,NA,NA,NA
"눌다팩스","눌다","팩스","unrelated","word","word",NA,NA,NA,NA,NA,NA
"느린녹초","느린","녹초","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"느린빠른","느린","빠른","related","word","word",0.502351876291607,NA,NA,NA,NA,NA
"느린정부","느린","정부","unrelated","word","word",0.102654588758472,NA,NA,NA,NA,NA
"는디소지다","는디","소지다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"는디왕국","는디","왕국","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"는척송신기","는척","송신기","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"는척임에","는척","임에","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"늘에정직","늘에","정직","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"늘에직원는","늘에","직원는","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"능이그룹","능이","그룹","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"능이볼을 월","능이","볼을 월","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"능한빠르게","능한","빠르게","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"능한언스","능한","언스","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"늦은늑대","늦은","늑대","unrelated","word","word",0.139331703364607,NA,NA,NA,NA,NA
"늦은일찍","늦은","일찍","related","word","word",0.284188189529929,NA,NA,NA,NA,NA
"늦은츠키","늦은","츠키","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"늬가로그터","늬가","로그터","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"늬가메스꺼움","늬가","메스꺼움","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"늬가무너더를","늬가","무너더를","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"늬가보드카","늬가","보드카","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"늬가사르","늬가","사르","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"늬가에베차","늬가","에베차","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"늬가우아한","늬가","우아한","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"늬가종교","늬가","종교","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"니께깝네","니께","깝네","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"니께저항하다","니께","저항하다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"니드싫었","니드","싫었","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"니드프랑스어","니드","프랑스어","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"니로재출","니로","재출","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"니로토마토","니로","토마토","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"닌자사무라이","닌자","사무라이","related","word","word",0.542319110880336,NA,NA,NA,NA,NA
"닌자수술","닌자","수술","unrelated","word","word",0.0664677611427766,NA,NA,NA,NA,NA
"닌자알고ld","닌자","알고ld","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"다녀한지도자","다녀한","지도자","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"다녀한치렀의","다녀한","치렀의","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"다란과의사","다란","과의사","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"다란유일무이한","다란","유일무이한","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"다람쥐너구리","다람쥐","너구리","related","word","word",0.56896061437279,NA,NA,NA,NA,NA
"다람쥐락이","다람쥐","락이","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"다람쥐책","다람쥐","책","unrelated","word","word",0.0823844696404248,NA,NA,NA,NA,NA
"다른 곳에범인","다른 곳에","범인","unrelated","word","word",NA,NA,NA,NA,NA,NA
"다른 곳에어딘가에","다른 곳에","어딘가에","related","word","word",NA,NA,NA,NA,NA,NA
"다른 곳에이래하다","다른 곳에","이래하다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"다리곤충","다리","곤충","unrelated","word","word",0.194941196809463,NA,NA,NA,NA,NA
"다리년자","다리","년자","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"다리상인","다리","상인","unrelated","word","word",0.185910164720994,NA,NA,NA,NA,NA
"다리터널","다리","터널","related","word","word",0.255122430120279,NA,NA,NA,NA,NA
"다리판매","다리","판매","unrelated","word","word",0.120503049741119,NA,NA,NA,NA,NA
"다며랜타","다며","랜타","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"다며소년","다며","소년","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"다봐댓가","다봐","댓가","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"다봐진보","다봐","진보","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"다수니온","다수","니온","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"다수캠핑","다수","캠핑","unrelated","word","word",0.122949067561953,NA,NA,NA,NA,NA
"다수투표","다수","투표","related","word","word",0.44261314084615,NA,NA,NA,NA,NA
"다웠다응","다웠다","응","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"다웠다프게","다웠다","프게","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"다이아몬드결석","다이아몬드","결석","unrelated","word","word",0.166855081805907,NA,NA,NA,NA,NA
"다이아몬드맣게","다이아몬드","맣게","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"다이아몬드보석","다이아몬드","보석","related","word","word",0.417941598099543,NA,NA,NA,NA,NA
"단계sp","단계","sp","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"단계기간","단계","기간","related","word","word",0.410869477632771,NA,NA,NA,NA,NA
"단계상해","단계","상해","unrelated","word","word",0.145703660039926,NA,NA,NA,NA,NA
"단단히감정적 인","단단히","감정적 인","unrelated","word","word",NA,NA,NA,NA,NA,NA
"단단히강하게","단단히","강하게","related","word","word",0.237944912575027,NA,NA,NA,NA,NA
"단단히뮤씨","단단히","뮤씨","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"단백질묻다","단백질","묻다","unrelated","word","word",NA,NA,NA,NA,NA,NA
"단백질비타민","단백질","비타민","related","word","word",0.511564157875859,NA,NA,NA,NA,NA
"단백질어마한","단백질","어마한","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"단어문장","단어","문장","related","word","word",0.533540744627895,NA,NA,NA,NA,NA
"단어비실","단어","비실","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"단어환성","단어","환성","unrelated","word","word",NA,NA,NA,NA,NA,NA
"단위결혼","단위","결혼","unrelated","word","word",0.0968974931341513,NA,NA,NA,NA,NA
"단위매몰","단위","매몰","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"단위분할","단위","분할","related","word","word",0.499628218135841,NA,NA,NA,NA,NA
"단지무섭","단지","무섭","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"단지보조","단지","보조","unrelated","word","word",0.112613199783284,NA,NA,NA,NA,NA
"단지최근에","단지","최근에","related","word","word",0.173265005790256,NA,NA,NA,NA,NA
"달걀하다시스템","달걀하다","시스템","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"달걀하다트홀","달걀하다","트홀","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"달검사","달","검사","unrelated","word","word",0.0412863133436941,NA,NA,NA,NA,NA
"달됐다자","달","됐다자","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"달력사랑","달력","사랑","unrelated","word","word",0.164840605191637,NA,NA,NA,NA,NA
"달력일정","달력","일정","related","word","word",0.417421356560849,NA,NA,NA,NA,NA
"달력지내성","달력","지내성","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"달렸적 인캠핑","달렸적 인","캠핑","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"달렸적 인틱스","달렸적 인","틱스","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"달리다걷다","달리다","걷다","related","word","word",NA,NA,NA,NA,NA,NA
"달리다이해들과","달리다","이해들과","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"달리다잔치","달리다","잔치","unrelated","word","word",NA,NA,NA,NA,NA,NA
"달아나다고난리","달아나다","고난리","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"달아나다긴","달아나다","긴","unrelated","word","word",NA,NA,NA,NA,NA,NA
"달아나다탈출하다","달아나다","탈출하다","related","word","word",NA,NA,NA,NA,NA,NA
"달아하다강철","달아하다","강철","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"달아하다즈는","달아하다","즈는","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"달의맛있워하다","달의","맛있워하다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"달의맥주","달의","맥주","unrelated","word","word",0.0212817526688447,NA,NA,NA,NA,NA
"달의태양의","달의","태양의","related","word","word",0.339007779590367,NA,NA,NA,NA,NA
"달콤한귀여운","달콤한","귀여운","related","word","word",0.215063423943038,NA,NA,NA,NA,NA
"달콤한록해","달콤한","록해","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"달콤한죽임","달콤한","죽임","unrelated","word","word",0.144282307107127,NA,NA,NA,NA,NA
"달태양","달","태양","related","word","word",0.277595936809174,NA,NA,NA,NA,NA
"달팽이가게","달팽이","가게","unrelated","word","word",0.206260732970001,NA,NA,NA,NA,NA
"달팽이거북이","달팽이","거북이","related","word","word",0.549775018861488,NA,NA,NA,NA,NA
"달팽이벽으","달팽이","벽으","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"닭생겼 대리","닭","생겼 대리","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"닭충고하다","닭","충고하다","unrelated","word","word",NA,NA,NA,NA,NA,NA
"닭칠면조","닭","칠면조","related","word","word",0.420126904883602,NA,NA,NA,NA,NA
"담고인부처한","담고인","부처한","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"담고인자비","담고인","자비","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"담요re핀","담요","re핀","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"담요수건","담요","수건","related","word","word",0.63510413361247,NA,NA,NA,NA,NA
"담요정의","담요","정의","unrelated","word","word",0.0870479622785789,NA,NA,NA,NA,NA
"답고꿈","답고","꿈","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"답고소지적 인","답고","소지적 인","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"답변댓글","답변","댓글","related","word","word",0.478172023003195,NA,NA,NA,NA,NA
"답변숲","답변","숲","unrelated","word","word",0.027002850497417,NA,NA,NA,NA,NA
"답변키면","답변","키면","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"답소단이","답소","단이","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"답소에피소드","답소","에피소드","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"답죠그리스 어","답죠","그리스 어","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"답죠스위벌","답죠","스위벌","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"당나귀국가","당나귀","국가","unrelated","word","word",0.113746114034398,NA,NA,NA,NA,NA
"당나귀말","당나귀","말","related","word","word",0.279789487083234,NA,NA,NA,NA,NA
"당나귀프트","당나귀","프트","nonword","word","nonword",NA,NA,NA,NA,NA,NA
